"gbdregion","region.re","region.re.var","group"
"Asia",-0.0385364579786416,0.0016375601581372,"t.0"
"Latin America and the Caribbean",-0.0491696752367172,0.00176446144394464,"t.0"
"North Africa / Middle East",0.0619397176259639,0.00245506470148557,"t.0"
"Sub-Saharan Africa, West/Central",0.0699469680385381,0.00142969549500158,"t.0"
"Sub-Saharan Africa, South/East",-0.0441805524491331,0.00128896478738632,"t.0"
"Asia",0,0,"t.1"
"Latin America and the Caribbean",0,0,"t.1"
"North Africa / Middle East",0,0,"t.1"
"Sub-Saharan Africa, West/Central",0,0,"t.1"
"Sub-Saharan Africa, South/East",0,0,"t.1"
"Asia",-0.0317165841740862,0.00042553056842469,"t.2"
"Latin America and the Caribbean",0.00564604433917113,0.000448380226515889,"t.2"
"North Africa / Middle East",0.0293894181883962,0.00058542647540892,"t.2"
"Sub-Saharan Africa, West/Central",-0.0050694566028212,0.000383511571069235,"t.2"
"Sub-Saharan Africa, South/East",0.00175057824932769,0.000370499255632736,"t.2"
"Asia",-0.0648602230645909,0.000516947727662289,"t.3"
"Latin America and the Caribbean",0.0720017798485416,0.000563063556602206,"t.3"
"North Africa / Middle East",0.0506869689767881,0.000968911336303301,"t.3"
"Sub-Saharan Africa, West/Central",-0.0466702051943402,0.000436183949170694,"t.3"
"Sub-Saharan Africa, South/East",-0.0111583205664615,0.000405831784322793,"t.3"
"Asia",-0.0611879137770478,0.00039046885968248,"t.4"
"Latin America and the Caribbean",0.0166540380442333,0.000420204411947152,"t.4"
"North Africa / Middle East",0.0417722139263619,0.000664485232232513,"t.4"
"Sub-Saharan Africa, West/Central",-0.00641070368427397,0.000335728430834477,"t.4"
"Sub-Saharan Africa, South/East",0.00917236549069161,0.00031290906764228,"t.4"
"Asia",-0.0258116460784797,0.0003985863810234,"t.5"
"Latin America and the Caribbean",0.0873571094903236,0.000433837391826514,"t.5"
"North Africa / Middle East",0.0861350965808832,0.000797849643338126,"t.5"
"Sub-Saharan Africa, West/Central",-0.0956836685452738,0.000333254359788467,"t.5"
"Sub-Saharan Africa, South/East",-0.0519968914475754,0.000302841668217298,"t.5"
"Asia",-0.0273846260012758,0.000244091966765388,"t.6"
"Latin America and the Caribbean",0.00775476960322631,0.000256868320789237,"t.6"
"North Africa / Middle East",-0.00502124659014941,0.000338509688584425,"t.6"
"Sub-Saharan Africa, West/Central",0.0177081361936602,0.000219702335857891,"t.6"
"Sub-Saharan Africa, South/East",0.00694296679454729,0.000210262946087422,"t.6"
"Asia",-0.0126496238317377,0.00019165404795641,"t.7"
"Latin America and the Caribbean",0.0181949050919151,0.000199448891375545,"t.7"
"North Africa / Middle East",-0.0101647831220872,0.000245568533995143,"t.7"
"Sub-Saharan Africa, West/Central",0.000978015095930375,0.000176257107409689,"t.7"
"Sub-Saharan Africa, South/East",0.00364148676599334,0.000170071607162205,"t.7"
"Asia",-0.0309035634232245,0.000397415738375935,"t.8"
"Latin America and the Caribbean",0.0640962497385626,0.000429480245734503,"t.8"
"North Africa / Middle East",-0.047557817407548,0.000702675510085382,"t.8"
"Sub-Saharan Africa, West/Central",0.0158970912891412,0.000339146412409957,"t.8"
"Sub-Saharan Africa, South/East",-0.00153196019693725,0.000315224814432937,"t.8"
"Asia",-0.042232879730204,0.000331911503307056,"t.9"
"Latin America and the Caribbean",0.0237941745969853,0.00035266768375845,"t.9"
"North Africa / Middle East",0.00921734096671704,0.000519801876651865,"t.9"
"Sub-Saharan Africa, West/Central",-0.0158920984493983,0.00029072456769254,"t.9"
"Sub-Saharan Africa, South/East",0.0251134626159056,0.000270321369275189,"t.9"
"Asia",-0.0102170929198584,0.000386295138187139,"t.10"
"Latin America and the Caribbean",0.0208383584848106,0.000408812321059055,"t.10"
"North Africa / Middle East",-0.0494313653584218,0.000623574206256668,"t.10"
"Sub-Saharan Africa, West/Central",0.0457747765629604,0.000336970516991922,"t.10"
"Sub-Saharan Africa, South/East",-0.00696467676950305,0.000306440991040335,"t.10"
"Asia",-0.0192178609463701,0.000424569935603686,"t.11"
"Latin America and the Caribbean",0.0469304502295961,0.000448493263426104,"t.11"
"North Africa / Middle East",0.0530604180652627,0.000723506201073684,"t.11"
"Sub-Saharan Africa, West/Central",-0.0567670274936841,0.000367178855133605,"t.11"
"Sub-Saharan Africa, South/East",-0.024005979854774,0.000326393564384758,"t.11"
"Asia",-0.00602980432549463,0.000338499829702056,"t.12"
"Latin America and the Caribbean",0.0319336875680121,0.000353163567374381,"t.12"
"North Africa / Middle East",-0.0288688699259239,0.000481996129643987,"t.12"
"Sub-Saharan Africa, West/Central",0.0147449178782395,0.000303891065199681,"t.12"
"Sub-Saharan Africa, South/East",-0.0117799311948352,0.000280141326384644,"t.12"
"Asia",-0.0452108506233555,0.000405804558313205,"t.13"
"Latin America and the Caribbean",0.0533068517258333,0.000423781277788124,"t.13"
"North Africa / Middle East",-0.00126892271625314,0.000629828039468261,"t.13"
"Sub-Saharan Africa, West/Central",-0.00707060701670404,0.00035813259750074,"t.13"
"Sub-Saharan Africa, South/East",0.000243528630463039,0.000319998913966514,"t.13"
"Asia",0,0,"t.14"
"Latin America and the Caribbean",0,0,"t.14"
"North Africa / Middle East",0,0,"t.14"
"Sub-Saharan Africa, West/Central",0,0,"t.14"
"Sub-Saharan Africa, South/East",0,0,"t.14"
"Asia",-0.00208642458964756,0.000288601952036993,"t.15"
"Latin America and the Caribbean",-0.0063449734559049,0.000296469587824985,"t.15"
"North Africa / Middle East",0.02561896500537,0.000385887525224251,"t.15"
"Sub-Saharan Africa, West/Central",0.00965987547541856,0.000264074180999018,"t.15"
"Sub-Saharan Africa, South/East",-0.0268474424352312,0.00024069556221502,"t.15"
"Asia",-0.000985607074075047,0.000282268170328147,"t.16"
"Latin America and the Caribbean",0.0319150194410342,0.000289861974698532,"t.16"
"North Africa / Middle East",-0.00208449065385002,0.000375796877362725,"t.16"
"Sub-Saharan Africa, West/Central",-0.0131560618446859,0.000258560024853958,"t.16"
"Sub-Saharan Africa, South/East",-0.0156888598684229,0.000235914506364612,"t.16"
"Asia",-0.0147421428860407,0.000203143548455337,"t.17"
"Latin America and the Caribbean",0.0175723153250739,0.000207220716028411,"t.17"
"North Africa / Middle East",0.002865338654815,0.000249843582258777,"t.17"
"Sub-Saharan Africa, West/Central",-0.0087748320166827,0.00019005552865326,"t.17"
"Sub-Saharan Africa, South/East",0.00307932092283974,0.000177021214837534,"t.17"
"Asia",0.0157249320394455,0.000342956119593387,"t.18"
"Latin America and the Caribbean",0.0109219103614751,0.00035612686973614,"t.18"
"North Africa / Middle East",-0.0437841434849232,0.000491335762565598,"t.18"
"Sub-Saharan Africa, West/Central",0.00138865194890678,0.000308021327094974,"t.18"
"Sub-Saharan Africa, South/East",0.0157486491351028,0.000279930944787655,"t.18"
"Asia",-0.0307931609790965,0.000497757074041435,"t.19"
"Latin America and the Caribbean",0.058693190599643,0.000529254651192238,"t.19"
"North Africa / Middle East",0.0325022000102833,0.000847754989087196,"t.19"
"Sub-Saharan Africa, West/Central",-0.0628299363661881,0.000429576326768172,"t.19"
"Sub-Saharan Africa, South/East",0.00242770673539516,0.00038783117619367,"t.19"
"Asia",-0.000306467538447014,0.000517216678370578,"t.20"
"Latin America and the Caribbean",-0.0104238591764933,0.000551784366036704,"t.20"
"North Africa / Middle East",-0.0438617671728255,0.000866487354494366,"t.20"
"Sub-Saharan Africa, West/Central",0.0747152585303943,0.000447112559346054,"t.20"
"Sub-Saharan Africa, South/East",-0.0201231646426043,0.000409389113495577,"t.20"
"Asia",-0.00905953899143276,0.000201974565499129,"t.21"
"Latin America and the Caribbean",0.0136171020166783,0.00020842723412184,"t.21"
"North Africa / Middle East",0.00388092665939063,0.000235364254623107,"t.21"
"Sub-Saharan Africa, West/Central",-0.00738205300445517,0.000191238760213725,"t.21"
"Sub-Saharan Africa, South/East",-0.00105643668017819,0.000189172856515386,"t.21"
"Asia",-2.37399481114486e-17,3.92482828366954e-18,"t.22"
"Latin America and the Caribbean",2.52354910881344e-17,3.92482828366954e-18,"t.22"
"North Africa / Middle East",-4.91639437417987e-17,3.92482828366955e-18,"t.22"
"Sub-Saharan Africa, West/Central",2.35483412045544e-17,3.92482828366954e-18,"t.22"
"Sub-Saharan Africa, South/East",2.41200595605689e-17,3.92482828366954e-18,"t.22"
"Asia",-0.0492372132333517,0.000587658398264913,"t.23"
"Latin America and the Caribbean",0.0296360425734892,0.000633378134337535,"t.23"
"North Africa / Middle East",-0.00968369382009414,0.000874064089091848,"t.23"
"Sub-Saharan Africa, West/Central",-0.0100113504739842,0.000500340304322483,"t.23"
"Sub-Saharan Africa, South/East",0.0392962149539693,0.00048623190847402,"t.23"
"Asia",-0.0441717691472214,0.00058158789613393,"t.24"
"Latin America and the Caribbean",0.00542088542232991,0.00061251002701909,"t.24"
"North Africa / Middle East",-0.0122813008963739,0.000812770507593714,"t.24"
"Sub-Saharan Africa, West/Central",0.0173136519997913,0.000508749850947307,"t.24"
"Sub-Saharan Africa, South/East",0.0337185326214747,0.000496482234669255,"t.24"
