"study_id","author","location_id","location_id2","location_name","location_name2","vac_before_booster","vaccine_developer","variant","symptom_severity","severity","sample_size","age_start","age_end","efficacy_mean","efficacy_lower","efficacy_upper","booster","vemt","mean_time_since.vaccination","start_interval","end_interval","sev_severity","mid_point1","mid_point","study_id2","se","mean_logit","sd_logit","in_var"
523,"Hansen C","78","78","Denmark ","Denmark Omicron","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,12,85,0.552,0.235,0.737,0,0,NA,0,4,"infection",2,2,"523&Denmark Omicron&B.1.1.529.1&infection&12&85",0.128061224489796,0.20875481386211,0.51784591942367,0.27944167441953
523,"Hansen C","78","78","Denmark ","Denmark Omicron","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,12,85,0.161,-0.208,0.417,0,0,NA,5,8,"infection",6.5,6.5,"523&Denmark Omicron&B.1.1.529.1&infection&12&85",0.159438775510204,-1.65080634148274,1.18033725086952,0.250439613479976
523,"Hansen C","78","78","Denmark ","Denmark Omicron","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,12,85,0.098,-0.1,0.261,0,0,NA,9,12,"infection",10.5,10.5,"523&Denmark Omicron&B.1.1.529.1&infection&12&85",0.0920918367346939,-2.21964704139205,1.04180999971372,0.329525807210495
540,"Dorabawila V","102","102","United States","US Omicron 5-11","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,5,11,0.68,0.63,0.72,0,0,NA,0,1,"infection",0.5,0.5,"540&US Omicron 5-11&B.1.1.529.1&infection&5&11",0.0229591836734694,0.75377180237638,0.105510954381753,0.659966329107444
540,"Dorabawila V","102","102","United States","US Omicron 5-11","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,5,11,0.57,0.55,0.6,0,0,NA,2,3,"infection",2.5,2.5,"540&US Omicron 5-11&B.1.1.529.1&infection&5&11",0.0127551020408163,0.281851152140987,0.0520404000033305,0.885437744847147
540,"Dorabawila V","102","102","United States","US Omicron 5-11","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,5,11,0.5,0.48,0.52,0,0,NA,4,5,"infection",4.5,4.5,"540&US Omicron 5-11&B.1.1.529.1&infection&5&11",0.0102040816326531,0,0.0408163265306123,0.989949493661166
540,"Dorabawila V","102","102","United States","US Omicron 5-11","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,5,11,0.48,0.47,0.5,0,0,NA,6,7,"infection",6.5,6.5,"540&US Omicron 5-11&B.1.1.529.1&infection&5&11",0.0076530612244898,-0.0800427076735365,0.0306613029827316,1.14309521329882
540,"Dorabawila V","102","102","United States","US Omicron 5-11","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,5,11,0.34,0.31,0.36,0,0,NA,8,9,"infection",8.5,8.5,"540&US Omicron 5-11&B.1.1.529.1&infection&5&11",0.0127551020408163,-0.663294217410264,0.056840918185456,0.885437744847146
540,"Dorabawila V","102","102","United States","US Omicron 5-11","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,5,11,0.2,0.16,0.23,0,0,NA,10,11,"infection",10.5,10.5,"540&US Omicron 5-11&B.1.1.529.1&infection&5&11",0.0178571428571429,-1.38629436111989,0.111607142857143,0.748331477354788
540,"Dorabawila V","102","102","United States","US Omicron 5-11","","Pfizer & BioNTech","B.1.1.529.1","infection","infection",NA,5,11,0.2,0.06,0.16,0,0,NA,12,13,"infection",12.5,12.5,"540&US Omicron 5-11&B.1.1.529.1&infection&5&11",0.0255102040816327,-1.38629436111989,0.159438775510204,0.626099033699941
