"study_id","author","location_id","location_id2","location_name","location_name2","vac_before_booster","vaccine_developer","variant","symptom_severity","severity","sample_size","age_start","age_end","efficacy_mean","efficacy_lower","efficacy_upper","booster","vemt","mean_time_since.vaccination","start_interval","end_interval","sev_severity","mid_point1","mid_point","study_id2","se","mean_logit","sd_logit","in_var"
513,"Dan-Yu L","102","102","United States","US NC mixed hosp","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,18,65,0.61,0.09,0.844,0,0,NA,21,24,"severe",22.5,22.5,"513&US NC mixed hosp&B.1.617.2&hosp&18&65",0.19234693877551,0.447312218043665,0.808520129363221,0.22801181969456
513,"Dan-Yu L","102","102","United States","US NC mixed deaths","","Johnson & Johnson","B.1.617.2","Severe","death",NA,18,65,0.62,0.03,0.85,0,0,NA,21,24,"severe",22.5,22.5,"513&US NC mixed deaths&B.1.617.2&death&18&65",0.209183673469388,0.489548225318706,0.88787637296005,0.218643266644048
518,"Rosenberg E","102","102","United States","USA NY delta hosp 18-49","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,18,49,0.959,0.916,0.984,0,0,NA,0,4,"severe",2,2,"518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49",0.0173469387755102,3.15231900817913,0.441184637847101,0.759256602365297
518,"Rosenberg E","102","102","United States","USA NY delta hosp 18-49","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,18,49,0.883,0.769,0.95,0,0,NA,5,8,"severe",6.5,6.5,"518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49",0.0461734693877551,2.0211512658062,0.446936622312775,0.465375746720174
518,"Rosenberg E","102","102","United States","USA NY delta hosp 18-49","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,18,49,0.948,0.877,0.983,0,0,NA,9,12,"severe",10.5,10.5,"518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49",0.0270408163265306,2.90311078367359,0.548539766442117,0.608121139868297
518,"Rosenberg E","102","102","United States","USA NY delta hosp 18-49","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,18,49,0.938,0.902,0.963,0,0,NA,13,16,"severe",14.5,14.5,"518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49",0.0155612244897959,2.71661556396113,0.267577283337848,0.801637668039416
518,"Rosenberg E","102","102","United States","USA NY delta hosp 50-64","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,50,64,0.882,0.833,0.918,0,0,NA,0,4,"severe",2,2,"518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64",0.0216836734693878,2.01150743154113,0.20834460845332,0.679099750101732
518,"Rosenberg E","102","102","United States","USA NY delta hosp 50-64","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,50,64,0.91,0.826,0.959,0,0,NA,5,8,"severe",6.5,6.5,"518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64",0.0339285714285714,2.31363492918063,0.414268271411129,0.542896714030637
518,"Rosenberg E","102","102","United States","USA NY delta hosp 50-64","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,50,64,0.904,0.83,0.951,0,0,NA,9,12,"severe",10.5,10.5,"518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64",0.0308673469387755,2.24248116892434,0.355680159231834,0.569180939727219
518,"Rosenberg E","102","102","United States","USA NY delta hosp 50-64","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,50,64,0.928,0.901,0.95,0,0,NA,13,16,"severe",14.5,14.5,"518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64",0.0125,2.55636561377015,0.187080938697318,0.894427190999916
518,"Rosenberg E","102","102","United States","USA NY delta hosp =>65","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,65,100,0.855,0.815,0.888,0,0,NA,0,4,"severe",2,2,"518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100",0.0186224489795919,1.77436772651619,0.150211324699269,0.732793491626299
518,"Rosenberg E","102","102","United States","USA NY delta hosp =>65","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,65,100,0.809,0.727,0.871,0,0,NA,5,8,"severe",6.5,6.5,"518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100",0.036734693877551,1.44352548901186,0.237735772801733,0.521749194749951
518,"Rosenberg E","102","102","United States","USA NY delta hosp =>65","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,65,100,0.824,0.745,0.884,0,0,NA,9,12,"severe",10.5,10.5,"518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100",0.0354591836734694,1.54368653487132,0.244505624403336,0.531050269267617
518,"Rosenberg E","102","102","United States","USA NY delta hosp =>65","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,65,100,0.828,0.79,0.861,0,0,NA,13,16,"severe",14.5,14.5,"518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100",0.0181122448979592,1.57151867757181,0.127178441312487,0.743042849407986
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,12,49,0.93,0.84,0.97,0,0,NA,0,4,"severe",2,2,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.0331632653061225,2.58668934409794,0.509420358004953,0.549125178386915
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,12,49,0.96,0.89,0.99,0,0,NA,5,9,"severe",7,7,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.0255102040816326,3.17805383034794,0.664328231292516,0.626099033699941
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,12,49,0.93,0.82,0.97,0,0,NA,10,14,"severe",12,12,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.038265306122449,2.58668934409794,0.587792720774946,0.511207720338155
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,12,49,0.91,0.64,0.98,0,0,NA,15,19,"severe",17,17,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.086734693877551,2.31363492918063,1.05903167127657,0.339549875050866
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,50,69,0.87,0.79,0.92,0,0,NA,0,4,"severe",2,2,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.0331632653061225,1.90095876119305,0.29322073657049,0.549125178386915
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,50,69,0.96,0.92,0.98,0,0,NA,5,9,"severe",7,7,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.0153061224489796,3.17805383034794,0.39859693877551,0.808290376865476
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,50,69,0.95,0.89,0.97,0,0,NA,10,14,"severe",12,12,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.0204081632653061,2.94443897916644,0.429645542427497,0.7
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Johnson & Johnson","B.1.617.2","Severe","hosp",NA,50,69,0.98,0.91,0.99,0,0,NA,15,19,"severe",17,17,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.0204081632653061,3.89182029811063,1.04123281965847,0.7
531,"Berec L","47","47","Czechia","Czech delta hosp","","Johnson & Johnson","B.1.617.2","severe","hosp",NA,12,65,0.745,0.68,0.78,0,0,NA,12,20,"severe",16,16,"531&Czech delta hosp&B.1.617.2&hosp&12&65",0.0255102040816326,1.07212067322113,0.134281900679735,0.626099033699941
531,"Berec L","47","47","Czechia","Czech delta hosp","","Johnson & Johnson","B.1.617.2","severe","hosp",NA,12,65,0.67,0.62,0.73,0,0,NA,21,28,"severe",24.5,24.5,"531&Czech delta hosp&B.1.617.2&hosp&12&65",0.0280612244897959,0.708185057924486,0.126916438217078,0.596962005795709
531,"Berec L","47","47","Czechia","Czech delta death","","Johnson & Johnson","B.1.617.2","severe","death",NA,12,65,0.75,0.59,0.85,0,0,NA,12,20,"severe",16,16,"531&Czech delta death&B.1.617.2&death&12&65",0.0663265306122449,1.09861228866811,0.353741496598639,0.38829013735766
531,"Berec L","47","47","Czechia","Czech delta death","","Johnson & Johnson","B.1.617.2","severe","death",NA,12,65,0.68,0.53,0.78,0,0,NA,21,28,"severe",24.5,24.5,"531&Czech delta death&B.1.617.2&death&12&65",0.0637755102040816,0.75377180237638,0.293085984393758,0.395979797464467
558,"Voko Z","48","48","Hungary","Hungary delta hosp 18-64","","Johnson & Johnson","B.1.617.2","severe","hosp",NA,18,64,0.432,0.329,0.52,0,0,NA,2,17,"severe",9.5,9.5,"558&Hungary delta hosp 18-64&B.1.617.2&hosp&18&64",0.0487244897959184,-0.273695830477041,0.198570723281488,0.453029361183401
558,"Voko Z","48","48","Hungary","Hungary delta hosp 18-64","","Johnson & Johnson","B.1.617.2","severe","hosp",NA,18,64,0.582,0.499,0.651,0,0,NA,18,25,"severe",21.5,21.5,"558&Hungary delta hosp 18-64&B.1.617.2&hosp&18&64",0.0387755102040816,0.330989015206681,0.159388966458186,0.507833375077008
