"study_id","author","location_id","location_id2","location_name","location_name2","vac_before_booster","vaccine_developer","variant","symptom_severity","severity","sample_size","age_start","age_end","efficacy_mean","efficacy_lower","efficacy_upper","booster","vemt","mean_time_since.vaccination","start_interval","end_interval","sev_severity","mid_point1","mid_point","study_id2","se","mean_logit","sd_logit","in_var"
505,"Puranik A ","102","102","United States","USA Mayo Clinic mixed hosp","","Moderna","B.1.617.2","Severe","hosp",NA,18,85,0.81,0.33,0.963,0,0,NA,25,28,"severe",26.5,26.5,"505&USA Mayo Clinic mixed hosp&B.1.617.2&hosp&18&85",0.161479591836735,1.450010175506,1.04925010940049,0.248852024652756
513,"Dan-Yu L","102","102","United States","US NC mixed hosp","","Moderna","B.1.617.2","Severe","hosp",NA,18,65,0.94,0.27,0.95,0,0,NA,21,24,"severe",22.5,22.5,"513&US NC mixed hosp&B.1.617.2&hosp&18&65",0.173469387755102,2.75153531304195,3.07569836445216,0.240098019199512
513,"Dan-Yu L","102","102","United States","US NC mixed hosp","","Moderna","B.1.617.2","Severe","hosp",NA,18,65,0.925,0.9,0.945,0,0,NA,25,28,"severe",26.5,26.5,"513&US NC mixed hosp&B.1.617.2&hosp&18&65",0.0114795918367347,2.51230562397612,0.165471594043022,0.933333333333334
513,"Dan-Yu L","102","102","United States","US NC mixed hosp","","Moderna","B.1.617.2","Severe","hosp",NA,18,65,0.945,0.88,0.97,0,0,NA,29,32,"severe",30.5,30.5,"513&US NC mixed hosp&B.1.617.2&hosp&18&65",0.0229591836734694,2.84385174226127,0.441735135612686,0.659966329107444
513,"Dan-Yu L","102","102","United States","US NC mixed deaths","","Moderna","B.1.617.2","Severe","death",NA,18,65,0.91,0.86,0.94,0,0,NA,21,24,"severe",22.5,22.5,"513&US NC mixed deaths&B.1.617.2&death&18&65",0.0204081632653061,2.31363492918063,0.24918392265331,0.7
513,"Dan-Yu L","102","102","United States","US NC mixed deaths","","Moderna","B.1.617.2","Severe","death",NA,18,65,0.94,0.9,0.954,0,0,NA,25,28,"severe",26.5,26.5,"513&US NC mixed deaths&B.1.617.2&death&18&65",0.0137755102040816,2.75153531304195,0.244246634824142,0.852012867230259
513,"Dan-Yu L","102","102","United States","US NC mixed deaths","","Moderna","B.1.617.2","Severe","death",NA,18,65,0.9,0.79,0.95,0,0,NA,29,32,"severe",30.5,30.5,"513&US NC mixed deaths&B.1.617.2&death&18&65",0.0408163265306122,2.19722457733622,0.453514739229025,0.494974746830583
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Moderna","B.1.617.2","Severe","hosp",NA,18,80,0.95,0.8,0.99,0,0,NA,0,1,"severe",0.5,0.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.048469387755102,2.94443897916644,1.0204081632653,0.454219979166135
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Moderna","B.1.617.2","Severe","hosp",NA,18,80,0.98,0.89,0.99,0,0,NA,2,3,"severe",2.5,2.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.0255102040816326,3.89182029811063,1.30154102457309,0.626099033699941
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Moderna","B.1.617.2","Severe","hosp",NA,18,80,0.99,0.96,0.99,0,0,NA,4,7,"severe",5.5,5.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.0076530612244898,4.59511985013459,0.773036487322202,1.14309521329882
