"mid_point","pred5","pred_lo","pred_hi","ve","ve_lower","ve_upper"
12.1,1.21701491431345,0.108951260370303,2.38203144956528,0.77153780320824,0.527210903442475,0.915446809251117
12.2,1.20840207581612,0.100355537615548,2.37350668928418,0.770016092662957,0.525067849253302,0.914784617947554
12.3,1.19971530736604,0.0916860318242725,2.36490878817844,0.768474134390511,0.522905464299089,0.914111984913861
12.4,1.19095460896322,0.0829427429964761,2.35623774624806,0.766911751806648,0.520723806328047,0.913428761426058
12.5,1.18211998060765,0.0741256711321586,2.34749356349304,0.765328767794724,0.518522937192071,0.912734796337017
12.6,1.17321142229934,0.0652348162313199,2.33867623991337,0.763725004773714,0.516302922933424,0.912029936048253
12.7,1.16422893403829,0.0562701782939604,2.32978577550907,0.762100284768923,0.514063833870907,0.911314024481769
12.8,1.1551725158245,0.04723175732008,2.32082217028013,0.760454429485468,0.51180574468541,0.910586903051976
12.9,1.14604216765796,0.0381195533096787,2.31178542422655,0.758787260384588,0.509528734504747,0.909848410637709
13,1.13683788953868,0.0289335662627566,2.30267553734833,0.757098598762844,0.507232886987693,0.909098383554373
13.1,1.12755968146666,0.0196737961793131,2.29349250964547,0.755388265834272,0.504918290407109,0.908336655526249
13.2,1.11821381004464,0.0103465798602971,2.2842424179528,0.753657246262331,0.502586621889923,0.907563567457707
13.3,1.10888174110835,0.00103429571803441,2.27500426112302,0.751920574641176,0.500258573906457,0.906785637092122
13.4,1.09958854106877,-0.00823770904368242,2.26580234649544,0.750183002646396,0.497940584385036,0.906004924298731
13.5,1.09033420992591,-0.0174694344248532,2.25663667407005,0.748444650290888,0.49563275246002,0.905221465615391
13.6,1.08111874767977,-0.0266608804254781,2.24750724384686,0.746705637560994,0.493335174670188,0.904435298082049
13.7,1.07194215433035,-0.0358120470455567,2.23841405582586,0.744966084390442,0.491047944971066,0.903646459236531
13.8,1.06280442987764,-0.0449229342850895,2.22935711000706,0.743226110634487,0.488771154748217,0.902854987110198
13.9,1.05370557432165,-0.0539935421440765,2.22033640639045,0.741485836044259,0.486504892831437,0.902060920223485
14,1.04464558766238,-0.0630238706225171,2.21135194497603,0.73974538024135,0.484249245509857,0.901264297581317
14.1,1.03562446989983,-0.0720139197204123,2.20240372576382,0.738004862692627,0.482004296547898,0.900465158668401
14.2,1.02664222103399,-0.080963689437761,2.19349174875379,0.736264402685304,0.479770127202071,0.899663543444405
14.3,1.01769884106487,-0.0898731797745637,2.18461601394596,0.734524119302265,0.477546816238577,0.898859492339014
14.4,1.00879432999247,-0.0987423907308205,2.17577652134033,0.732784131397659,0.475334439951692,0.898053046246877
14.5,0.999928687816783,-0.107571322306531,2.16697327093689,0.731044557572776,0.473133072182901,0.897244246522437
14.6,0.991101914537814,-0.116359974501696,2.15820626273565,0.729305516152213,0.470942784340754,0.896433134974646
14.7,0.982314010155564,-0.125108347316315,2.1494754967366,0.727567125160334,0.46876364542142,0.895619753861578
14.8,0.97356497467003,-0.133816440750388,2.14078097293974,0.725829502298043,0.466595722029908,0.894804145884923
14.9,0.964854808081214,-0.142484254803915,2.13212269134508,0.724092764919872,0.464439078401928,0.893986354184388
15,0.956183510389115,-0.151111789476896,2.12350065195262,0.722357030011391,0.462293776426362,0.893166422331982
15.1,0.947551081593732,-0.159699044769331,2.11491485476235,0.720622414166956,0.460159875668327,0.892344394326204
15.2,0.938957521695068,-0.16824602068122,2.10636529977427,0.718889033567801,0.458037433392792,0.891520314586132
15.3,0.930402830693121,-0.176752717212563,2.09785198698839,0.717157003960467,0.455926504588726,0.89069422794541
15.4,0.921887008587891,-0.18521913436336,2.0893749164047,0.715426440635603,0.453827141993756,0.889866179646141
15.5,0.913410055379378,-0.193645272133611,2.08093408802321,0.713697458407119,0.451739396119304,0.889036215332692
15.6,0.904971971067582,-0.202031130523316,2.07252950184392,0.711970171591714,0.449663315276174,0.888204381045392
15.7,0.896572755652504,-0.210376709532475,2.06416115786682,0.710244693988777,0.447598945600574,0.887370723214159
15.8,0.888212409134143,-0.218682009161088,2.05582905609191,0.708521138860678,0.445546331080534,0.886535288652031
15.9,0.879890931512499,-0.226947029409155,2.0475331965192,0.706799618913436,0.443505513582711,0.885698124548607
16,0.871608322787573,-0.235171770276676,2.03927357914868,0.705080246277789,0.441476532879545,0.884859278463418
16.1,0.863364582959364,-0.243356231763651,2.03105020398036,0.703363132490659,0.439459426676742,0.884018798319211
16.2,0.855159712027872,-0.25150041387008,2.02286307101423,0.701648388477021,0.437454230641074,0.883176732395151
16.3,0.846993709993097,-0.259604316595963,2.0147121802503,0.69993612453218,0.435460978428451,0.882333129319962
16.4,0.83886657685504,-0.2676679399413,2.00659753168856,0.698226450304458,0.433479701712266,0.881488038064979
16.5,0.8307783126137,-0.275691283906091,1.99851912532902,0.696519474778296,0.431510430211975,0.880641507937144
16.6,0.822728917269077,-0.283674348490336,1.99047696117168,0.694815306257781,0.429553191721888,0.879793588571924
16.7,0.814718390821171,-0.291617133694035,1.98247103921652,0.693114052350584,0.42760801214017,0.87894432992617
16.8,0.806746733269983,-0.299519639517188,1.97450135946356,0.691415819952334,0.425674915498005,0.878093782270913
16.9,0.798813944615512,-0.307381865959796,1.9665679219128,0.689720715231412,0.423753923988922,0.877241996184096
17,0.790920024857758,-0.315203813021857,1.95867072656423,0.688028843614176,0.421845057998255,0.876389022543256
17.1,0.783064973996722,-0.322985480703372,1.95080977341786,0.686340309770618,0.419948336132716,0.875534912518145
17.2,0.775248792032403,-0.330726869004341,1.94298506247368,0.684655217600454,0.418063775250067,0.874679717563302
17.3,0.767471478964801,-0.338427977924764,1.9351965937317,0.682973670219649,0.416191390488871,0.873823489410575
17.4,0.759733034793916,-0.346088807464641,1.92744436719191,0.681295769947373,0.4143311952983,0.872966280061595
17.5,0.752033459519749,-0.353709357623972,1.91972838285432,0.679621618293396,0.41248320146799,0.872108141780212
17.6,0.744372753142298,-0.361289628402758,1.91204864071892,0.677951315945922,0.410647419157914,0.871249127084879
17.7,0.736750915661565,-0.368829619800997,1.90440514078571,0.67628496275985,0.408823856928276,0.870389288741009
17.8,0.72916794707755,-0.37632933181869,1.8967978830547,0.674622657745482,0.407012521769386,0.869528679753286
17.9,0.721623847390251,-0.383788764455837,1.88922686752589,0.672964499057662,0.405213419131518,0.868667353357951
