"study_id","author","location_id","location_id2","location_name","location_name2","vac_before_booster","vaccine_developer","variant","symptom_severity","severity","sample_size","age_start","age_end","efficacy_mean","efficacy_lower","efficacy_upper","booster","vemt","mean_time_since.vaccination","start_interval","end_interval","sev_severity","mid_point1","mid_point","study_id2","se","mean_logit","sd_logit","in_var"
528,"Katikireddi S","434","434","Scotland","Scotland delta severe","","AstraZeneca","B.1.617.2","severe","hosp&death",NA,18,80,0.705,0.67,0.737,0,0,NA,16,17,"severe",16.5,16.5,"528&Scotland delta severe&B.1.617.2&hosp&death&18&80",0.0170918367346939,0.871222446472449,0.0821821696583429,0.764901710591414
528,"Katikireddi S","434","434","Scotland","Scotland delta severe","","AstraZeneca","B.1.617.2","severe","hosp&death",NA,18,80,0.637,0.596,0.674,0,0,NA,18,19,"severe",18.5,18.5,"528&Scotland delta severe&B.1.617.2&hosp&death&18&80",0.0198979591836735,0.562366821307313,0.0860522991453286,0.708917556958566
528,"Katikireddi S","434","434","Scotland","Scotland delta severe","","AstraZeneca","B.1.617.2","severe","hosp&death",NA,18,80,0.536,0.484,0.583,0,0,NA,20,21,"severe",20.5,20.5,"528&Scotland delta severe&B.1.617.2&hosp&death&18&80",0.0252551020408163,0.144249608844547,0.101546826913987,0.629253204965693
531,"Berec L","47","47","Czechia","Czech delta hosp","","AstraZeneca","B.1.617.2","severe","hosp",NA,12,65,0.77,0.75,0.8,0,0,NA,12,20,"severe",16,16,"531&Czech delta hosp&B.1.617.2&hosp&12&65",0.0127551020408163,1.20831120592453,0.0720220329803294,0.885437744847146
531,"Berec L","47","47","Czechia","Czech delta hosp","","AstraZeneca","B.1.617.2","severe","hosp",NA,12,65,0.7,0.67,0.725,0,0,NA,21,28,"severe",24.5,24.5,"531&Czech delta hosp&B.1.617.2&hosp&12&65",0.0140306122448979,0.847297860387203,0.0668124392614188,0.844231764817739
531,"Berec L","47","47","Czechia","Czech delta death","","AstraZeneca","B.1.617.2","severe","death",NA,12,65,0.87,0.8,0.905,0,0,NA,12,20,"severe",16,16,"531&Czech delta death&B.1.617.2&death&12&65",0.0267857142857143,1.90095876119305,0.236832133383857,0.611010092660779
531,"Berec L","47","47","Czechia","Czech delta death","","AstraZeneca","B.1.617.2","severe","death",NA,12,65,0.825,0.78,0.85,0,0,NA,21,28,"severe",24.5,24.5,"531&Czech delta death&B.1.617.2&death&12&65",0.0178571428571428,1.55059741241117,0.123685837971552,0.748331477354789
558,"Voko Z","48","48","Hungary","Hungary delta hosp 18-64","","AstraZeneca","B.1.617.2","severe","hosp",NA,18,64,0.762,0.706,0.807,0,0,NA,2,17,"severe",9.5,9.5,"558&Hungary delta hosp 18-64&B.1.617.2&hosp&18&64",0.025765306122449,1.16367588201517,0.142070326443288,0.622991823285978
558,"Voko Z","48","48","Hungary","Hungary delta hosp 18-64","","AstraZeneca","B.1.617.2","severe","hosp",NA,18,64,0.754,0.73,0.776,0,0,NA,18,25,"severe",21.5,21.5,"558&Hungary delta hosp 18-64&B.1.617.2&hosp&18&64",0.011734693877551,1.12006083207559,0.0632652621118319,0.923132662754101
558,"Voko Z","48","48","Hungary","Hungary delta hosp 18-64","","AstraZeneca","B.1.617.2","severe","hosp",NA,18,64,0.595,0.54,0.642,0,0,NA,26,34,"severe",30,30,"558&Hungary delta hosp 18-64&B.1.617.2&hosp&18&64",0.0260204081632653,0.384674338439091,0.107979699816435,0.619930419878067
558,"Voko Z","48","48","Hungary","Hungary delta hosp 18-64","","AstraZeneca","B.1.617.2","severe","hosp",NA,18,64,0.488,0.382,0.576,0,0,NA,35,42,"severe",38.5,38.5,"558&Hungary delta hosp 18-64&B.1.617.2&hosp&18&64",0.0494897959183673,-0.0480092191863606,0.198073273879224,0.449512909347555
558,"Voko Z","48","48","Hungary","Hungary delta death 18-64","","AstraZeneca","B.1.617.2","severe","death",NA,18,64,0.901,0.735,0.963,0,0,NA,2,17,"severe",9.5,9.5,"558&Hungary delta death 18-64&B.1.617.2&death&18&64",0.0581632653061224,2.20838540747375,0.65206185390108,0.414644214431365
558,"Voko Z","48","48","Hungary","Hungary delta death 18-64","","AstraZeneca","B.1.617.2","severe","death",NA,18,64,0.836,0.787,0.874,0,0,NA,18,25,"severe",21.5,21.5,"558&Hungary delta death 18-64&B.1.617.2&death&18&64",0.0221938775510204,1.6287621852605,0.161876222072444,0.671248622079538
558,"Voko Z","48","48","Hungary","Hungary delta death 18-64","","AstraZeneca","B.1.617.2","severe","death",NA,18,64,0.65,0.533,0.737,0,0,NA,26,34,"severe",30,30,"558&Hungary delta death 18-64&B.1.617.2&death&18&64",0.0520408163265306,0.619039208406224,0.228750840995739,0.438357003759605
558,"Voko Z","48","48","Hungary","Hungary delta death 18-64","","AstraZeneca","B.1.617.2","severe","death",NA,18,64,0.571,0.352,0.716,0,0,NA,35,42,"severe",38.5,38.5,"558&Hungary delta death 18-64&B.1.617.2&death&18&64",0.0928571428571429,0.285932290727993,0.379072182925073,0.328165061656947
558,"Voko Z","48","48","Hungary","Hungary delta hosp 65-100","","AstraZeneca","B.1.617.2","severe","hosp",NA,65,100,0.738,0.664,0.797,0,0,NA,2,17,"severe",9.5,9.5,"558&Hungary delta hosp 65-100&B.1.617.2&hosp&65&100",0.0339285714285714,1.03559932083938,0.175472038253643,0.542896714030637
558,"Voko Z","48","48","Hungary","Hungary delta hosp 65-100","","AstraZeneca","B.1.617.2","severe","hosp",NA,65,100,0.681,0.652,0.707,0,0,NA,18,25,"severe",21.5,21.5,"558&Hungary delta hosp 65-100&B.1.617.2&hosp&65&100",0.0140306122448979,0.758371203364668,0.0645860653238965,0.844231764817739
558,"Voko Z","48","48","Hungary","Hungary delta hosp 65-100","","AstraZeneca","B.1.617.2","severe","hosp",NA,65,100,0.63,0.565,0.686,0,0,NA,26,34,"severe",30,30,"558&Hungary delta hosp 65-100&B.1.617.2&hosp&65&100",0.0308673469387755,0.532216813747308,0.132421050788398,0.569180939727219
558,"Voko Z","48","48","Hungary","Hungary delta hosp 65-100","","AstraZeneca","B.1.617.2","severe","hosp",NA,65,100,0.242,-2.031,0.811,0,0,NA,35,42,"severe",38.5,38.5,"558&Hungary delta hosp 65-100&B.1.617.2&hosp&65&100",0.725,-1.14174565948569,3.95233214854227,0.117444043902941
558,"Voko Z","48","48","Hungary","Hungary delta death 65-100","","AstraZeneca","B.1.617.2","severe","death",NA,65,100,0.848,0.678,0.928,0,0,NA,2,17,"severe",9.5,9.5,"558&Hungary delta death 65-100&B.1.617.2&death&65&100",0.0637755102040816,1.71900011494563,0.494782694607138,0.395979797464467
558,"Voko Z","48","48","Hungary","Hungary delta death 65-100","","AstraZeneca","B.1.617.2","severe","death",NA,65,100,0.761,0.717,0.798,0,0,NA,18,25,"severe",21.5,21.5,"558&Hungary delta death 65-100&B.1.617.2&death&65&100",0.0206632653061225,1.15816980593018,0.113609956653173,0.695665592999934
558,"Voko Z","48","48","Hungary","Hungary delta death 65-100","","AstraZeneca","B.1.617.2","severe","death",NA,65,100,0.667,0.578,0.737,0,0,NA,26,34,"severe",30,30,"558&Hungary delta death 65-100&B.1.617.2&death&65&100",0.0405612244897959,0.69464755593518,0.18261690996752,0.496528831492336
568,"Satwik r","163","163","India","India delta","","AstraZeneca","B.1.617.2","severe","death",NA,NA,NA,0.97,0.43,0.998,0,1,7,NA,NA,"severe",NA,7,"568&India delta&B.1.617.2&death&NA&NA",0.144897959183673,3.47609868983527,4.97931131215372,0.262705318764281
