"study_id","author","location_id","location_id2","location_name","location_name2","vac_before_booster","vaccine_developer","variant","symptom_severity","severity","sample_size","age_start","age_end","efficacy_mean","efficacy_lower","efficacy_upper","booster","vemt","mean_time_since.vaccination","start_interval","end_interval","sev_severity","mid_point1","mid_point","study_id2","se","mean_logit","sd_logit","in_var"
509,"Tartof S","102","102","United States","US  Kaiser study Delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,75,0.91,0.89,0.93,0,0,NA,5,8,"severe",6.5,6.5,"509&US  Kaiser study Delta hosp&B.1.617.2&hosp&18&75",0.0102040816326531,2.31363492918063,0.124591961326655,0.989949493661166
509,"Tartof S","102","102","United States","US  Kaiser study Delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,75,0.93,0.92,0.94,0,0,NA,9,12,"severe",10.5,10.5,"509&US  Kaiser study Delta hosp&B.1.617.2&hosp&18&75",0.00510204081632651,2.58668934409794,0.0783723627699925,1.4
509,"Tartof S","102","102","United States","US  Kaiser study Delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,75,0.93,0.92,0.94,0,0,NA,13,17,"severe",15,15,"509&US  Kaiser study Delta hosp&B.1.617.2&hosp&18&75",0.00510204081632651,2.58668934409794,0.0783723627699925,1.4
509,"Tartof S","102","102","United States","US  Kaiser study Delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,75,0.93,0.92,0.935,0,0,NA,18,21,"severe",19.5,19.5,"509&US  Kaiser study Delta hosp&B.1.617.2&hosp&18&75",0.0038265306122449,2.58668934409794,0.0587792720774947,1.61658075373095
509,"Tartof S","102","102","United States","US  Kaiser study Delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,75,0.91,0.895,0.92,0,0,NA,22,25,"severe",23.5,23.5,"509&US  Kaiser study Delta hosp&B.1.617.2&hosp&18&75",0.00637755102040817,2.31363492918063,0.0778699758291596,1.25219806739988
509,"Tartof S","102","102","United States","US  Kaiser study Delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,75,0.9,0.89,0.91,0,0,NA,26,29,"severe",27.5,27.5,"509&US  Kaiser study Delta hosp&B.1.617.2&hosp&18&75",0.00510204081632654,2.19722457733622,0.0566893424036282,1.4
509,"Tartof S","102","102","United States","US  Kaiser study Delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,75,0.88,0.86,0.9,0,0,NA,30,34,"severe",32,32,"509&US  Kaiser study Delta hosp&B.1.617.2&hosp&18&75",0.0102040816326531,1.99243016469021,0.0966295609152753,0.989949493661166
510,"Chemaitelly H","151","151","Qatar","Qatar mixed hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,20,70,0.889,0.521,0.974,0,0,NA,21,24,"severe",22.5,22.5,"510&Qatar mixed hosp&B.1.617.2&hosp&20&70",0.115561224489796,2.08056703420157,1.17108224130561,0.294166987161273
510,"Chemaitelly H","151","151","Qatar","Qatar mixed hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,20,70,0.556,-0.443,0.863,0,0,NA,25,28,"severe",26.5,26.5,"510&Qatar mixed hosp&B.1.617.2&hosp&20&70",0.333163265306122,0.224943731818358,1.34958222059969,0.173249282641174
513,"Dan-Yu L","102","102","United States","US NC mixed hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,65,0.91,0.88,0.925,0,0,NA,21,24,"severe",22.5,22.5,"513&US NC mixed hosp&B.1.617.2&hosp&18&65",0.0114795918367347,2.31363492918063,0.140165956492487,0.933333333333333
513,"Dan-Yu L","102","102","United States","US NC mixed hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,65,0.87,0.848,0.9,0,0,NA,25,28,"severe",26.5,26.5,"513&US NC mixed hosp&B.1.617.2&hosp&18&65",0.013265306122449,1.90095876119305,0.117288294628196,0.868243142124459
513,"Dan-Yu L","102","102","United States","US NC mixed hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,65,0.9,0.83,0.94,0,0,NA,29,32,"severe",30.5,30.5,"513&US NC mixed hosp&B.1.617.2&hosp&18&65",0.0280612244897959,2.19722457733622,0.311791383219955,0.596962005795709
513,"Dan-Yu L","102","102","United States","US NC mixed deaths","","Pfizer & BioNTech","B.1.617.2","Severe","death",NA,18,65,0.935,0.897,0.957,0,0,NA,21,24,"severe",22.5,22.5,"513&US NC mixed deaths&B.1.617.2&death&18&65",0.0153061224489796,2.66615925939305,0.25184899134479,0.808290376865476
513,"Dan-Yu L","102","102","United States","US NC mixed deaths","","Pfizer & BioNTech","B.1.617.2","Severe","death",NA,18,65,0.88,0.84,0.87,0,0,NA,25,28,"severe",26.5,26.5,"513&US NC mixed deaths&B.1.617.2&death&18&65",0.0076530612244898,1.99243016469021,0.0724721706864565,1.14309521329882
513,"Dan-Yu L","102","102","United States","US NC mixed deaths","","Pfizer & BioNTech","B.1.617.2","Severe","death",NA,18,65,0.85,0.7,0.92,0,0,NA,29,32,"severe",30.5,30.5,"513&US NC mixed deaths&B.1.617.2&death&18&65",0.0561224489795919,1.73460105538811,0.440176070428171,0.422115882408869
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,80,0.91,0.82,0.95,0,0,NA,0,1,"severe",0.5,0.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.0331632653061225,2.31363492918063,0.40492387431163,0.549125178386915
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,80,0.98,0.94,0.99,0,0,NA,2,3,"severe",2.5,2.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.0127551020408163,3.89182029811063,0.650770512286547,0.885437744847146
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,80,0.99,0.98,0.99,0,0,NA,4,7,"severe",5.5,5.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.00255102040816327,4.59511985013459,0.257678829107401,1.97989898732233
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,80,0.98,0.97,0.98,0,0,NA,8,11,"severe",9.5,9.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.00255102040816327,3.89182029811063,0.130154102457309,1.97989898732233
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,80,0.97,0.96,0.98,0,0,NA,12,15,"severe",13.5,13.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.00510204081632654,3.47609868983527,0.175327863104004,1.4
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,80,0.98,0.88,0.99,0,0,NA,16,19,"severe",17.5,17.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.0280612244897959,3.89182029811063,1.4316951270304,0.596962005795709
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,80,0.92,0.41,0.99,0,0,NA,20,23,"severe",21.5,21.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.147959183673469,2.44234703536921,2.01031499556344,0.259973473447873
1001,"Skowronski D","101","101","Canada","Canada(British Columbia/Delta) hosp","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,80,0.98,0.91,0.99,0,0,NA,24,27,"severe",25.5,25.5,"1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80",0.0204081632653061,3.89182029811063,1.04123281965847,0.7
518,"Rosenberg E","102","102","United States","USA NY delta hosp 18-49","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,49,0.964,0.945,0.977,0,0,NA,0,4,"severe",2,2,"518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49",0.00816326530612246,3.28757235615443,0.235225487151984,1.10679718105893
518,"Rosenberg E","102","102","United States","USA NY delta hosp 18-49","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,49,0.947,0.908,0.972,0,0,NA,5,8,"severe",6.5,6.5,"518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49",0.0163265306122449,2.88300717963396,0.325288012038909,0.782623792124927
518,"Rosenberg E","102","102","United States","USA NY delta hosp 18-49","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,49,0.959,0.93,0.977,0,0,NA,9,12,"severe",10.5,10.5,"518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49",0.0119897959183673,3.15231900817913,0.304936440864908,0.91325930227482
518,"Rosenberg E","102","102","United States","USA NY delta hosp 18-49","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,18,49,0.955,0.94,0.967,0,0,NA,13,16,"severe",14.5,14.5,"518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49",0.00688775510204082,3.05504885071041,0.160273533497169,1.20492815215342
518,"Rosenberg E","102","102","United States","USA NY delta hosp 50-64","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,64,0.958,0.945,0.969,0,0,NA,0,4,"severe",2,2,"518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64",0.00612244897959184,3.12717815968749,0.152163460075351,1.27801930084539
518,"Rosenberg E","102","102","United States","USA NY delta hosp 50-64","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,64,0.952,0.926,0.97,0,0,NA,5,8,"severe",6.5,6.5,"518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64",0.0112244897959183,2.98736402388347,0.245633967872863,0.94387980744854
518,"Rosenberg E","102","102","United States","USA NY delta hosp 50-64","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,64,0.939,0.914,0.958,0,0,NA,9,12,"severe",10.5,10.5,"518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64",0.0112244897959183,2.73394161503495,0.195961692695723,0.94387980744854
518,"Rosenberg E","102","102","United States","USA NY delta hosp 50-64","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,64,0.951,0.941,0.96,0,0,NA,13,16,"severe",14.5,14.5,"518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64",0.00484693877551021,2.96569376443476,0.104013793761888,1.43636969291922
518,"Rosenberg E","102","102","United States","USA NY delta hosp =>65","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,65,100,0.95,0.942,0.957,0,0,NA,0,4,"severe",2,2,"518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100",0.0038265306122449,2.94443897916644,0.0805585392051558,1.61658075373095
518,"Rosenberg E","102","102","United States","USA NY delta hosp =>65","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,65,100,0.938,0.923,0.951,0,0,NA,5,8,"severe",6.5,6.5,"518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100",0.00714285714285712,2.71661556396113,0.122822359564914,1.18321595661992
518,"Rosenberg E","102","102","United States","USA NY delta hosp =>65","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,65,100,0.896,0.874,0.914,0,0,NA,9,12,"severe",10.5,10.5,"518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100",0.0102040816326531,2.15354951383356,0.109504653509756,0.989949493661166
518,"Rosenberg E","102","102","United States","USA NY delta hosp =>65","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,65,100,0.892,0.881,0.902,0,0,NA,13,16,"severe",14.5,14.5,"518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100",0.00535714285714286,2.11133490545579,0.0556089401380882,1.36626010212795
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,12,49,0.99,0.98,0.99,0,0,NA,0,4,"severe",2,2,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.00255102040816327,4.59511985013459,0.257678829107401,1.97989898732233
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,12,49,0.99,0.97,0.99,0,0,NA,5,9,"severe",7,7,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.00510204081632654,4.59511985013459,0.515357658214801,1.4
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,12,49,0.97,0.95,0.98,0,0,NA,10,14,"severe",12,12,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.0076530612244898,3.47609868983527,0.262991794656007,1.14309521329882
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,12,49,0.94,0.85,0.98,0,0,NA,15,19,"severe",17,17,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.0331632653061225,2.75153531304195,0.588001157909972,0.549125178386915
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,12,49,0.93,0.82,0.97,0,0,NA,20,24,"severe",22,22,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.038265306122449,2.58668934409794,0.587792720774946,0.511207720338155
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 12-49 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,12,49,0.94,0.85,0.98,0,0,NA,25,29,"severe",27,27,"519&Netherlands delta 12-49 hosp &B.1.617.2&hosp&12&49",0.0331632653061225,2.75153531304195,0.588001157909972,0.549125178386915
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,69,0.99,0.98,0.99,0,0,NA,0,4,"severe",2,2,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.00255102040816327,4.59511985013459,0.257678829107401,1.97989898732233
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,69,0.99,0.98,0.99,0,0,NA,5,9,"severe",7,7,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.00255102040816327,4.59511985013459,0.257678829107401,1.97989898732233
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,69,0.97,0.97,0.98,0,0,NA,10,14,"severe",12,12,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.00255102040816327,3.47609868983527,0.0876639315520022,1.97989898732233
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,69,0.98,0.97,0.98,0,0,NA,15,19,"severe",17,17,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.00255102040816327,3.89182029811063,0.130154102457309,1.97989898732233
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,69,0.98,0.95,0.99,0,0,NA,20,24,"severe",22,22,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.0102040816326531,3.89182029811063,0.520616409829238,0.989949493661166
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 50-69 hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,50,69,0.94,0.9,0.96,0,0,NA,25,29,"severe",27,27,"519&Netherlands delta 50-69 hosp &B.1.617.2&hosp&50&69",0.0153061224489796,2.75153531304195,0.271385149804602,0.808290376865476
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 70+ hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,70,99,0.91,0.86,0.94,0,0,NA,0,4,"severe",2,2,"519&Netherlands delta 70+ hosp &B.1.617.2&hosp&70&99",0.0204081632653061,2.31363492918063,0.24918392265331,0.7
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 70+ hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,70,99,0.91,0.89,0.93,0,0,NA,5,9,"severe",7,7,"519&Netherlands delta 70+ hosp &B.1.617.2&hosp&70&99",0.0102040816326531,2.31363492918063,0.124591961326655,0.989949493661166
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 70+ hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,70,99,0.91,0.89,0.92,0,0,NA,10,14,"severe",12,12,"519&Netherlands delta 70+ hosp &B.1.617.2&hosp&70&99",0.0076530612244898,2.31363492918063,0.0934439709949915,1.14309521329882
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 70+ hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,70,99,0.9,0.88,0.91,0,0,NA,15,19,"severe",17,17,"519&Netherlands delta 70+ hosp &B.1.617.2&hosp&70&99",0.0076530612244898,2.19722457733622,0.0850340136054423,1.14309521329882
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 70+ hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,70,99,0.89,0.87,0.91,0,0,NA,20,24,"severe",22,22,"519&Netherlands delta 70+ hosp &B.1.617.2&hosp&70&99",0.0102040816326531,2.09074109693377,0.104229638740072,0.989949493661166
519,"RIVM COVID-19 group","89","89","Netherlands","Netherlands delta 70+ hosp ","","Pfizer & BioNTech","B.1.617.2","Severe","hosp",NA,70,99,0.87,0.85,0.9,0,0,NA,25,29,"severe",27,27,"519&Netherlands delta 70+ hosp &B.1.617.2&hosp&70&99",0.0127551020408163,1.90095876119305,0.112777206373266,0.885437744847146
525,"UK HSA","95","95","United Kingdom","UK delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp ",NA,16,80,0.94,0.82,0.98,0,0,NA,2,4,"severe",3,3,"525&UK delta hosp&B.1.617.2&hosp &16&80",0.0408163265306123,2.75153531304195,0.723693732812273,0.494974746830583
525,"UK HSA","95","95","United Kingdom","UK delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp ",NA,16,80,0.99,0.95,0.99,0,0,NA,5,9,"severe",7,7,"525&UK delta hosp&B.1.617.2&hosp &16&80",0.0102040816326531,4.59511985013459,1.0307153164296,0.989949493661166
525,"UK HSA","95","95","United Kingdom","UK delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp ",NA,16,80,0.99,0.97,0.99,0,0,NA,10,14,"severe",12,12,"525&UK delta hosp&B.1.617.2&hosp &16&80",0.00510204081632654,4.59511985013459,0.515357658214801,1.4
525,"UK HSA","95","95","United Kingdom","UK delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp ",NA,16,80,0.99,0.98,0.99,0,0,NA,15,19,"severe",17,17,"525&UK delta hosp&B.1.617.2&hosp &16&80",0.00255102040816327,4.59511985013459,0.257678829107401,1.97989898732233
525,"UK HSA","95","95","United Kingdom","UK delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp ",NA,16,80,0.98,0.96,0.99,0,0,NA,20,24,"severe",22,22,"525&UK delta hosp&B.1.617.2&hosp &16&80",0.0076530612244898,3.89182029811063,0.390462307371928,1.14309521329882
525,"UK HSA","95","95","United Kingdom","UK delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp ",NA,16,80,0.95,0.94,0.96,0,0,NA,25,29,"severe",27,27,"525&UK delta hosp&B.1.617.2&hosp &16&80",0.00510204081632654,2.94443897916644,0.107411385606874,1.4
1010,"Bajema K ","102","102","United States","US delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,85,0.86,0.776,0.913,0,0,NA,2,15,"severe",8.5,8.5,"1010&US delta hosp&B.1.617.2&hosp&18&85",0.0349489795918367,1.81528996663825,0.29027391687572,0.534912503930609
1010,"Bajema K ","102","102","United States","US delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,18,85,0.751,0.646,0.824,0,0,NA,16,20,"severe",18,18,"1010&US delta hosp&B.1.617.2&hosp&18&85",0.0454081632653061,1.10395275529943,0.242825701021428,0.469281066207794
531,"Berec L","47","47","Czechia","Czech delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,12,65,0.91,0.9,0.92,0,0,NA,12,20,"severe",16,16,"531&Czech delta hosp&B.1.617.2&hosp&12&65",0.00510204081632654,2.31363492918063,0.0622959806633277,1.4
531,"Berec L","47","47","Czechia","Czech delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,12,65,0.86,0.85,0.87,0,0,NA,21,28,"severe",24.5,24.5,"531&Czech delta hosp&B.1.617.2&hosp&12&65",0.00510204081632654,1.81528996663825,0.0423757542884264,1.4
531,"Berec L","47","47","Czechia","Czech delta hosp","","Pfizer & BioNTech","B.1.617.2","severe","hosp",NA,12,65,0.755,0.74,0.765,0,0,NA,29,36,"severe",32.5,32.5,"531&Czech delta hosp&B.1.617.2&hosp&12&65",0.00637755102040817,1.1254595387043,0.0344779079357111,1.25219806739988
531,"Berec L","47","47","Czechia","Czech delta death","","Pfizer & BioNTech","B.1.617.2","severe","death",NA,12,65,0.93,0.9,0.945,0,0,NA,12,20,"severe",16,16,"531&Czech delta death&B.1.617.2&death&12&65",0.0114795918367347,2.58668934409794,0.176337816232484,0.933333333333334
531,"Berec L","47","47","Czechia","Czech delta death","","Pfizer & BioNTech","B.1.617.2","severe","death",NA,12,65,0.9,0.88,0.92,0,0,NA,21,28,"severe",24.5,24.5,"531&Czech delta death&B.1.617.2&death&12&65",0.0102040816326531,2.19722457733622,0.113378684807256,0.989949493661166
531,"Berec L","47","47","Czechia","Czech delta death","","Pfizer & BioNTech","B.1.617.2","severe","death",NA,12,65,0.83,0.805,0.855,0,0,NA,29,36,"severe",32.5,32.5,"531&Czech delta death&B.1.617.2&death&12&65",0.0127551020408163,1.58562726374038,0.0903976048250624,0.885437744847147
542,"Goldberg Y","85","85","Israel","Israel delta severe","","Pfizer & BioNTech","B.1.617.2","severe","death ",NA,40,59,0.98,0.94,0.99,0,0,NA,14,22,"severe",18,18,"542&Israel delta severe&B.1.617.2&death &40&59",0.0127551020408163,3.89182029811063,0.650770512286547,0.885437744847146
542,"Goldberg Y","85","85","Israel","Israel delta severe","","Pfizer & BioNTech","B.1.617.2","severe","death ",NA,40,59,0.96,0.93,0.98,0,0,NA,19,26,"severe",22.5,22.5,"542&Israel delta severe&B.1.617.2&death &40&59",0.0127551020408163,3.17805383034794,0.332164115646258,0.885437744847147
542,"Goldberg Y","85","85","Israel","Israel delta severe","","Pfizer & BioNTech","B.1.617.2","severe","death ",NA,40,59,0.93,0.86,0.97,0,0,NA,23,30,"severe",26.5,26.5,"542&Israel delta severe&B.1.617.2&death &40&59",0.0280612244897959,2.58668934409794,0.431047995234961,0.596962005795709
542,"Goldberg Y","85","85","Israel","Israel delta severe","","Pfizer & BioNTech","B.1.617.2","severe","death ",NA,60,90,0.92,0.87,0.95,0,0,NA,14,22,"severe",18,18,"542&Israel delta severe&B.1.617.2&death &60&90",0.0204081632653061,2.44234703536921,0.277284826974268,0.7
542,"Goldberg Y","85","85","Israel","Israel delta severe","","Pfizer & BioNTech","B.1.617.2","severe","death ",NA,60,90,0.88,0.84,0.91,0,0,NA,19,26,"severe",22.5,22.5,"542&Israel delta severe&B.1.617.2&death &60&90",0.0178571428571429,1.99243016469021,0.169101731601732,0.748331477354788
