study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,study_id2,e_mean,se,mean_logit,sd_logit,in_var
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,40,59,0.66,0.63,0.7,0,0,,17,22,infection,19.5,19.5,542&Israel delta&B.1.617.2&infection&40&59,0.56,0.0178571428571428,0.241162056816888,0.0724721706864564,0.748331477354789
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,40,59,0.63,0.59,0.66,0,0,,19,24,infection,21.5,21.5,542&Israel delta&B.1.617.2&infection&40&59,0.53,0.0178571428571429,0.120144311842063,0.0716866433446121,0.748331477354788
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,40,59,0.61,0.57,0.64,0,0,,21,26,infection,23.5,23.5,542&Israel delta&B.1.617.2&infection&40&59,0.51,0.0178571428571429,0.0400053346136992,0.0714571542902876,0.748331477354788
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,40,59,0.57,0.53,0.61,0,0,,23,28,infection,25.5,25.5,542&Israel delta&B.1.617.2&infection&40&59,0.47,0.0204081632653061,-0.120144311842063,0.0819275923938423,0.7
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,60,90,0.82,0.7,0.89,0,0,,6,13,infection,9.5,9.5,542&Israel delta&B.1.617.2&infection&60&90,0.72,0.0484693877551021,0.944461608840851,0.24042355037253,0.454219979166135
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,60,90,0.81,0.73,0.86,0,0,,10,17,infection,13.5,13.5,542&Israel delta&B.1.617.2&infection&60&90,0.71,0.0331632653061225,0.895384047054841,0.161064911637312,0.549125178386915
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,60,90,0.73,0.67,0.79,0,0,,14,19,infection,16.5,16.5,542&Israel delta&B.1.617.2&infection&60&90,0.63,0.0306122448979592,0.532216813747308,0.131326661938907,0.571547606649408
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,60,90,0.74,0.68,0.79,0,0,,17,22,infection,19.5,19.5,542&Israel delta&B.1.617.2&infection&60&90,0.64,0.0280612244897959,0.575364144903562,0.121793509070295,0.596962005795709
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,60,90,0.67,0.59,0.73,0,0,,19,24,infection,21.5,21.5,542&Israel delta&B.1.617.2&infection&60&90,0.57,0.0357142857142857,0.281851152140988,0.145713120009326,0.529150262212918
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,60,90,0.63,0.58,0.67,0,0,,21,26,infection,23.5,23.5,542&Israel delta&B.1.617.2&infection&60&90,0.53,0.0229591836734694,0.120144311842063,0.0921685414430727,0.659966329107444
542,Goldberg Y,0,85,85,Israel,Israel delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,60,90,0.57,0.52,0.62,0,0,,23,28,infection,25.5,25.5,542&Israel delta&B.1.617.2&infection&60&90,0.47,0.0255102040816327,-0.120144311842063,0.102409490492303,0.626099033699941
1005,Pouwels K,0,95,95,United Kingdom,UK 5 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,64,0.85,0.79,0.9,0,0,,0,2,infection,1,1,1005&UK 5 delta&B.1.617.2&infection&18&64,0.75,0.0280612244897959,1.09861228866811,0.149659863945578,0.596962005795709
1005,Pouwels K,0,95,95,United Kingdom,UK 5 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,64,0.83,0.78,0.88,0,0,,3,4,infection,3.5,3.5,1005&UK 5 delta&B.1.617.2&infection&18&64,0.73,0.0255102040816327,0.994622575144062,0.129427722382713,0.626099033699941
1005,Pouwels K,0,95,95,United Kingdom,UK 5 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,64,0.8,0.76,0.83,0,0,,5,8,infection,6.5,6.5,1005&UK 5 delta&B.1.617.2&infection&18&64,0.7,0.0178571428571428,0.847297860387203,0.0850340136054421,0.748331477354789
1005,Pouwels K,0,95,95,United Kingdom,UK 5 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,64,0.75,0.7,0.8,0,0,,9,12,infection,10.5,10.5,1005&UK 5 delta&B.1.617.2&infection&18&64,0.65,0.0255102040816327,0.619039208406224,0.11213276519399,0.626099033699941
549,Veneti L,0,90,90,Norway,Norway Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,17,0.508,0.43,0.583,0,0,,0,1,infection,0.5,0.5,549&Norway Delta&B.1.617.2&infection&16&17,0.408,0.039030612244898,-0.372239460479844,0.161593353557639,0.506171068243531
549,Veneti L,0,90,90,Norway,Norway Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,17,0.902,0.864,0.94,0,0,,2,4,infection,3,3,549&Norway Delta&B.1.617.2&infection&16&17,0.802,0.0193877551020408,1.39884157717198,0.122092213292783,0.718184846459608
549,Veneti L,0,90,90,Norway,Norway Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,17,0.92,0.89,0.953,0,0,,5,8,infection,6.5,6.5,549&Norway Delta&B.1.617.2&infection&16&17,0.82,0.0160714285714286,1.51634748936809,0.108885017421603,0.788810637746616
549,Veneti L,0,90,90,Norway,Norway Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,16,17,0.825,0.75,0.882,0,0,,9,14,infection,11.5,11.5,549&Norway Delta&B.1.617.2&infection&16&17,0.725,0.0336734693877551,0.969400557188104,0.168895144264602,0.544949260913066
1006,Oliveira C,0,102,102,United States,US delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.91,0.33,0.99,0,0,,1,4,infection,2.5,2.5,1006&US delta&B.1.617.2&infection&12&18,0.81,0.168367346938776,1.450010175506,1.09400485340335,0.243708718337977
1006,Oliveira C,0,102,102,United States,US delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.9,0.67,0.97,0,0,,5,8,infection,6.5,6.5,1006&US delta&B.1.617.2&infection&12&18,0.8,0.076530612244898,1.38629436111989,0.478316326530612,0.361478445646026
1006,Oliveira C,0,102,102,United States,US delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.95,0.79,0.99,0,0,,9,12,infection,10.5,10.5,1006&US delta&B.1.617.2&infection&12&18,0.85,0.0510204081632653,1.73460105538811,0.40016006402561,0.442718872423573
1006,Oliveira C,0,102,102,United States,US delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,18,0.83,0.34,0.95,0,0,,13,17,infection,15,15,1006&US delta&B.1.617.2&infection&12&18,0.73,0.155612244897959,0.994622575144062,0.789509106534547,0.253500088919052
1007,Fowlkes A,0,102,102,United States,US delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,15,0.87,0.49,0.97,0,0,,2,21,infection,11.5,11.5,1007&US delta&B.1.617.2&infection&12&15,0.77,0.122448979591837,1.20831120592453,0.691411516611162,0.285773803324704
1007,Fowlkes A,0,102,102,United States,US delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,15,0.6,-0.35,0.88,0,0,,22,32,infection,27,27,1007&US delta&B.1.617.2&infection&12&15,0.5,0.313775510204082,0,1.25510204081633,0.178521479657735
555,Starrfelt J,0,90,90,Norway,Norway 2 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,85,0.528,0.494,0.56,0,0,,0,1,infection,0.5,0.5,555&Norway 2 delta&B.1.617.2&infection&18&85,0.428,0.0168367346938776,-0.290015795798001,0.0687730160360334,0.770674635588452
555,Starrfelt J,0,90,90,Norway,Norway 2 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,85,0.777,0.768,0.785,0,0,,2,9,infection,5.5,5.5,555&Norway 2 delta&B.1.617.2&infection&18&85,0.677,0.00433673469387756,0.740018949689619,0.0198322351563653,1.51851320473059
555,Starrfelt J,0,90,90,Norway,Norway 2 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,85,0.6,0.589,0.61,0,0,,10,17,infection,13.5,13.5,555&Norway 2 delta&B.1.617.2&infection&18&85,0.5,0.00535714285714286,0,0.0214285714285715,1.36626010212795
555,Starrfelt J,0,90,90,Norway,Norway 2 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,85,0.439,0.421,0.457,0,0,,18,25,infection,21.5,21.5,555&Norway 2 delta&B.1.617.2&infection&18&85,0.339,0.00918367346938776,-0.667753732471236,0.0409840880644226,1.0434983894999
555,Starrfelt J,0,90,90,Norway,Norway 2 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,85,0.343,0.314,0.371,0,0,,26,33,infection,29.5,29.5,555&Norway 2 delta&B.1.617.2&infection&18&85,0.243,0.0145408163265306,-1.1363018100969,0.0790472263077157,0.829288428862729
555,Starrfelt J,0,90,90,Norway,Norway 2 delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,85,0.082,0.034,0.128,0,0,,34,42,infection,38,38,555&Norway 2 delta&B.1.617.2&infection&18&85,0.01,0.0239795918367347,-4.59511985013459,2.42218099360957,0.64577184562022
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,64,0.703,0.692,0.713,0,0,,2,17,infection,9.5,9.5,558&Hungary delta 18-64&B.1.617.2&infection&18&64,0.603,0.00535714285714286,0.417980916039995,0.022378213287646,1.36626010212795
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,64,0.488,0.478,0.497,0,0,,18,25,infection,21.5,21.5,558&Hungary delta 18-64&B.1.617.2&infection&18&64,0.388,0.00484693877551021,-0.455726942889053,0.0204119448466672,1.43636969291922
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,64,0.225,0.209,0.24,0,0,,26,34,infection,30,30,558&Hungary delta 18-64&B.1.617.2&infection&18&64,0.125,0.00790816326530612,-1.94591014905531,0.0723032069970846,1.1245070604635
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,64,0.06,-0.023,0.034,0,0,,35,42,infection,38.5,38.5,558&Hungary delta 18-64&B.1.617.2&infection&18&64,0.01,0.0145408163265306,-4.59511985013459,1.46876932591218,0.829288428862729
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,65,100,0.67,0.639,0.698,0,0,,2,17,infection,9.5,9.5,558&Hungary delta 65-100&B.1.617.2&infection&65&100,0.57,0.0150510204081633,0.281851152140988,0.06140767200393,0.815111513635415
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,65,100,0.588,0.568,0.607,0,0,,18,25,infection,21.5,21.5,558&Hungary delta 65-100&B.1.617.2&infection&65&100,0.488,0.00994897959183674,-0.0480092191863606,0.0398188540272667,1.00256082365521
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,65,100,0.468,0.45,0.485,0,0,,26,34,infection,30,30,558&Hungary delta 65-100&B.1.617.2&infection&65&100,0.368,0.00892857142857142,-0.540806455977927,0.0383899087978614,1.05830052442584
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,65,100,0.316,0.279,0.351,0,0,,35,42,infection,38.5,38.5,558&Hungary delta 65-100&B.1.617.2&infection&65&100,0.216,0.0183673469387755,-1.28913061266624,0.108461752047758,0.737864787372622
563,Braeye T,0,78,78,Belgium,Belgium females delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,45,64,0.63,0.62,0.65,0,0,,0,7,infection,3.5,3.5,563&Belgium females delta&B.1.617.2&infection&45&64,0.53,0.0076530612244898,0.120144311842063,0.0307228471476909,1.14309521329882
563,Braeye T,0,78,78,Belgium,Belgium females delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,45,64,0.43,0.42,0.44,0,0,,21,28,infection,24.5,24.5,563&Belgium females delta&B.1.617.2&infection&45&64,0.33,0.00510204081632654,-0.708185057924486,0.0230757160394687,1.4
565,McLean H,0,102,102,United States,US delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,65,0.52,0.2,0.71,0,1,31,,,infection,,31,565&US delta&B.1.617.2&infection&12&65,0.42,0.130102040816327,-0.322773392263051,0.534080627324822,0.277241312033469
1011,Ionescu I,0,101,101,Canada,Canada Omicron Adolscents,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,17,0.836,0.764,0.886,0,0,,0,1,infection,0.5,0.5,1011&Canada Omicron Adolscents&B.1.617.2&infection&12&17,0.736,0.0311224489795918,1.02528101558256,0.160174000430212,0.566843431125241
1011,Ionescu I,0,101,101,Canada,Canada Omicron Adolscents,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,17,0.968,0.944,0.982,0,0,,2,3,infection,2.5,2.5,1011&Canada Omicron Adolscents&B.1.617.2&infection&12&17,0.868,0.00969387755102042,1.88338979207398,0.0846065279903332,1.01566675015402
1011,Ionescu I,0,101,101,Canada,Canada Omicron Adolscents,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,17,0.967,0.957,0.975,0,0,,4,7,infection,5.5,5.5,1011&Canada Omicron Adolscents&B.1.617.2&infection&12&17,0.867,0.00459183673469388,1.87468984855879,0.0398213243722965,1.47572957474524
1011,Ionescu I,0,101,101,Canada,Canada Omicron Adolscents,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,17,0.962,0.953,0.969,0,0,,8,11,infection,9.5,9.5,1011&Canada Omicron Adolscents&B.1.617.2&infection&12&17,0.862,0.00408163265306123,1.83200158550649,0.0343121208939543,1.56524758424985
1011,Ionescu I,0,101,101,Canada,Canada Omicron Adolscents,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,17,0.952,0.941,0.962,0,0,,12,15,infection,13.5,13.5,1011&Canada Omicron Adolscents&B.1.617.2&infection&12&17,0.852,0.00535714285714286,1.7503742530652,0.0424846375550601,1.36626010212795
1011,Ionescu I,0,101,101,Canada,Canada Omicron Adolscents,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,17,0.909,0.877,0.932,0,0,,16,19,infection,17.5,17.5,1011&Canada Omicron Adolscents&B.1.617.2&infection&12&17,0.809,0.014030612244898,1.44352548901186,0.0908018576673288,0.844231764817738
