study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,study_id2,e_mean,se,mean_logit,sd_logit
509,Tartof S,0,102,102,United States,US  Kaiser study Delta hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,75,0.9,0.86,0.915,0,0,,0,4,severe,2,2,509&US  Kaiser study Delta hosp&Delta&hosp&18&75,0.8,0.014030612244898,1.38629436111989,0.0876913265306123
509,Tartof S,0,102,102,United States,US  Kaiser study Delta hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,75,0.91,0.89,0.93,0,0,,5,8,severe,6.5,6.5,509&US  Kaiser study Delta hosp&Delta&hosp&18&75,0.81,0.0102040816326531,1.450010175506,0.0663033244486879
509,Tartof S,0,102,102,United States,US  Kaiser study Delta hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,75,0.93,0.92,0.94,0,0,,9,12,severe,10.5,10.5,509&US  Kaiser study Delta hosp&Delta&hosp&18&75,0.83,0.00510204081632651,1.58562726374038,0.0361590419300248
509,Tartof S,0,102,102,United States,US  Kaiser study Delta hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,75,0.93,0.92,0.94,0,0,,13,17,severe,15,15,509&US  Kaiser study Delta hosp&Delta&hosp&18&75,0.83,0.00510204081632651,1.58562726374038,0.0361590419300248
509,Tartof S,0,102,102,United States,US  Kaiser study Delta hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,75,0.93,0.92,0.935,0,0,,18,21,severe,19.5,19.5,509&US  Kaiser study Delta hosp&Delta&hosp&18&75,0.83,0.0038265306122449,1.58562726374038,0.0271192814475188
509,Tartof S,0,102,102,United States,US  Kaiser study Delta hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,75,0.91,0.895,0.92,0,0,,22,25,severe,23.5,23.5,509&US  Kaiser study Delta hosp&Delta&hosp&18&75,0.81,0.00637755102040817,1.450010175506,0.04143957778043
509,Tartof S,0,102,102,United States,US  Kaiser study Delta hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,75,0.9,0.89,0.91,0,0,,26,29,severe,27.5,27.5,509&US  Kaiser study Delta hosp&Delta&hosp&18&75,0.8,0.00510204081632654,1.38629436111989,0.0318877551020409
509,Tartof S,0,102,102,United States,US  Kaiser study Delta hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,75,0.88,0.86,0.9,0,0,,30,34,severe,32,32,509&US  Kaiser study Delta hosp&Delta&hosp&18&75,0.78,0.0102040816326531,1.26566637333128,0.059464345178631
510,Chemaitelly H,0,151,151,Qatar,Qatar mixed hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,20,70,0.889,0.521,0.974,0,0,,21,24,severe,22.5,22.5,510&Qatar mixed hosp&Delta&hosp&20&70,0.789,0.115561224489796,1.31890818736981,0.694148958666234
510,Chemaitelly H,0,151,151,Qatar,Qatar mixed hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,20,70,0.556,-0.443,0.863,0,0,,25,28,severe,26.5,26.5,510&Qatar mixed hosp&Delta&hosp&20&70,0.456,0.333163265306122,-0.176456437341557,1.34305366883596
513,Dan-Yu L,0,102,102,United States,US NC mixed hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,65,0.91,0.88,0.925,0,0,,21,24,severe,22.5,22.5,513&US NC mixed hosp&Delta&hosp&18&65,0.81,0.0114795918367347,1.450010175506,0.0745912400047739
513,Dan-Yu L,0,102,102,United States,US NC mixed hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,65,0.87,0.848,0.9,0,0,,25,28,severe,26.5,26.5,513&US NC mixed hosp&Delta&hosp&18&65,0.77,0.013265306122449,1.20831120592453,0.0749029142995426
513,Dan-Yu L,0,102,102,United States,US NC mixed hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,65,0.9,0.83,0.94,0,0,,29,32,severe,30.5,30.5,513&US NC mixed hosp&Delta&hosp&18&65,0.8,0.0280612244897959,1.38629436111989,0.175382653061225
513,Dan-Yu L,0,102,102,United States,US NC mixed hosp,"",Moderna,Delta,severe,hosp,,18,65,0.94,0.27,0.95,0,0,,21,24,severe,22.5,22.5,513&US NC mixed hosp&Delta&hosp&18&65,0.84,0.173469387755102,1.65822807660353,1.29069484936832
513,Dan-Yu L,0,102,102,United States,US NC mixed hosp,"",Moderna,Delta,severe,hosp,,18,65,0.925,0.9,0.945,0,0,,25,28,severe,26.5,26.5,513&US NC mixed hosp&Delta&hosp&18&65,0.825,0.0114795918367347,1.55059741241117,0.0795123244102835
513,Dan-Yu L,0,102,102,United States,US NC mixed hosp,"",Moderna,Delta,severe,hosp,,18,65,0.945,0.88,0.97,0,0,,29,32,severe,30.5,30.5,513&US NC mixed hosp&Delta&hosp&18&65,0.845,0.0229591836734694,1.69591151043793,0.175294397201522
513,Dan-Yu L,0,102,102,United States,US NC mixed hosp,"",Johnson & Johnson,Delta,severe,hosp,,18,65,0.61,0.09,0.844,0,0,,21,24,severe,22.5,22.5,513&US NC mixed hosp&Delta&hosp&18&65,0.51,0.19234693877551,0.0400053346136992,0.769695633355383
513,Dan-Yu L,0,102,102,United States,US NC mixed deaths,"",Pfizer & BioNTech,Delta,severe,death,,18,65,0.935,0.897,0.957,0,0,,21,24,severe,22.5,22.5,513&US NC mixed deaths&Delta&death&18&65,0.835,0.0153061224489796,1.62148625095027,0.111095064046304
513,Dan-Yu L,0,102,102,United States,US NC mixed deaths,"",Pfizer & BioNTech,Delta,severe,death,,18,65,0.88,0.84,0.87,0,0,,25,28,severe,26.5,26.5,513&US NC mixed deaths&Delta&death&18&65,0.78,0.0076530612244898,1.26566637333128,0.0445982588839732
513,Dan-Yu L,0,102,102,United States,US NC mixed deaths,"",Pfizer & BioNTech,Delta,severe,death,,18,65,0.85,0.7,0.92,0,0,,29,32,severe,30.5,30.5,513&US NC mixed deaths&Delta&death&18&65,0.75,0.0561224489795919,1.09861228866811,0.299319727891157
513,Dan-Yu L,0,102,102,United States,US NC mixed deaths,"",Moderna,Delta,severe,death,,18,65,0.91,0.86,0.94,0,0,,21,24,severe,22.5,22.5,513&US NC mixed deaths&Delta&death&18&65,0.81,0.0204081632653061,1.450010175506,0.132606648897376
513,Dan-Yu L,0,102,102,United States,US NC mixed deaths,"",Moderna,Delta,severe,death,,18,65,0.94,0.9,0.954,0,0,,25,28,severe,26.5,26.5,513&US NC mixed deaths&Delta&death&18&65,0.84,0.0137755102040816,1.65822807660353,0.102496355685131
513,Dan-Yu L,0,102,102,United States,US NC mixed deaths,"",Moderna,Delta,severe,death,,18,65,0.9,0.79,0.95,0,0,,29,32,severe,30.5,30.5,513&US NC mixed deaths&Delta&death&18&65,0.8,0.0408163265306122,1.38629436111989,0.255102040816327
513,Dan-Yu L,0,102,102,United States,US NC mixed deaths,"",Johnson & Johnson,Delta,severe,death,,18,65,0.62,0.03,0.85,0,0,,21,24,severe,22.5,22.5,513&US NC mixed deaths&Delta&death&18&65,0.52,0.209183673469388,0.0800427076735366,0.838075614861329
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,80,0.91,0.82,0.95,0,0,,0,1,severe,0.5,0.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.81,0.0331632653061225,1.450010175506,0.215485804458236
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,80,0.98,0.94,0.99,0,0,,2,3,severe,2.5,2.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.88,0.0127551020408163,1.99243016469021,0.120786951144094
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,80,0.99,0.98,0.99,0,0,,4,7,severe,5.5,5.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.89,0.00255102040816327,2.09074109693377,0.0260574096850181
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,80,0.98,0.97,0.98,0,0,,8,11,severe,9.5,9.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.88,0.00255102040816327,1.99243016469021,0.0241573902288188
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,80,0.97,0.96,0.98,0,0,,12,15,severe,13.5,13.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.87,0.00510204081632654,1.90095876119305,0.0451108825493062
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,80,0.98,0.88,0.99,0,0,,16,19,severe,17.5,17.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.88,0.0280612244897959,1.99243016469021,0.265731292517007
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,80,0.92,0.41,0.99,0,0,,20,23,severe,21.5,21.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.82,0.147959183673469,1.51634748936809,1.00243349372269
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,18,80,0.98,0.91,0.99,0,0,,24,27,severe,25.5,25.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.88,0.0204081632653061,1.99243016469021,0.19325912183055
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Moderna,Delta,severe,hosp,,18,80,0.95,0.8,0.99,0,0,,0,1,severe,0.5,0.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.85,0.048469387755102,1.73460105538811,0.38015206082433
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Moderna,Delta,severe,hosp,,18,80,0.98,0.89,0.99,0,0,,2,3,severe,2.5,2.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.88,0.0255102040816327,1.99243016469021,0.241573902288188
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Moderna,Delta,severe,hosp,,18,80,0.99,0.96,0.99,0,0,,4,7,severe,5.5,5.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.89,0.0076530612244898,2.09074109693377,0.0781722290550542
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Moderna,Delta,severe,hosp,,18,80,0.98,0.95,0.99,0,0,,8,11,severe,9.5,9.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.88,0.0102040816326531,1.99243016469021,0.0966295609152753
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Moderna,Delta,severe,hosp,,18,80,0.96,0.92,0.98,0,0,,12,15,severe,13.5,13.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.86,0.0153061224489796,1.81528996663825,0.127127262865279
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Moderna,Delta,severe,hosp,,18,80,0.84,0.63,0.93,0,0,,16,19,severe,17.5,17.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.74,0.076530612244898,1.04596855518269,0.397768254911112
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,Delta,severe,hosp,,18,80,0.84,0.51,0.95,0,0,,4,7,severe,5.5,5.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.74,0.112244897959184,1.04596855518269,0.583393440536298
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,Delta,severe,hosp,,18,80,0.93,0.84,0.97,0,0,,8,11,severe,9.5,9.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.83,0.0331632653061225,1.58562726374038,0.235033772545163
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,Delta,severe,hosp,,18,80,0.92,0.81,0.97,0,0,,12,15,severe,13.5,13.5,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.82,0.0408163265306122,1.51634748936809,0.276533377578674
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Pfizer & BioNTech,Delta,severe,hosp,,18,49,0.964,0.945,0.977,0,0,,0,4,severe,2,2,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.864,0.00816326530612246,1.848917883068,0.0694722333377796
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Pfizer & BioNTech,Delta,severe,hosp,,18,49,0.947,0.908,0.972,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.847,0.0163265306122449,1.71126277325962,0.125985065415383
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Pfizer & BioNTech,Delta,severe,hosp,,18,49,0.959,0.93,0.977,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.859,0.0119897959183673,1.80700903160609,0.0989918668282212
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Pfizer & BioNTech,Delta,severe,hosp,,18,49,0.955,0.94,0.967,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.855,0.00688775510204082,1.77436772651619,0.055557613244935
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Moderna,Delta,severe,hosp,,18,49,0.968,0.947,0.982,0,0,,0,4,severe,2,2,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.868,0.00892857142857144,1.88338979207398,0.0779270652542543
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Moderna,Delta,severe,hosp,,18,49,0.92,0.866,0.955,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.82,0.0227040816326531,1.51634748936809,0.153821691278137
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Moderna,Delta,severe,hosp,,18,49,0.961,0.929,0.982,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.861,0.0135204081632653,1.82362057129704,0.112972268846375
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Moderna,Delta,severe,hosp,,18,49,0.975,0.961,0.985,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.875,0.00612244897959184,1.94591014905531,0.0559766763848397
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Johnson & Johnson,Delta,severe,hosp,,18,49,0.959,0.916,0.984,0,0,,0,4,severe,2,2,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.859,0.0173469387755102,1.80700903160609,0.143222275411044
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Johnson & Johnson,Delta,severe,hosp,,18,49,0.883,0.769,0.95,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.783,0.0461734693877551,1.28323534245034,0.27175091305304
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Johnson & Johnson,Delta,severe,hosp,,18,49,0.948,0.877,0.983,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.848,0.0270408163265306,1.71900011494563,0.209787862513426
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Johnson & Johnson,Delta,severe,hosp,,18,49,0.938,0.902,0.963,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 18-49&Delta&hosp&18&49,0.838,0.0155612244897959,1.6434217652497,0.114626421593122
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Pfizer & BioNTech,Delta,severe,hosp,,50,64,0.958,0.945,0.969,0,0,,0,4,severe,2,2,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.858,0.00612244897959184,1.7987770418867,0.0502515593058853
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Pfizer & BioNTech,Delta,severe,hosp,,50,64,0.952,0.926,0.97,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.852,0.0112244897959184,1.7503742530652,0.0890154310677448
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Pfizer & BioNTech,Delta,severe,hosp,,50,64,0.939,0.914,0.958,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.839,0.0112244897959184,1.65080634148274,0.0830957424612141
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Pfizer & BioNTech,Delta,severe,hosp,,50,64,0.951,0.941,0.96,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.851,0.00484693877551021,1.74246582262791,0.0382253706694075
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Moderna,Delta,severe,hosp,,50,64,0.973,0.961,0.983,0,0,,0,4,severe,2,2,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.873,0.00561224489795919,1.92774846938101,0.0506195930221536
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Moderna,Delta,severe,hosp,,50,64,0.97,0.945,0.986,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.87,0.0104591836734694,1.90095876119305,0.0924773092260778
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Moderna,Delta,severe,hosp,,50,64,0.967,0.944,0.982,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.867,0.00969387755102042,1.87468984855879,0.0840672403415148
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Moderna,Delta,severe,hosp,,50,64,0.969,0.959,0.977,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.869,0.00459183673469388,1.89214580206424,0.0403362356898241
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Johnson & Johnson,Delta,severe,hosp,,50,64,0.882,0.833,0.918,0,0,,0,4,severe,2,2,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.782,0.0216836734693878,1.27735967775622,0.127194874758839
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Johnson & Johnson,Delta,severe,hosp,,50,64,0.91,0.826,0.959,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.81,0.0339285714285714,1.450010175506,0.220458553791887
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Johnson & Johnson,Delta,severe,hosp,,50,64,0.904,0.83,0.951,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.804,0.0308673469387755,1.41148460994845,0.195878686534011
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Johnson & Johnson,Delta,severe,hosp,,50,64,0.928,0.901,0.95,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 50-64&Delta&hosp&50&64,0.828,0.0125,1.57151867757181,0.087771036962139
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Pfizer & BioNTech,Delta,severe,hosp,,65,100,0.95,0.942,0.957,0,0,,0,4,severe,2,2,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.85,0.0038265306122449,1.73460105538811,0.0300120048019208
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Pfizer & BioNTech,Delta,severe,hosp,,65,100,0.938,0.923,0.951,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.838,0.00714285714285712,1.6434217652497,0.0526154066329085
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Pfizer & BioNTech,Delta,severe,hosp,,65,100,0.896,0.874,0.914,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.796,0.0102040816326531,1.36147919200017,0.0628392060341725
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Pfizer & BioNTech,Delta,severe,hosp,,65,100,0.892,0.881,0.902,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.792,0.00535714285714286,1.33702331211311,0.0325195637695638
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Moderna,Delta,severe,hosp,,65,100,0.972,0.967,0.977,0,0,,0,4,severe,2,2,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.872,0.00255102040816327,1.91875915998936,0.0228553290582288
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Moderna,Delta,severe,hosp,,65,100,0.964,0.953,0.974,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.864,0.00535714285714286,1.848917883068,0.0455911531279179
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Moderna,Delta,severe,hosp,,65,100,0.952,0.939,0.963,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.852,0.00612244897959184,1.7503742530652,0.0485538714914973
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Moderna,Delta,severe,hosp,,65,100,0.941,0.933,0.948,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.841,0.00382653061224487,1.66568745775272,0.0286162072124745
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Johnson & Johnson,Delta,severe,hosp,,65,100,0.855,0.815,0.888,0,0,,0,4,severe,2,2,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.755,0.0186224489795919,1.1254595387043,0.100675491172277
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Johnson & Johnson,Delta,severe,hosp,,65,100,0.809,0.727,0.871,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.709,0.036734693877551,0.890532259360635,0.178048041516055
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Johnson & Johnson,Delta,severe,hosp,,65,100,0.824,0.745,0.884,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.724,0.0354591836734694,0.964390526668566,0.177452076194398
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Johnson & Johnson,Delta,severe,hosp,,65,100,0.828,0.79,0.861,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp =>65&Delta&hosp&65&100,0.728,0.0181122448979592,0.984498981900689,0.0914685929316781
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,12,49,0.99,0.98,0.99,0,0,,0,4,severe,2,2,519&Netherlands delta 12-49 hosp&Delta&hosp&12&49,0.89,0.00255102040816327,2.09074109693377,0.0260574096850181
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,12,49,0.99,0.97,0.99,0,0,,5,9,severe,7,7,519&Netherlands delta 12-49 hosp&Delta&hosp&12&49,0.89,0.00510204081632654,2.09074109693377,0.0521148193700361
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,12,49,0.97,0.95,0.98,0,0,,10,14,severe,12,12,519&Netherlands delta 12-49 hosp&Delta&hosp&12&49,0.87,0.0076530612244898,1.90095876119305,0.0676663238239594
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,Delta,severe,hosp,,12,49,0.94,0.85,0.98,0,0,,15,19,severe,17,17,519&Netherlands delta 12-49 hosp&Delta&hosp&12&49,0.84,0.0331632653061225,1.65822807660353,0.246750485908649
