mid_point,pred5,pred_lo,pred_hi,ve,pinf,ve_lower,ve_upper
0,0.935731723547598,-0.861697112788483,2.71953812151117,0.718236679735148,0.818236679735148,0.296984892150992,0.938169746846479
0.1,0.923893280356656,-0.873451182876489,2.70731955237132,0.715834723812876,0.815834723812876,0.294536690420112,0.937457174863397
0.2,0.912079308656207,-0.88517666559247,2.6951286565313,0.713425465101045,0.813425465101045,0.292106196293263,0.936738584425939
0.3,0.900289808446251,-0.896873560936427,2.6829654339911,0.711009054708649,0.811009054708649,0.289693405050728,0.936013958662122
0.4,0.888524779726788,-0.908541868908357,2.67082988475073,0.708585645100492,0.808585645100492,0.287298308617036,0.935283281192498
0.5,0.876784222497818,-0.920181589508264,2.65872200881018,0.70615539005629,0.80615539005629,0.284920895629923,0.934546536137914
0.6,0.865068136759341,-0.931792722736144,2.64786735732425,0.703718444629203,0.803718444629203,0.282561151509344,0.933879424502476
0.7,0.853376522511357,-0.943375268592,2.6394051572501,0.701274965103813,0.801274965103813,0.280219058526486,0.933354972679908
0.8,0.841709379753866,-0.954929227075831,2.63091212081476,0.698825108953589,0.798825108953589,0.277894595872728,0.93282472798463
0.9,0.830066708486868,-0.966454598187636,2.6144491266847,0.696369034797838,0.796369034797838,0.275587739728509,0.931785731421441
1,0.818448508710362,-0.977951381927416,2.59806508158194,0.693906902358195,0.793906902358195,0.273298463332048,0.930736947733716
1.1,0.80685478042435,-0.989419578295172,2.58597084619954,0.691438872414655,0.791438872414655,0.271026737047883,0.929953211333276
1.2,0.795285523628831,-1.0008591872909,2.57113577350179,0.688965106761188,0.788965106761188,0.268772528435168,0.928980665759901
1.3,0.783740738323804,-1.01227020891461,2.55539911808007,0.686485768160958,0.786485768160958,0.26653580231571,0.927935395904861
1.4,0.772220424509271,-1.02365264316629,2.53975245776357,0.684001020301167,0.784001020301167,0.26431652084169,0.926882051988727
1.5,0.760724582185231,-1.03500649004594,2.5241957925523,0.681511027747564,0.781511027747564,0.262114643563025,0.925820723396468
1.6,0.749253211351683,-1.04633174955357,2.50872912244624,0.679015955898637,0.779015955898637,0.259930127494362,0.924751502752166
1.7,0.737806312008629,-1.05762842168918,2.49424420945867,0.676515970939509,0.776515970939509,0.257762927181631,0.923737331320226
1.8,0.726383884156068,-1.06889650645276,2.48343291111876,0.674011239795584,0.774011239795584,0.255612994768156,0.922972213643175
1.9,0.714985927793999,-1.08013600384431,2.47262971104676,0.671501930085954,0.771501930085954,0.253480280060274,0.922200647333308
2,0.703612442922424,-1.09134691386384,2.46183460924266,0.668988210076604,0.768988210076604,0.251364730592436,0.921422596773191
2.1,0.692263429541341,-1.10252923651135,2.45104760570646,0.666470248633432,0.766470248633432,0.249266291691762,0.920638026450464
2.2,0.680938887650752,-1.11368297178682,2.44026870043817,0.663948215175132,0.763948215175132,0.247184906542026,0.919846900963933
2.3,0.669638817250655,-1.12835442450459,2.42949789343778,0.661422279625942,0.761422279625942,0.24446491387115,0.919049185029745
2.4,0.658363218341052,-1.14404221187834,2.4187351847053,0.658892612368308,0.758892612368308,0.241578979259561,0.918244843487622
2.5,0.647112090921941,-1.1556078621986,2.40798057424072,0.656359384195477,0.756359384195477,0.239466275291968,0.917433841307184
2.6,0.635885434993323,-1.1669470550284,2.39723406204404,0.653822766264051,0.753822766264051,0.237407261680361,0.91661614359433
2.7,0.624683250555199,-1.17825445978443,2.38649564811527,0.651282930046538,0.751282930046538,0.235366194149468,0.915791715597699
2.8,0.613505537607567,-1.18953007646669,2.3757653324544,0.648740047283909,0.748740047283909,0.233342991756333,0.914960522715197
2.9,0.602352296150428,-1.20077390507518,2.36504311506144,0.646194289938211,0.746194289938211,0.231337571701725,0.914122530500599
3,0.591223526183783,-1.21198594560991,2.35432899593638,0.643645830145241,0.743645830145241,0.229349849399579,0.913277704670216
3.1,0.58011922770763,-1.22316619807086,2.34362297507923,0.641094840167331,0.741094840167331,0.227379738545405,0.912426011109634
3.2,0.56903940072197,-1.23431466245804,2.33292505248998,0.638541492346249,0.738541492346249,0.225427151183692,0.911567415880525
3.3,0.557984045226803,-1.24543133877146,2.32223522816863,0.635985959056258,0.735985959056258,0.223491997774257,0.910701885227516
3.4,0.54695316122213,-1.2565162270111,2.31155350211519,0.633428412657356,0.733428412657356,0.221574187257546,0.909829385585138
3.5,0.535946748707949,-1.26748905232844,2.30087987432965,0.630869025448713,0.730869025448713,0.219687387912249,0.908949883584829
3.6,0.524964807684261,-1.27837169699867,2.29021434481202,0.628307969622352,0.728307969622352,0.217827524245102,0.908063346062013
3.7,0.514007338151066,-1.28922540796591,2.2795164246001,0.625745417217076,0.725745417217076,0.21598394741695,0.907166330318037
3.8,0.503074340108364,-1.30005018523018,2.26882134346317,0.623181540072681,0.723181540072681,0.214156570986539,0.906261707144002
3.9,0.492165813556155,-1.31084602879147,2.25641972231427,0.620616509784477,0.720616509784477,0.212345307328484,0.905202850480736
4,0.48128175849444,-1.32161293864977,2.24353838920585,0.618050497658136,0.718050497658136,0.210550067685955,0.904091710625202
4.1,0.470422174923217,-1.3323509148051,2.23071548527097,0.615483674664903,0.715483674664903,0.208770762222446,0.902974062117287
4.2,0.459587062842487,-1.34305995725745,2.21795101050962,0.612916211397173,0.712916211397173,0.207007300072631,0.901849975402646
4.3,0.44877642225225,-1.35374006600681,2.20524496492181,0.610348278024483,0.710348278024483,0.205259589392302,0.900719522685344
4.4,0.437990253152505,-1.36439124105319,2.19259734850754,0.607780044249918,0.707780044249918,0.203527537407384,0.899582777917035
