study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,vaccine_type,study_id2,e_mean,se,mean_logit,sd_logit,in_var
500,MoH Israel,0,85,85,Israel,Israel Delta Hosp,"",Pfizer & BioNTech,Delta,Severe,hosp,,16,60,0.82,0.66,0.9,0,0,,19,22,severe,20.5,20.5,Non_Omicron,mRNA,500&Israel Delta Hosp&Delta&hosp&16&60,0.8,0.0755857898715042,1.38629436111989,0.472411186696901,0.363730669589464
500,MoH Israel,0,85,85,Israel,Israel Delta Hosp,"",Pfizer & BioNTech,Delta,Severe,hosp,,16,60,0.91,0.81,0.94,0,0,,15,18,severe,16.5,16.5,Non_Omicron,mRNA,500&Israel Delta Hosp&Delta&hosp&16&60,0.9,0.0409423028470647,2.19722457733622,0.454914476078497,0.494212660548224
500,MoH Israel,0,85,85,Israel,Israel Delta Hosp,"",Pfizer & BioNTech,Delta,Severe,hosp,,16,60,0.89,0.77,0.94,0,0,,10,14,severe,12,12,Non_Omicron,mRNA,500&Israel Delta Hosp&Delta&hosp&16&60,0.877777777777778,0.0535399344923154,1.97155257966865,0.499048871562435,0.432176434559122
500,MoH Israel,0,85,85,Israel,Israel Delta Hosp,"",Pfizer & BioNTech,Delta,Severe,hosp,,16,60,0.83,0.47,0.94,0,0,,2,9,severe,5.5,5.5,Non_Omicron,mRNA,500&Israel Delta Hosp&Delta&hosp&16&60,0.811111111111111,0.148022171831696,1.45724609709217,0.966139880609778,0.259918154057216
500,MoH Israel,0,85,85,Israel,Israel Delta Death,"",Pfizer & BioNTech,Delta,Severe,death,,16,60,0.86,0.71,0.94,0,0,,19,22,severe,20.5,20.5,Non_Omicron,mRNA,500&Israel Delta Death&Delta&death&16&60,0.844444444444444,0.0724363819601915,1.69167601067107,0.551442381463863,0.371553729510341
500,MoH Israel,0,85,85,Israel,Israel Delta Death,"",Pfizer & BioNTech,Delta,Severe,death,,16,60,0.91,0.79,0.96,0,0,,15,18,severe,16.5,16.5,Non_Omicron,mRNA,500&Israel Delta Death&Delta&death&16&60,0.9,0.0535399344923154,2.19722457733622,0.594888161025727,0.432176434559122
500,MoH Israel,0,85,85,Israel,Israel Delta Death,"",Pfizer & BioNTech,Delta,Severe,death,,16,60,0.94,0.79,0.98,0,0,,10,14,severe,12,12,Non_Omicron,mRNA,500&Israel Delta Death&Delta&death&16&60,0.933333333333333,0.0598387503149408,2.63905732961525,0.961694201490115,0.408797981249522
500,MoH Israel,0,85,85,Israel,Israel Delta Death,"",Pfizer & BioNTech,Delta,Severe,death,,16,60,0.84,0.24,0.96,0,0,,2,9,severe,5.5,5.5,Non_Omicron,mRNA,500&Israel Delta Death&Delta&death&16&60,0.822222222222222,0.226757369614512,1.53147637096439,1.55129619415334,0.21
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed hosp,"",Moderna,Alpha,Severe,hosp,,18,85,0.88,0.1,0.9972,0,0,,9,12,severe,10.5,10.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed hosp&Alpha&hosp&18&85,0.866666666666667,0.282564877802973,1.87180217690159,2.44527298098727,0.188122573183654
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed hosp,"",Moderna,Alpha,Severe,hosp,,18,85,0.943,0.64,0.9986,0,0,,13,16,severe,14.5,14.5,Non_Omicron,mRNA,505&USA Mayo Clinic mixed hosp&Alpha&hosp&18&85,0.936666666666667,0.112937767699672,2.69391569016731,1.9038020402642,0.297564008402371
