"iso3","iso3.re","iso3.re.var","group"
"ARM",0.0317667421736463,0.00256377532411777,"0-4"
"AZE",0.0103868984494463,0.00354327222211811,"0-4"
"BDI",0.00585680168951606,0.0035359261514309,"0-4"
"BEN",0.0274100893390574,0.00253866211036181,"0-4"
"BFA",0.0114741845125039,0.00253866211036181,"0-4"
"BGD",-0.058574395611125,0.00208058061724197,"0-4"
"BOL",0.0965843957525497,0.00210615247099397,"0-4"
"BRA",0.014940036116495,0.00296369148972854,"0-4"
"BWA",-0.026694892669682,0.0035359261514309,"0-4"
"CAF",-0.0565784470150881,0.00353739078348201,"0-4"
"CIV",-0.0104477487664427,0.00293817159787348,"0-4"
"CMR",0.0359312674823044,0.00253866211036181,"0-4"
"COD",-0.0185869421098351,0.00353739078348201,"0-4"
"COG",-0.00497126000785191,0.00353739078348201,"0-4"
"COL",0.0240049282849611,0.00195023089333107,"0-4"
"COM",-0.00672460574560845,0.0035359261514309,"0-4"
"DOM",-0.0830998099500646,0.00210615247099397,"0-4"
"ECU",-0.00891086342910726,0.00354697893679125,"0-4"
"EGY",0.0205684381631139,0.0021129986036632,"0-4"
"ERI",0.0287187266624772,0.00293427332358162,"0-4"
"ETH",-0.0305635507629835,0.00253240826329323,"0-4"
"GAB",-0.0573687230182713,0.00353739078348201,"0-4"
"GHA",-0.0151495540875001,0.00204000579508372,"0-4"
"GIN",0.0087246336563587,0.00293817159787348,"0-4"
"GTM",-0.0664081412006042,0.0025796026622366,"0-4"
"GUY",0.00883416416020409,0.00354697893679125,"0-4"
"HND",-0.0270683326041453,0.00354697893679125,"0-4"
"HTI",0.0115766363455685,0.0025796026622366,"0-4"
"IDN",0.0435783581090185,0.00192080572332902,"0-4"
"IND",0.00937870443196779,0.00256377532411777,"0-4"
"JOR",-0.12798279928045,0.00233014261304568,"0-4"
"KAZ",0.0202477722696674,0.00295382567359638,"0-4"
"KEN",0.00242646907935384,0.00202990160312015,"0-4"
"KGZ",-0.0332304665084574,0.00354327222211811,"0-4"
"KHM",0.0251624764704109,0.00256377532411777,"0-4"
"LBR",-0.0363672466772561,0.00293817159787348,"0-4"
"LKA",0.0113093366306818,0.00354327222211811,"0-4"
"LSO",0.0125704158506616,0.00293427332358162,"0-4"
"MAR",-0.00658054010374882,0.00271823820066569,"0-4"
"MDG",-0.00286629444790211,0.00224523919686282,"0-4"
"MDV",-0.0159168847285061,0.00354327222211811,"0-4"
"MEX",0.0406580564971328,0.00354697893679125,"0-4"
"MLI",0.036406006570847,0.00225356462668944,"0-4"
"MOZ",-0.0248550410651771,0.00293427332358162,"0-4"
"MRT",-0.0731324974984025,0.00353739078348201,"0-4"
"MWI",0.0245396649370001,0.00224523919686282,"0-4"
"NAM",-0.00502708043871765,0.00253240826329323,"0-4"
"NER",0.0958857906607049,0.00253866211036181,"0-4"
"NGA",0.0817428870404169,0.00253866211036181,"0-4"
"NIC",-0.0339872704618833,0.00296369148972854,"0-4"
"NPL",-0.0482838425909652,0.00228699657610449,"0-4"
"PAK",-0.0559502922126327,0.00295382567359638,"0-4"
"PER",0.0836812132485079,0.00210615247099397,"0-4"
"PHL",0.00779334465040342,0.00256377532411777,"0-4"
"PRY",-0.0225611567076381,0.00354697893679125,"0-4"
"RWA",0.0322989153816607,0.00202990160312015,"0-4"
"SDN",-0.00587963399039133,0.0035359261514309,"0-4"
"SEN",-0.0480955660498834,0.00204000579508372,"0-4"
"SLE",-0.0159595738958295,0.00353739078348201,"0-4"
"STP",0.0786833828339171,0.00353739078348201,"0-4"
"SWZ",0.0266430698341529,0.0035359261514309,"0-4"
"TCD",0.0111587294453916,0.00293817159787348,"0-4"
"TGO",0.0289734541293568,0.00293817159787348,"0-4"
"THA",0.0418715225537468,0.00354327222211811,"0-4"
"TTO",-0.031329641542406,0.00354697893679125,"0-4"
"TUN",0.0104712946985547,0.00357944696019826,"0-4"
"TUR",0.0486210855814619,0.00271823820066569,"0-4"
"TZA",-0.00646613919095847,0.00202990160312015,"0-4"
"UGA",0.0436594892455229,0.00224523919686282,"0-4"
"UZB",-0.0251141919924277,0.00354327222211811,"0-4"
"VNM",0.0248322783770998,0.00295382567359638,"0-4"
"YEM",-0.023615760905281,0.00357944696019826,"0-4"
"ZAF",-0.0161421128799903,0.0035359261514309,"0-4"
"ZMB",0.00316724595732836,0.00224523919686282,"0-4"
"ZWE",-0.0520476071261502,0.00202990160312015,"0-4"
"ARM",0,0,"5-9"
"AZE",0,0,"5-9"
"BDI",0,0,"5-9"
"BEN",0,0,"5-9"
"BFA",0,0,"5-9"
"BGD",0,0,"5-9"
"BOL",0,0,"5-9"
"BRA",0,0,"5-9"
"BWA",0,0,"5-9"
"CAF",0,0,"5-9"
"CIV",0,0,"5-9"
"CMR",0,0,"5-9"
"COD",0,0,"5-9"
"COG",0,0,"5-9"
"COL",0,0,"5-9"
"COM",0,0,"5-9"
