mid_point,pred5,pred_lo,pred_hi,pinf,pinf_lower,pinf_upper,ve,ve_lower,ve_upper
0,1.13102278770611,0.0983497090386498,2.15777228451982,0.856027601548938,-7.65184233110045,-0.103348568615813,0.756027601548938,0.524567627581534,0.896392837170809
0.1,1.13102278870599,0.0984717665189408,2.1577494573722,0.856027601733366,-7.65164483647249,-0.103483248781174,0.756027601733366,0.524598068190259,0.896390717132368
0.2,1.13102278970587,0.098590733961756,2.15772678742776,0.856027601917794,-7.65144870638786,-0.103614535170719,0.756027601917794,0.524627737981072,0.896388611655974
0.3,1.13102279070575,0.0987066113670952,2.1577042746865,0.856027602102222,-7.65125394075398,-0.103742426569268,0.756027602102222,0.524656636967304,0.896386520742415
0.4,1.13102279170563,0.0988193987349585,2.15768191914842,0.85602760228665,-7.65106053947888,-0.103866921792972,0.75602760228665,0.524684765161965,0.896384444392471
0.5,1.13102279270552,0.0989290960653459,2.15765972081352,0.856027602471079,-7.65086850247126,-0.103988019689332,0.756027602471079,0.524712122577743,0.896382382606919
0.6,1.1310227937054,0.0990357033582573,2.15763767968181,0.856027602655507,-7.65067782964045,-0.104105719137216,0.756027602655507,0.524738709227002,0.89638033538653
0.7,1.13102279470528,0.0991392206136929,2.15761579575327,0.856027602839936,-7.65048852089645,-0.104220019046877,0.756027602839936,0.52476452512178,0.896378302732066
0.8,1.13102279570517,0.0992396478316525,2.15759406902791,0.856027603024364,-7.65030057614988,-0.104330918359966,0.756027603024364,0.524789570273785,0.89637628464429
0.9,1.13102279670506,0.0993369850121362,2.15757249950574,0.856027603208793,-7.65011399531203,-0.104438416049557,0.756027603208793,0.524813844694398,0.896374281123954
1,1.13102279770494,0.099431232155144,2.15755108718675,0.856027603393222,-7.64992877829479,-0.104542511120152,0.756027603393223,0.524837348394666,0.896372292171808
1.1,1.13102279870483,0.0995223892606759,2.15752983207093,0.856027603577652,-7.64974492501074,-0.104643202607705,0.756027603577652,0.524860081385303,0.896370317788593
1.2,1.13102279970472,0.0996104563287321,2.1575087341583,0.856027603762081,-7.64956243537311,-0.104740489579633,0.756027603762081,0.524882043676689,0.896368357975049
1.3,1.13102280070461,0.0996954333593122,2.15748779344885,0.856027603946511,-7.64938130929573,-0.104834371134831,0.756027603946511,0.524903235278866,0.896366412731907
1.4,1.1310228017045,0.0997773203524163,2.15746700994258,0.85602760413094,-7.6492015466931,-0.104924846403684,0.75602760413094,0.524923656201539,0.896364482059895
1.5,1.13102280270439,0.0998561173080445,2.15744638363949,0.85602760431537,-7.64902314748037,-0.105011914548086,0.75602760431537,0.524943306454071,0.896362565959734
1.6,1.13102280370428,0.0999318242261968,2.1574392481531,0.8560276044998,-7.64896143271365,-0.105095574761447,0.7560276044998,0.524962186045485,0.896361903094605
1.7,1.13102280470418,0.100004441106873,2.15746264086892,0.85602760468423,-7.64916375777698,-0.105175826268707,0.75602760468423,0.524980294984463,0.896364076193232
1.8,1.13102280570407,0.100073967950074,2.15748483466404,0.85602760486866,-7.6493557176756,-0.105252668326351,0.75602760486866,0.524997633279341,0.896366137879215
1.9,1.13102280670396,0.100140404755798,2.15750582953848,0.856027605053091,-7.64953731171914,-0.105326100222416,0.756027605053091,0.525014200938109,0.896368088158432
2,1.13102280770386,0.100203751524047,2.15752562549224,0.856027605237521,-7.64970853925455,-0.105396121276507,0.756027605237521,0.525029997968412,0.896369927036444
2.1,1.13102280870375,0.10026400825482,2.1575442225253,0.856027605421952,-7.64986939966602,-0.105462730839801,0.756027605421952,0.525045024377548,0.896371654518494
2.2,1.13102280970365,0.100321174948117,2.15756162063768,0.856027605606382,-7.65001989237505,-0.105525928295063,0.756027605606383,0.525059280172463,0.896373270609509
2.3,1.13102281070355,0.100375251603938,2.15757781982937,0.856027605790814,-7.65016001684037,-0.105585713056655,0.756027605790814,0.525072765359758,0.896374775314097
2.4,1.13102281170345,0.100426238222283,2.15759282010038,0.856027605975245,-7.65028977255805,-0.105642084570538,0.756027605975245,0.525085479945678,0.896376168636548
2.5,1.13102281270335,0.100474134803152,2.1576066214507,0.856027606159676,-7.6504091590614,-0.105695042314292,0.756027606159676,0.525097423936119,0.896377450580835
2.6,1.13102281370325,0.100518941346545,2.15761922388033,0.856027606344107,-7.65051817592105,-0.105744585797112,0.756027606344107,0.525108597336624,0.896378621150614
2.7,1.13102281470315,0.100560657852462,2.15763062738927,0.856027606528539,-7.6506168227449,-0.105790714559827,0.756027606528539,0.525119000152382,0.896379680349222
2.8,1.13102281570305,0.100599284320904,2.15764083197753,0.85602760671297,-7.65070509917816,-0.105833428174899,0.75602760671297,0.525128632388228,0.89638062817968
2.9,1.13102281670295,0.10063482075187,2.1576498376451,0.856027606897402,-7.65078300490333,-0.105872726246431,0.756027606897402,0.525137494048641,0.89638146464469
3,1.13102281770285,0.100667267145359,2.15765764439198,0.856027607081834,-7.65085053964021,-0.105908608410177,0.756027607081834,0.525145585137745,0.896382189746637
3.1,1.13102281870276,0.100696623501373,2.15766425221818,0.856027607266266,-7.6509077031459,-0.105941074333542,0.756027607266266,0.525152905659307,0.89638280348759
3.2,1.13102281970266,0.10072288981991,2.15766966112369,0.856027607450699,-7.65095449521479,-0.105970123715593,0.756027607450699,0.525159455616737,0.896383305869297
3.3,1.13102282070257,0.100746066100972,2.15767387110852,0.856027607635131,-7.65099091567858,-0.105995756287059,0.756027607635131,0.525165235013088,0.896383696893192
3.4,1.13102282170247,0.100766152344558,2.15767688217265,0.856027607819564,-7.65101696440629,-0.106017971810337,0.756027607819564,0.525170243851054,0.89638397656039
