mid_point,pred5,pred_lo,pred_hi,pinf,pinf_lower,pinf_upper,ve,ve_lower,ve_upper
0,1.34599805920351,1.22060901335421,6.25402755956707,0.893474589690691,-519.103359226512,-2.38925120446119,0.793474589690691,0.772170706706509,0.998080994907643
0.1,1.34599806015865,1.22060901435354,6.20455812498872,0.893474589847213,-494.000179397949,-2.38925120784818,0.793474589847213,0.772170706882314,0.997983871696954
0.2,1.34599806111401,1.22060901535287,6.15534396947344,0.89347459000377,-470.228902944916,-2.38925121123517,0.79347459000377,0.77217070705812,0.99788238289998
0.3,1.34599806206959,1.22060901635221,6.10638509302122,0.893474590160363,-447.713721473428,-2.38925121462217,0.793474590160364,0.772170707233926,0.997776363156713
0.4,1.34599806302539,1.22060901735155,6.05768149563207,0.893474590316993,-426.38339700657,-2.38925121800919,0.793474590316993,0.772170707409733,0.99766564248991
0.5,1.34599806398141,1.22060901835089,6.00923317730598,0.893474590473659,-406.170972589433,-2.38925122139622,0.793474590473659,0.772170707585541,0.997550046262095
0.6,1.34599806493766,1.22060901935024,5.96104013804296,0.893474590630361,-387.01350202176,-2.38925122478325,0.793474590630361,0.772170707761349,0.997429395137179
0.7,1.34599806589412,1.22060902034959,5.913102377843,0.893474590787099,-368.851797404771,-2.3892512281703,0.793474590787099,0.772170707937158,0.997303505047035
0.8,1.3459980668508,1.22060902134894,5.86541989670611,0.893474590943873,-351.630193282006,-2.38925123155736,0.793474590943873,0.772170708112967,0.997172187163321
0.9,1.34599806780771,1.2206090223483,5.81799269463228,0.893474591100684,-335.296326240547,-2.38925123494443,0.793474591100684,0.772170708288777,0.99703524787493
1,1.34599806876483,1.22060902334766,5.77082077162152,0.89347459125753,-319.800928919179,-2.38925123833151,0.79347459125753,0.772170708464588,0.99689248877137
1.1,1.34599806972218,1.22060902434702,5.72390412767382,0.893474591414413,-305.09763744436,-2.3892512417186,0.793474591414413,0.772170708640399,0.996743706632451
1.2,1.34599807067974,1.22060902534639,5.67724276278919,0.893474591571332,-291.142811383823,-2.3892512451057,0.793474591571332,0.77217070881621,0.996588693424617
1.3,1.34599807163753,1.22060902634576,5.63083667696762,0.893474591728287,-277.89536537151,-2.38925124849282,0.793474591728287,0.772170708992022,0.996427236304278
