mid_point,pred5,pred_lo,pred_hi,pinf,pinf_lower,pinf_upper,ve,ve_lower,ve_upper
0,7.77240875837002,1.59481724586219,9.45940656390754,1.09957897985167,-12827.2694305255,-3.92742848188451,0.999578979851675,0.831292776782341,0.999922053238852
0.1,7.7001032086127,1.59481724681871,9.3678082997791,1.09954742446772,-11704.4321548696,-3.92742848659768,0.99954742446772,0.831292776916488,0.999914576876475
0.2,7.62821891466417,1.59481724777547,9.27757543460962,1.0995137099605,-10694.468591296,-3.92742849131207,0.999513709960502,0.831292777050669,0.9999065112012
0.3,7.55675587652443,1.59481724873248,9.18781547253297,1.09947770516306,-9776.26892035021,-3.92742849602767,0.999477705163058,0.831292777184885,0.999897732409678
0.4,7.48571409419349,1.59481724968974,9.09849493677118,1.09943927220229,-8940.82455947767,-3.92742850074448,0.999439272202285,0.831292777319136,0.999888178506315
0.5,7.41509356767133,1.59481725064724,9.00970404417527,1.09939826624777,-8181.09937660571,-3.92742850546251,0.999398266247775,0.831292777453421,0.999877796913617
0.6,7.34489429695797,1.59481725160499,8.92144279474523,1.09935453525781,-7489.88925235655,-3.92742851018175,0.999354535257812,0.831292777587741,0.999866522319496
0.7,7.2751162820534,1.59481725256299,8.83370588445781,1.09930791972305,-6860.66830606943,-3.92742851490221,0.999307919723055,0.831292777722095,0.99985428408377
0.8,7.20575952295762,1.59481725352123,8.74648654999424,1.09925825240845,-6287.5547259536,-3.92742851962387,0.999258252408448,0.831292777856483,0.999841006232782
0.9,7.13682401967063,1.59481725447972,8.65979696420593,1.09920535809399,-5765.36376539384,-3.92742852434676,0.999205358093986,0.831292777990907,0.999826610555415
1,7.06830977219243,1.59481725543845,8.57363712709287,1.09914905331497,-5289.33646655226,-3.92742852907085,0.999149053314967,0.831292778125365,0.999811011829181
1.1,7.00021678052303,1.59481725639743,8.48800703865506,1.09908914610248,-4855.17824719811,-3.92742853379617,0.999089146102476,0.831292778259857,0.999794119147145
1.2,6.93254504466242,1.59481725735666,8.40290669889251,1.09902543572485,-4459.01183631337,-3.92742853852269,0.999025435724847,0.831292778394384,0.999775835609343
1.3,6.86529456461059,1.59481725831614,8.31817852473358,1.09895771243094,-4096.68936671433,-3.92742854325043,0.998957712430938,0.831292778528946,0.999756019568567
1.4,6.79846534036756,1.59481725927586,8.23131954934183,1.0988857571961,-3755.78774965157,-3.92742854797939,0.998885757196097,0.831292778663542,0.999733885981162
1.5,6.73205737193332,1.59481726023582,8.14499740507886,1.09880934147178,-3445.09644796661,-3.92742855270955,0.998809341471777,0.831292778798172,0.999709900777337
1.6,6.66607065930788,1.59481726119604,8.05917675589744,1.09872822693978,-3161.68540023431,-3.92742855744094,0.998728226939779,0.831292778932838,0.99968391294535
1.7,6.60050520249122,1.5948172621565,7.97390398136378,1.09864216527221,-2903.17309929583,-3.92742856217353,0.998642165272212,0.831292779067537,0.999655786431369
1.8,6.53536100148336,1.5948172631172,7.88917908147788,1.09855089789828,-2667.25260336959,-3.92742856690734,0.998550897898277,0.831292779202272,0.999625363295052
1.9,6.47063805628429,1.59481726407815,7.80500205623974,1.09845415577907,-2451.84058956995,-3.92742857164237,0.998454155779074,0.83129277933704,0.999592475564937
2,6.40633636689401,1.59481726503935,7.72137290564936,1.09835165919168,-2255.05480574455,-3.92742857637861,0.998351659191681,0.831292779471844,0.999556944741681
2.1,6.34245593331252,1.5948172660008,7.63829162970673,1.0982431175238,-2075.19387718641,-3.92742858111606,0.998243117523801,0.831292779606682,0.999518581288447
2.2,6.27899675553982,1.59481726696249,7.55575822841187,1.09812822908038,-1910.71921435792,-3.92742858585473,0.998128229080378,0.831292779741554,0.99947718410915
2.3,6.21595883357591,1.59481726792443,7.47377270176476,1.09800668090358,-1760.23879593511,-3.92742859059461,0.998006680903579,0.831292779876462,0.999432540015401
2.4,6.1533421674208,1.59481726888661,7.39233504976541,1.09787814860766,-1622.49262644099,-3.9274285953357,0.997878148607663,0.831292780011403,0.999384423183138
2.5,6.09114675707448,1.59481726984904,7.31144527241382,1.09774229623027,-1496.33968986162,-3.92742860007801,0.997742296230269,0.831292780146379,0.999332594600032
2.6,6.02937260253694,1.59481727081172,7.23110336970999,1.09759877610172,-1380.74624025869,-3.92742860482154,0.997598776101722,0.83129278028139,0.999276801504944
2.7,5.96801970380821,1.59481727177464,7.15130934165391,1.09744722873403,-1274.77528779694,-3.92742860956627,0.997447228734028,0.831292780416436,0.999216776820825
2.8,5.90708806088826,1.59481727273781,7.0720631882456,1.09728728273124,-1177.57715405255,-3.92742861431223,0.997287282731243,0.831292780551515,0.999152238582644
2.9,5.8465776737771,1.59481727370123,6.99336490948504,1.09711855472297,-1088.3809841829,-3.92742861905939,0.997118554722974,0.83129278068663,0.999082889362061
3,5.78648854247474,1.59481727466489,6.91521450537224,1.09694064932281,-1006.48711572042,-3.92742862380777,0.996940649322811,0.831292780821779,0.999008415690779
3.1,5.72682066698116,1.5948172756288,6.8376119759072,1.09675315911349,-931.260214577759,-3.92742862855737,0.99675315911349,0.831292780956962,0.998928487484648
3.2,5.66757404729638,1.59481727659296,6.76055732108992,1.09655566466067,-862.123098474161,-3.92742863330817,0.996555664660674,0.83129278109218,0.998842757470821
3.3,5.60874868342039,1.59481727755736,6.68405054092039,1.09634773455722,-798.551176550638,-3.9274286380602,0.99634773455722,0.831292781227433,0.998750860620418
3.4,5.55034457535319,1.59481727852201,6.60809163539863,1.09612892549983,-740.067441554869,-3.92742864281343,0.99612892549983,0.83129278136272,0.998652413589384
3.5,5.49236172309479,1.5948172794869,6.53266728205634,1.09589878240001,-686.228802108222,-3.92742864756788,0.995898782400009,0.831292781498042,0.998546994841052
3.6,5.43480012664517,1.59481728045204,6.45774003876202,1.09565683853124,-636.618434102437,-3.92742865232355,0.995656838531242,0.831292781633398,0.998434119739425
3.7,5.37765978600435,1.59481728141743,6.38574311232238,1.0954026157143,-592.325476289945,-3.92742865708043,0.995402615714297,0.831292781768789,0.998317420269038
3.8,5.32094070117232,1.59481728238307,6.31686724023651,1.09513562454256,-552.835239138019,-3.92742866183852,0.99513562454256,0.831292781904215,0.998197663144912
3.9,5.26464287214908,1.59481728334895,6.24575852867576,1.09485536464926,-514.820341091942,-3.92742866659783,0.994855364649263,0.831292782039675,0.998065091637285
4,5.20876629893463,1.59481728431507,6.17131760971756,1.09456132501846,-477.816584020157,-3.92742867135835,0.994561325018463,0.831292782175169,0.997915870286055
4.1,5.15331098152897,1.59481728528145,6.09735236870832,1.09425298434153,-443.678864441214,-3.92742867612008,0.994252984341533,0.831292782310698,0.997756231942357
4.2,5.0982769199321,1.59481728624807,6.03855885417899,1.09392981142094,-418.288343622979,-3.92742868088303,0.993929811420943,0.831292782446262,0.997620681098648
4.3,5.04366411414403,1.59481728721493,5.96741307671543,1.09359126562295,-389.494184496942,-3.92742868564719,0.993591265622952,0.83129278258186,0.99744568364078
4.4,4.98947256416475,1.59481728818204,5.89676151104701,1.09323679738082,-362.857210215427,-3.92742869041257,0.993236797380824,0.831292782717493,0.99725920175893
4.5,4.93570226999426,1.5948172891494,5.82665915244834,1.09286584875004,-338.223489914889,-3.92742869517916,0.992865848750039,0.83129278285316,0.997060755563203
4.6,4.88235323163256,1.59481729011701,5.75710600091942,1.09247785401688,-315.43125079742,-3.92742869994697,0.992477854016884,0.831292782988862,0.996849711559628
4.7,4.82942544907965,1.59481729108486,5.68810205646026,1.09207224036165,-294.332563850215,-3.92742870471599,0.992072240361652,0.831292783124599,0.996625413059547
4.8,4.77691892233553,1.59481729205296,5.62664994417632,1.09164842857759,-276.730145933252,-3.92742870948622,0.991648428577593,0.83129278326037,0.996412300518655
4.9,4.72483365140021,1.5948172930213,5.55974375914423,1.09120583384654,-258.756267626197,-3.92742871425767,0.991205833846538,0.831292783396175,0.996165001098138
5,4.67316963627367,1.59481729398989,5.49323050652593,1.090743866572,-242.041085826999,-3.92742871903033,0.990743866571999,0.831292783532015,0.995902329328641
5.1,4.62192687695593,1.59481729495873,5.43329904079992,1.09026193327034,-227.903162010137,-3.92742872380421,0.990261933270338,0.83129278366789,0.995650342556159
5.2,4.57110537344698,1.59481729592781,5.37542677335807,1.08975943752041,-215.032049363017,-3.9274287285793,0.989759437520406,0.831292783803799,0.995392385581139
5.3,4.52070512574682,1.59481729689714,5.31803420500335,1.08923578097182,-202.982499827133,-3.9274287333556,0.989235780971824,0.831292783939743,0.995121534761049
5.4,4.47072613385546,1.59481729786672,5.26103279223063,1.08869036441186,-191.680387377481,-3.92742873813312,0.988690364411859,0.831292784075721,0.99483685460598
5.5,4.42116839777288,1.59481729883654,5.20443760008414,1.0881225888906,-181.078443067191,-3.92742874291185,0.988122588890598,0.831292784211734,0.994537860475288
5.6,4.3720319174991,1.59481729980661,5.14257455335306,1.08753185690386,-170.155851440726,-3.9274287476918,0.987531856903861,0.831292784347782,0.994191309841453
5.7,4.32331669303411,1.59481730077693,5.08009868400929,1.08691757363301,-159.789922539914,-3.92742875247296,0.986917573633015,0.831292784483864,0.993819145319429
5.8,4.27502272437791,1.59481730174749,5.01857972905848,1.08627914824057,-150.19641135792,-3.92742875725534,0.986279148240568,0.83129278461998,0.993429542844816
5.9,4.2271500115305,1.5948173027183,4.96415745144551,1.08561599522013,-142.187856713697,-3.92742876203893,0.985615995220134,0.831292784756131,0.993064603200354
6,4.17969855449188,1.59481730368935,4.91019898342731,1.08492753579902,-134.666407089481,-3.92742876682373,0.984927535799017,0.831292784892317,0.992682912931594
6.1,4.13266835326205,1.59481730466065,4.85671953796221,1.08421319939139,-127.601636594421,-3.92742877160975,0.984213199391391,0.831292785028537,0.99228404805466
6.2,4.08605940784102,1.5948173056322,4.79752073053644,1.08347242509968,-120.209533591365,-3.92742877639698,0.983472425099679,0.831292785164792,0.991817332325776
6.3,4.03987171822878,1.594817306604,4.7387063974985,1.08270466326142,-113.286265016857,-3.92742878118543,0.982704663261424,0.831292785301081,0.99132593982593
6.4,3.99410528442533,1.59481730757604,4.6804284818394,1.08190937703862,-106.816259984856,-3.92742878597509,0.981909377038619,0.831292785437405,0.990810196930687
6.5,3.94876010643067,1.59481730854832,4.62254209420247,1.08108604404609,-100.752367737815,-3.92742879076596,0.981086044046087,0.831292785573764,0.990267864166871
6.6,3.9038361842448,1.59481730952086,4.56502272520382,1.08023415801519,-95.0647770833625,-3.92742879555805,0.980234158015193,0.831292785710156,0.989697601642446
6.7,3.85933351786772,1.59481731049364,4.50804272069275,1.07935323048882,-89.7440331611313,-3.92742880035135,0.979353230488817,0.831292785846584,0.989100108578793
6.8,3.81525210729944,1.59481731146666,4.45160208066926,1.07844279254319,-84.7642352203928,-3.92742880514587,0.978442792543187,0.831292785983046,0.988474513750281
6.9,3.77159195253995,1.59481731243993,4.39213878152475,1.07750239653183,-79.8130757905216,-3.92742880994159,0.977502396531835,0.831292786119543,0.987777014977894
7,3.72835305358925,1.59481731341345,4.33117305221083,1.07653161784663,-75.0334254545085,-3.92742881473854,0.976531617846631,0.831292786256074,0.987018622187708
7.1,3.68553541044734,1.59481731438722,4.28065282900396,1.07553005669055,-71.287616059093,-3.9274288195367,0.975530056690545,0.83129278639264,0.986355129914532
7.2,3.64313902311422,1.59481731536123,4.23189041194895,1.07449733985647,-67.847258913976,-3.92742882433607,0.974497339856474,0.83129278652924,0.985683045898313
7.3,3.60116389158989,1.59481731633549,4.17836797547865,1.07343312250623,-64.2592615424755,-3.92742882913666,0.973433122506232,0.831292786665875,0.984907770223806
7.4,3.55961001587436,1.59481731730999,4.12523946365646,1.07233708994352,-60.8826261161677,-3.92742883393846,0.972337089943524,0.831292786802545,0.984097356268922
