mid_point,pred5,pred_lo,pred_hi,pinf,pinf_lower,pinf_upper,ve,ve_lower,ve_upper
61.6,0.862553730723229,-4.53044253844955,1.1822278223371,0.803193925601231,-2.26163245247543,0.989224093735442,0.703193925601231,0.0106610240685118,0.765348135684687
61.7,0.86255373169937,-4.55091133423549,1.18222782333633,0.803193925804964,-2.26163245573455,0.989442421484418,0.703193925804964,0.0104472805311007,0.765348135864139
61.8,0.862553732675511,-4.57138013002142,1.18222782433556,0.803193926008696,-2.26163245899367,0.989656325753382,0.703193926008696,0.0102377780059156,0.765348136043591
61.9,0.862553733651653,-4.59184892580735,1.18222782533479,0.803193926212429,-2.26163246225279,0.989865896165277,0.703193926212429,0.0100324341057799,0.765348136223043
62,0.862553734627794,-4.61231772159328,1.18222782633402,0.803193926416162,-2.26163246551191,0.99007122052722,0.703193926416162,0.00983116797400633,0.765348136402495
62.1,0.862553735603935,-4.63278651737921,1.18222782733325,0.803193926619894,-2.26163246877103,0.990272384867291,0.703193926619894,0.0096339002587653,0.765348136581947
62.2,0.862553736580077,-4.65325531316514,1.18222782833248,0.803193926823627,-2.26163247203016,0.990469473470577,0.703193926823627,0.00944055308776732,0.765348136761399
62.3,0.862553737556218,-4.67372410895107,1.18222782933171,0.803193927027359,-2.26163247528928,0.990662568914491,0.703193927027359,0.00925105004326153,0.765348136940851
62.4,0.862553738532359,-4.694192904737,1.18222783033094,0.803193927231092,-2.2616324785484,0.990851752103363,0.703193927231092,0.00906531613735081,0.765348137120304
62.5,0.862553739508501,-4.71466170052293,1.18222783133017,0.803193927434825,-2.26163248180752,0.991037102302345,0.703193927434825,0.00888327778762424,0.765348137299756
62.6,0.862553740484642,-4.73513049630886,1.1822278323294,0.803193927638557,-2.26163248506664,0.991218697170618,0.703193927638557,0.00870486279310725,0.765348137479208
62.7,0.862553741460783,-4.75559929209479,1.18222783332863,0.80319392784229,-2.26163248832576,0.991396612793931,0.70319392784229,0.00853000031052978,0.76534813765866
62.8,0.862553742436925,-4.77606808788072,1.18222783432786,0.803193928046023,-2.26163249158488,0.991570923716479,0.703193928046023,0.00835862083091187,0.765348137838112
62.9,0.862553743413066,-4.79653688366666,1.18222783532709,0.803193928249755,-2.26163249484401,0.99174170297214,0.703193928249755,0.00819065615646689,0.765348138017564
63,0.862553744389208,-4.81700567945259,1.18222783632632,0.803193928453488,-2.26163249810313,0.991909022115069,0.703193928453488,0.00802603937782153,0.765348138197016
63.1,0.862553745365349,-4.83747447523852,1.18222783732555,0.803193928657221,-2.26163250136225,0.992072951249683,0.703193928657221,0.00786470485155174,0.765348138376468
63.2,0.86255374634149,-4.85794327102445,1.18222783832478,0.803193928860953,-2.26163250462137,0.992233559060032,0.703193928860953,0.0077065881780341,0.76534813855592
63.3,0.862553747317632,-4.87841206681038,1.18222783932401,0.803193929064686,-2.26163250788049,0.992390912838578,0.703193929064686,0.0075516261796109,0.765348138735372
63.4,0.862553748293773,-4.89888086259631,1.18222784032324,0.803193929268419,-2.26163251113961,0.992545078514386,0.703193929268419,0.00739975687906819,0.765348138914825
63.5,0.862553749269914,-4.91934965838224,1.18222784132247,0.803193929472151,-2.26163251439874,0.992696120680751,0.703193929472151,0.00725091947842499,0.765348139094277
63.6,0.862553750246056,-4.93981845416817,1.1822278423217,0.803193929675884,-2.26163251765786,0.992844102622261,0.703193929675884,0.00710505433803222,0.765348139273729
63.7,0.862553751222197,-4.9602872499541,1.18222784332094,0.803193929879616,-2.26163252091698,0.992989086341313,0.703193929879616,0.00696210295597966,0.765348139453181
63.8,0.862553752198338,-4.98075604574003,1.18222784432017,0.803193930083349,-2.2616325241761,0.993131132584087,0.703193930083349,0.00682200794780893,0.765348139632633
63.9,0.86255375317448,-5.00122484152596,1.1822278453194,0.803193930287082,-2.26163252743522,0.993270300866004,0.703193930287082,0.00668471302653056,0.765348139812085
64,0.862553754150621,-5.02169363731189,1.18222784631863,0.803193930490814,-2.26163253069434,0.993406649496656,0.703193930490814,0.00655016298294315,0.765348139991537
64.1,0.862553755126762,-5.04216243309783,1.18222784731786,0.803193930694547,-2.26163253395347,0.993540235604243,0.703193930694547,0.00641830366625219,0.765348140170989
64.2,0.862553756102904,-5.06263122888376,1.18222784831709,0.803193930898279,-2.26163253721259,0.993671115159504,0.70319393089828,0.00628908196498656,0.765348140350442
64.3,0.862553757079045,-5.08310002466969,1.18222784931632,0.803193931102012,-2.26163254047171,0.993799342999171,0.703193931102012,0.00616244578820986,0.765348140529894
64.4,0.862553758055187,-5.10356882045562,1.18222785031555,0.803193931305745,-2.26163254373083,0.993924972848942,0.703193931305745,0.00603834404702451,0.765348140709346
64.5,0.862553759031328,-5.12403761624155,1.18222785131478,0.803193931509478,-2.26163254698995,0.994048057345995,0.703193931509478,0.00591672663636591,0.765348140888798
64.6,0.862553760007469,-5.14450641202748,1.18222785231401,0.80319393171321,-2.26163255024907,0.994168648061038,0.70319393171321,0.00579754441708375,0.76534814106825
64.7,0.862553760983611,-5.16497520781341,1.18222785331324,0.803193931916943,-2.2616325535082,0.994286795519922,0.703193931916943,0.00568074919830835,0.765348141247702
64.8,0.862553761959752,-5.18544400359934,1.18222785431247,0.803193932120675,-2.26163255676732,0.994402549224803,0.703193932120675,0.00556629372009852,0.765348141427154
64.9,0.862553762935893,-5.20591279938527,1.1822278553117,0.803193932324408,-2.26163256002644,0.994515957674891,0.703193932324408,0.0054541316363688,0.765348141606606
65,0.862553763912035,-5.2263815951712,1.18222785631093,0.803193932528141,-2.26163256328556,0.994627068386763,0.703193932528141,0.00534421749809292,0.765348141786058
65.1,0.862553764888176,-5.24685039095713,1.18222785731016,0.803193932731873,-2.26163256654468,0.99473592791428,0.703193932731873,0.00523650673678026,0.765348141965511
65.2,0.862553765864317,-5.26731918674306,1.18222785830939,0.803193932935606,-2.2616325698038,0.994842581868083,0.703193932935606,0.00513095564822303,0.765348142144963
65.3,0.862553766840459,-5.28778798252899,1.18222785930862,0.803193933139339,-2.26163257306293,0.99494707493471,0.703193933139339,0.00502752137651044,0.765348142324415
65.4,0.8625537678166,-5.30825677831493,1.18222786030785,0.803193933343071,-2.26163257632205,0.995049450895317,0.703193933343071,0.00492616189830745,0.765348142503867
