mid_point,pred5,pred_lo,pred_hi,pinf,ve_lower,ve_upper
0,1.35450910952932,-0.387926476554108,3.05831081841557,0.815379251295766,0.404216558754851,0.955139975187497
0.1,1.35450911052916,-0.387942714956329,3.05831081941543,0.815379251442492,0.404212648139073,0.955139975230338
0.2,1.35450911152901,-0.387958953358549,3.05831082041528,0.815379251589218,0.404208737535461,0.95513997527318
0.3,1.35450911252886,-0.38797519176077,3.05831082141514,0.815379251735944,0.404204826944015,0.955139975316021
0.4,1.3545091135287,-0.387991430162991,3.05831082241499,0.81537925188267,0.404200916364735,0.955139975358862
0.5,1.35450911452855,-0.388007668565212,3.05831082341485,0.815379252029396,0.404197005797622,0.955139975401704
0.6,1.35450911552839,-0.388023906967433,3.0583108244147,0.815379252176122,0.404193095242676,0.955139975444545
0.7,1.35450911652824,-0.388040145369654,3.05831082541456,0.815379252322848,0.404189184699898,0.955139975487387
0.8,1.35450911752808,-0.388056383771875,3.05831082641441,0.815379252469574,0.404185274169288,0.955139975530228
0.9,1.35450911852793,-0.388072622174096,3.05831082741427,0.8153792526163,0.404181363650847,0.955139975573069
1,1.35450911952777,-0.388088860576317,3.05831082841412,0.815379252763026,0.404177453144574,0.955139975615911
1.1,1.35450912052762,-0.388105098978537,3.05831082941398,0.815379252909752,0.404173542650472,0.955139975658752
1.2,1.35450912152746,-0.388121337380758,3.05831083041383,0.815379253056479,0.404169632168539,0.955139975701593
1.3,1.35450912252731,-0.388137575782979,3.05831083141369,0.815379253203205,0.404165721698776,0.955139975744435
1.4,1.35450912352716,-0.3881538141852,3.05831083241354,0.815379253349931,0.404161811241185,0.955139975787276
1.5,1.354509124527,-0.388170052587421,3.0583108334134,0.815379253496657,0.404157900795765,0.955139975830118
1.6,1.35450912552685,-0.388186290989642,3.05831083441326,0.815379253643383,0.404153990362516,0.955139975872959
1.7,1.35450912652669,-0.388202529391863,3.05831083541311,0.815379253790109,0.40415007994144,0.9551399759158
1.8,1.35450912752654,-0.388218767794084,3.05831083641297,0.815379253936835,0.404146169532537,0.955139975958642
1.9,1.35450912852638,-0.388235006196305,3.05831083741282,0.815379254083561,0.404142259135806,0.955139976001483
2,1.35450912952623,-0.388251244598525,3.05831083841268,0.815379254230287,0.40413834875125,0.955139976044325
2.1,1.35450913052607,-0.388267483000746,3.05831083941253,0.815379254377013,0.404134438378868,0.955139976087166
2.2,1.35450913152592,-0.388283721402967,3.05831084041239,0.815379254523739,0.40413052801866,0.955139976130008
2.3,1.35450913252577,-0.388299959805188,3.05831084141224,0.815379254670465,0.404126617670627,0.955139976172849
2.4,1.35450913352561,-0.388316198207409,3.0583108424121,0.815379254817191,0.404122707334769,0.95513997621569
2.5,1.35450913452546,-0.38833243660963,3.05831084341195,0.815379254963917,0.404118797011088,0.955139976258532
2.6,1.3545091355253,-0.388348675011851,3.05831084441181,0.815379255110643,0.404114886699583,0.955139976301373
2.7,1.35450913652515,-0.388364913414071,3.05831084541166,0.81537925525737,0.404110976400255,0.955139976344215
2.8,1.35450913752499,-0.388381151816292,3.05831084641152,0.815379255404096,0.404107066113104,0.955139976387056
2.9,1.35450913852484,-0.388397390218513,3.05831084741137,0.815379255550822,0.404103155838131,0.955139976429897
3,1.35450913952468,-0.388413628620734,3.05831084841123,0.815379255697548,0.404099245575336,0.955139976472739
3.1,1.35450914052453,-0.388429867022955,3.05831084941108,0.815379255844274,0.40409533532472,0.95513997651558
3.2,1.35450914152437,-0.388446105425176,3.05831085041094,0.815379255991,0.404091425086283,0.955139976558421
3.3,1.35450914252422,-0.388462343827397,3.05831085141079,0.815379256137726,0.404087514860025,0.955139976601263
3.4,1.35450914352407,-0.388478582229618,3.05831085241065,0.815379256284452,0.404083604645948,0.955139976644104
3.5,1.35450914452391,-0.388494820631839,3.0583108534105,0.815379256431178,0.404079694444051,0.955139976686946
3.6,1.35450914552376,-0.388511059034059,3.05831085441036,0.815379256577904,0.404075784254335,0.955139976729787
3.7,1.3545091465236,-0.38852729743628,3.05831085541021,0.81537925672463,0.404071874076801,0.955139976772628
3.8,1.35450914752345,-0.388543535838501,3.05831085641007,0.815379256871356,0.404067963911448,0.95513997681547
3.9,1.35450914852329,-0.388559774240722,3.05831085740992,0.815379257018082,0.404064053758278,0.955139976858311
4,1.35450914952314,-0.388576012642943,3.05831085840978,0.815379257164808,0.404060143617291,0.955139976901153
4.1,1.35450915052298,-0.388592251045164,3.05831085940963,0.815379257311534,0.404056233488487,0.955139976943994
4.2,1.35450915152283,-0.388608489447385,3.05831086040949,0.81537925745826,0.404052323371866,0.955139976986835
4.3,1.35450915252268,-0.388624727849606,3.05831086140934,0.815379257604986,0.40404841326743,0.955139977029677
4.4,1.35450915352252,-0.388640966251826,3.0583108624092,0.815379257751712,0.404044503175179,0.955139977072518
4.5,1.35450915452237,-0.388657204654047,3.05831086340905,0.815379257898438,0.404040593095112,0.955139977115359
4.6,1.35450915552221,-0.388666138384884,3.05831086440891,0.815379258045164,0.404038441927897,0.955139977158201
4.7,1.35450915652206,-0.38867220546826,3.05831086540876,0.81537925819189,0.404036981027373,0.955139977201042
4.8,1.3545091575219,-0.388678272551636,3.05831086640862,0.815379258338616,0.40403552012855,0.955139977243884
4.9,1.35450915852175,-0.388684339635012,3.05831086740848,0.815379258485342,0.404034059231427,0.955139977286725
5,1.35450915952159,-0.388690406718388,3.05831086840833,0.815379258632068,0.404032598336007,0.955139977329566
5.1,1.35450916052144,-0.388696473801764,3.05831086940819,0.815379258778795,0.404031137442287,0.955139977372408
5.2,1.35450916152128,-0.38870254088514,3.05831087040804,0.81537925892552,0.404029676550269,0.955139977415249
5.3,1.35450916252113,-0.388708607968516,3.0583108714079,0.815379259072247,0.404028215659951,0.955139977458091
5.4,1.35450916352098,-0.388714675051891,3.05831087240775,0.815379259218973,0.404026754771335,0.955139977500932
5.5,1.35450916452082,-0.388720742135267,3.05831087340761,0.815379259365699,0.404025293884421,0.955139977543774
5.6,1.35450916552067,-0.388726809218643,3.05831087440746,0.815379259512425,0.404023832999207,0.955139977586615
5.7,1.35450916652051,-0.388732876302019,3.05831087540732,0.815379259659151,0.404022372115695,0.955139977629456
5.8,1.35450916752036,-0.388738943385395,3.05831087640717,0.815379259805877,0.404020911233884,0.955139977672298
5.9,1.3545091685202,-0.388745010468771,3.05831087740703,0.815379259952603,0.404019450353775,0.955139977715139
6,1.35450916952005,-0.388751077552147,3.05831087840688,0.815379260099329,0.404017989475367,0.95513997775798
6.1,1.35450917051989,-0.388757144635523,3.05831087940674,0.815379260246055,0.404016528598661,0.955139977800822
6.2,1.35450917151974,-0.388763211718899,3.05831088040659,0.815379260392781,0.404015067723656,0.955139977843663
6.3,1.35450917251959,-0.388769278802275,3.05831088140645,0.815379260539507,0.404013606850352,0.955139977886505
6.4,1.35450917351943,-0.388775345885651,3.0583108824063,0.815379260686233,0.40401214597875,0.955139977929346
6.5,1.35450917451928,-0.388781412969027,3.05831088340616,0.815379260832959,0.404010685108849,0.955139977972187
6.6,1.35450917551912,-0.388787480052403,3.05831088440601,0.815379260979685,0.404009224240651,0.955139978015029
6.7,1.35450917651897,-0.388793547135779,3.05831088540587,0.815379261126411,0.404007763374153,0.95513997805787
6.8,1.35450917751881,-0.388799614219154,3.05831088640572,0.815379261273137,0.404006302509357,0.955139978100712
6.9,1.35450917851866,-0.38880568130253,3.05831088740558,0.815379261419863,0.404004841646263,0.955139978143553
7,1.3545091795185,-0.388811748385906,3.05831088840543,0.815379261566589,0.40400338078487,0.955139978186394
7.1,1.35450918051835,-0.388817815469282,3.05831088940529,0.815379261713315,0.40400191992518,0.955139978229236
7.2,1.35450918151819,-0.388823882552658,3.05831089040514,0.815379261860042,0.40400045906719,0.955139978272077
7.3,1.35450918251804,-0.388829949636034,3.058310891405,0.815379262006768,0.403998998210903,0.955139978314919
7.4,1.35450918351789,-0.38883601671941,3.05831089240485,0.815379262153494,0.403997537356317,0.95513997835776
7.5,1.35450918451773,-0.388842083802786,3.05831089340471,0.81537926230022,0.403996076503433,0.955139978400601
7.6,1.35450918551758,-0.388848150886162,3.05831089440456,0.815379262446946,0.403994615652251,0.955139978443443
7.7,1.35450918651742,-0.388854217969538,3.05831089540442,0.815379262593672,0.403993154802771,0.955139978486284
7.8,1.35450918751727,-0.388860285052914,3.05831089640428,0.815379262740398,0.403991693954992,0.955139978529126
7.9,1.35450918851711,-0.38886635213629,3.05831089740413,0.815379262887124,0.403990233108915,0.955139978571967
8,1.35450918951696,-0.388872419219666,3.05831089840399,0.81537926303385,0.403988772264541,0.955139978614808
8.1,1.3545091905168,-0.388878486303042,3.05831089940384,0.815379263180576,0.403987311421868,0.95513997865765
8.2,1.35450919151665,-0.388884553386417,3.0583109004037,0.815379263327302,0.403985850580897,0.955139978700491
8.3,1.3545091925165,-0.388890620469793,3.05831090140355,0.815379263474028,0.403984389741628,0.955139978743333
8.4,1.35450919351634,-0.388896687553169,3.05831090240341,0.815379263620754,0.403982928904061,0.955139978786174
8.5,1.35450919451619,-0.388902754636545,3.05831090340326,0.81537926376748,0.403981468068196,0.955139978829015
8.6,1.35450919551603,-0.388908821719921,3.05831090440312,0.815379263914206,0.403980007234033,0.955139978871857
8.7,1.35450919651588,-0.388914888803297,3.05831090540297,0.815379264060932,0.403978546401572,0.955139978914698
8.8,1.35450919751572,-0.388920955886673,3.05831090640283,0.815379264207658,0.403977085570813,0.95513997895754
8.9,1.35450919851557,-0.388927022970049,3.05831090740268,0.815379264354384,0.403975624741756,0.955139979000381
9,1.35450919951541,-0.388933090053425,3.05831090840254,0.81537926450111,0.403974163914401,0.955139979043222
9.1,1.35450920051526,-0.388939157136801,3.05831090940239,0.815379264647836,0.403972703088749,0.955139979086064
