"iso3","iso3.re","iso3.re.var","group"
"ARM",-0.0143791261656116,0.016161219310848,"15-19"
"AZE",-0.32859561279837,0.016161219310848,"15-19"
"BDI",-0.0669646434324482,0.0160362145317393,"15-19"
"BEN",-0.00600169042087403,0.00961177330156227,"15-19"
"BFA",0.0805421498260811,0.00961177330156227,"15-19"
"BGD",-0.0165708676515576,0.00768523451614274,"15-19"
"BOL",0.218512569218293,0.00773704293676565,"15-19"
"BRA",0.0729827327126963,0.0121300707503774,"15-19"
"BWA",-0.0596323830931568,0.0160362145317393,"15-19"
"CAF",-0.0721014257014905,0.0160409035050328,"15-19"
"CIV",0.0143192979062071,0.0118585718035871,"15-19"
"CMR",-0.00446482812942009,0.00961177330156227,"15-19"
"COD",-0.0172185310678428,0.0160409035050328,"15-19"
"COG",-0.0223233437442057,0.0160409035050328,"15-19"
"COL",-0.0706524378882952,0.00707947924482631,"15-19"
"COM",0.064597424367373,0.0160362145317393,"15-19"
"DOM",-0.115208944579056,0.00773704293676565,"15-19"
"ECU",-0.000162659339195619,0.0161756085727528,"15-19"
"EGY",-0.0833186008376625,0.00849654694632256,"15-19"
"ERI",0.0598040829486891,0.0118491211471845,"15-19"
"ETH",-0.0575167626138786,0.00959899835317637,"15-19"
"GAB",-0.0752233839417036,0.0160409035050328,"15-19"
"GHA",0.128470416410796,0.00725203843447406,"15-19"
"GIN",0.0437086416894107,0.0118585718035871,"15-19"
"GTM",0.028555877353274,0.00997877268068534,"15-19"
"GUY",0.00225044828876359,0.0161756085727528,"15-19"
"HND",-0.164777797345891,0.0161756085727528,"15-19"
"HTI",0.318685329504079,0.00997877268068534,"15-19"
"IDN",-0.0110276333836431,0.00702356728231762,"15-19"
"IND",0.0364112117276595,0.00993956962563715,"15-19"
"JOR",-0.0349889831734468,0.009414646475317,"15-19"
"KAZ",0.407651013654774,0.0121010690987071,"15-19"
"KEN",-0.225506557345714,0.00723515582421322,"15-19"
"KGZ",0.144689803618184,0.016161219310848,"15-19"
"KHM",0.0915020473439951,0.00993956962563715,"15-19"
"LBR",-0.0426930925891782,0.0118585718035871,"15-19"
"LKA",-0.304093861326878,0.016161219310848,"15-19"
"LSO",0.217091026306047,0.0118491211471845,"15-19"
"MAR",-0.0272459269653381,0.0112482030759786,"15-19"
"MDG",-0.105811323133148,0.00819481259947489,"15-19"
"MEX",-0.0146744625140968,0.0161756085727528,"15-19"
"MLI",-0.033182835026634,0.0082099494263762,"15-19"
"MOZ",-0.0045819965098019,0.0118491211471845,"15-19"
"MRT",0.0409760848379782,0.0160409035050328,"15-19"
"MWI",0.0150133508882664,0.00819481259947489,"15-19"
"NAM",0.0108507621754407,0.00959899835317637,"15-19"
"NER",0.077521084300891,0.00961177330156227,"15-19"
"NGA",0.164657099351793,0.00961177330156227,"15-19"
"NIC",-0.0668656313741984,0.0121300707503774,"15-19"
"NPL",0.00569031917092757,0.0085983499166581,"15-19"
"PAK",0.0639666454348179,0.0121010690987071,"15-19"
"PER",0.0224279787888253,0.00773704293676565,"15-19"
"PHL",-0.11071079373539,0.00993956962563715,"15-19"
"PRY",-0.183365908367903,0.0161756085727528,"15-19"
"RWA",0.141924590886375,0.00723515582421322,"15-19"
"SDN",0.128811398786833,0.0160362145317393,"15-19"
"SEN",-0.0332347775254753,0.00725203843447406,"15-19"
"SLE",0.00305562082549213,0.0160409035050328,"15-19"
"STP",0.00537154157183133,0.0160409035050328,"15-19"
"SWZ",0.169020393649807,0.0160362145317393,"15-19"
"TCD",-0.0761307686873998,0.0118585718035871,"15-19"
"TGO",0.0356498491565506,0.0118585718035871,"15-19"
"THA",0.126444060936144,0.016161219310848,"15-19"
"TTO",-0.155391668125598,0.0161756085727528,"15-19"
"TUN",0.0692916630052759,0.0166415458933344,"15-19"
"TUR",-0.137532953214739,0.0112482030759786,"15-19"
"TZA",0.0370342979209071,0.00723515582421322,"15-19"
