"ihme_loc_id","scale","amp2x","lambda","zeta","are","coverage","loss","best"
"IND_43920",25,1,0.8,0.9,0.164889129725808,1,0.214889129725808,1
"IND_43921",30,1,0.7,0.8,0.920097455715936,0.986326109391125,0.956423565107061,1
"IND_43922",30,1,0.8,0.9,0.187639142070046,1,0.237639142070046,1
"IND_43923",30,1,0.8,0.99,0.136189794646103,1,0.186189794646103,1
"IND_43924",30,1,0.9,0.99,0.378801579037384,1,0.428801579037384,1
"IND_43926",30,1,0.7,0.7,0.24662015660562,1,0.29662015660562,1
"IND_43927",30,1,0.6,0.9,0.0960171152698023,1,0.146017115269802,1
"IND_43928",30,1,0.8,0.99,0.363451925121839,0.987196585756202,0.40064851087804,1
"IND_43929",30,1,0.8,0.8,0.510936924630261,0.94716459197787,0.511504006234687,1
"IND_43930",30,1,0.8,0.99,0.51159399313022,0.997152799746916,0.558746792877136,1
"IND_43931",30,1,0.6,0.7,0.263792868709027,1,0.313792868709027,1
"IND_43932",30,1,0.7,0.7,0.166729033216151,1,0.216729033216151,1
"IND_43934",30,1,0.8,0.99,0.169307989373832,1,0.219307989373832,1
"IND_43935",30,1,0.9,0.99,0.208302621087016,1,0.258302621087016,1
"IND_43936",30,1,0.9,0.7,0.358944987413391,1,0.408944987413391,1
"IND_43937",30,1.5,0.6,0.7,0.189818161158959,1,0.239818161158959,1
"IND_43938",30,1.5,0.9,0.8,1.13008388836179,1,1.18008388836179,1
"IND_43939",30,1,0.9,0.8,0.354996088708224,0.977937267410952,0.382933356119175,1
"IND_43940",30,1,0.6,0.8,0.104681821293309,1,0.154681821293309,1
"IND_43941",30,1,0.6,0.8,0.197602970377372,1,0.247602970377372,1
"IND_43942",30,1,0.9,0.99,0.143915002768788,1,0.193915002768788,1
"IND_44538",30,1,0.8,0.7,1.19805123479105,1,1.24805123479105,1
"IND_44539",30,1,0.8,0.9,0.784510186013292,1,0.834510186013292,1
"IND_44540",20,3,0.8,0.8,0.0908771935019672,1,0.140877193501967,1
"IND_4841",30,1,0.9,0.7,0.156196027873766,1,0.206196027873766,1
"IND_4842",30,1,0.8,0.7,7.28776488027068,1,7.33776488027068,1
"IND_4843",25,3,0.7,0.99,0.428226368228322,1,0.478226368228322,1
"IND_4844",30,1,0.7,0.8,0.133805668965145,1,0.183805668965145,1
"IND_4846",30,1.5,0.6,0.8,0.168980084339084,1,0.218980084339084,1
"IND_4849",5,1,0.7,0.9,1.19284017969919,1,1.24284017969919,1
"IND_4850",30,1,0.6,0.7,0.836500177273859,1,0.886500177273859,1
"IND_4851",25,3,0.7,0.8,0.130948125149728,1,0.180948125149728,1
"IND_4852",25,3,0.6,0.7,0.176439962609957,1,0.226439962609957,1
"IND_4853",30,1,0.6,0.99,0.13398967985112,1,0.18398967985112,1
"IND_4854",30,1,0.7,0.7,0.736671254598732,1,0.786671254598732,1
"IND_4855",30,1,0.8,0.99,0.135692810956065,1,0.185692810956065,1
"IND_4856",25,2.5,0.9,0.9,0.109815314164095,1,0.159815314164095,1
"IND_4857",30,1,0.7,0.7,0.427870972368913,1,0.477870972368913,1
"IND_4859",30,1,0.6,0.99,0.112314856498517,1,0.162314856498518,1
"IND_4860",20,3,0.7,0.9,0.0957387058107203,1,0.14573870581072,1
"IND_4861",30,1,0.6,0.8,0.391562416525712,1,0.441562416525712,1
"IND_4862",30,1,0.7,0.9,0.355718866826708,1,0.405718866826708,1
"IND_4863",30,1,0.8,0.8,0.629362630475822,1,0.679362630475822,1
"IND_4864",5,1,0.6,0.8,5.82224196127555,1,5.87224196127555,1
"IND_4865",30,1,0.7,0.7,0.0980129785222597,1,0.14801297852226,1
"IND_4867",30,2,0.9,0.7,0.0881270861755059,1,0.138127086175506,1
"IND_4868",30,1,0.6,0.9,0.100382402405607,1,0.150382402405607,1
"IND_4869",30,1,0.8,0.7,5.91257173901549,1,5.96257173901549,1
"IND_4870",30,1.5,0.6,0.8,0.102867232789579,1,0.152867232789579,1
"IND_4871",30,1,0.6,0.9,0.298970427144481,1,0.348970427144481,1
"IND_4872",30,1,0.7,0.9,0.261849592744628,1,0.311849592744628,1
"IND_4873",30,2,0.6,0.7,0.0648160097764454,1,0.114816009776445,1
"IND_4874",30,2,0.6,0.8,0.157143060410733,1,0.207143060410733,1
"IND_4875",25,1,0.9,0.7,0.0664059824258981,1,0.116405982425898,1
"IRL",30,3,0.4,0.99,0.136649392798606,1,0.186649392798606,1
"IRN",5,1,0.8,0.99,0.605773940194305,1,0.655773940194305,1
"IRQ",30,1,0.8,0.9,0.141119709019069,0.981955440986927,0.173075150005995,1
"ISL",30,1,0.5,0.99,0.262349935329342,0.96669442131557,0.279044356644913,1
"ISR",30,3,0.3,0.99,0.172589139598043,1,0.222589139598043,1
"ITA",15,3,0.5,0.99,0.0549396272089253,1,0.104939627208925,1
"JAM",5,1,0.9,0.99,0.327237784331492,1,0.377237784331492,1
"JOR",30,1,0.6,0.9,0.21482396410329,0.932638436482085,0.218296276806873,1
"JPN",30,2,0.3,0.99,0.0336920906622753,1,0.0836920906622753,1
"JPN_35424",15,2.5,0.5,0.7,0.0960878693590186,1,0.146087869359019,1
"JPN_35425",5,3,0.5,0.7,0.150153441703611,1,0.200153441703611,1
"JPN_35426",20,3,0.5,0.8,0.163926139674142,1,0.213926139674142,1
"JPN_35427",30,2.5,0.5,0.9,0.0919767384186694,1,0.141976738418669,1
"JPN_35428",5,2.5,0.5,0.8,0.15405429434776,1,0.20405429434776,1
"JPN_35429",10,2.5,0.5,0.99,0.162379282655704,1,0.212379282655704,1
"JPN_35430",30,2,0.5,0.99,0.167697867269969,0.999167360532889,0.216865227802858,1
"JPN_35431",30,2.5,0.5,0.9,0.0889669768914454,1,0.138966976891445,1
"JPN_35432",10,3,0.4,0.99,0.124940943906457,1,0.174940943906457,1
"JPN_35433",5,3,0.5,0.99,0.109885097406663,1,0.159885097406663,1
"JPN_35434",10,2.5,0.4,0.8,0.0984713727333996,1,0.1484713727334,1
"JPN_35435",30,3,0.4,0.99,0.0532519274169712,1,0.103251927416971,1
"JPN_35436",25,2.5,0.4,0.7,0.0653733376281408,1,0.115373337628141,1
"JPN_35437",15,3,0.5,0.99,0.0924950866764646,1,0.142495086676465,1
"JPN_35438",5,2.5,0.4,0.9,0.0961216329344354,1,0.146121632934435,1
"JPN_35439",30,2,0.5,0.99,0.14701536994677,1,0.19701536994677,1
"JPN_35440",5,3,0.4,0.9,0.148306082717065,1,0.198306082717065,1
"JPN_35441",5,3,0.4,0.8,0.135677835720927,1,0.185677835720927,1
"JPN_35442",20,1,0.5,0.7,0.164768786302161,1,0.214768786302161,1
"JPN_35443",25,2,0.4,0.8,0.103619155296294,1,0.153619155296294,1
"JPN_35444",30,3,0.4,0.99,0.125787533006752,1,0.175787533006752,1
"JPN_35445",10,2.5,0.4,0.8,0.114867827997362,1,0.164867827997362,1
"JPN_35446",30,3,0.5,0.99,0.0956892265634016,1,0.145689226563402,1
"JPN_35447",25,2.5,0.5,0.7,0.183518999008909,0.98917568692756,0.22269468593647,1
"JPN_35448",15,2.5,0.5,0.99,0.115334421058727,1,0.165334421058727,1
"JPN_35449",25,2.5,0.4,0.9,0.10919340020557,1,0.15919340020557,1
"JPN_35450",20,2.5,0.5,0.99,0.0716165327233014,1,0.121616532723301,1
"JPN_35451",30,2,0.5,0.7,0.0493094451276709,1,0.0993094451276709,1
"JPN_35452",5,2.5,0.4,0.9,0.170375099488557,1,0.220375099488557,1
"JPN_35453",30,1.5,0.5,0.99,0.128436786109549,1,0.178436786109549,1
"JPN_35454",30,1,0.5,0.8,0.230451042335377,0.963363863447127,0.243814905782505,1
"JPN_35455",30,1,0.5,0.7,0.143428314130597,1,0.193428314130597,1
"JPN_35456",10,2.5,0.5,0.8,0.125810682497967,1,0.175810682497967,1
"JPN_35457",20,2.5,0.4,0.99,0.141086804713075,1,0.191086804713075,1
"JPN_35458",10,2.5,0.4,0.99,0.122692823099406,1,0.172692823099406,1
"JPN_35459",30,2.5,0.5,0.99,0.16460876710398,1,0.21460876710398,1
"JPN_35460",5,2.5,0.5,0.7,0.175295501546376,1,0.225295501546376,1
"JPN_35461",5,2,0.4,0.8,0.130297015090672,1,0.180297015090672,1
"JPN_35462",30,1.5,0.5,0.7,0.306090477249963,0.980016652789342,0.336107130039305,1
"JPN_35463",30,2,0.4,0.9,0.101686755836095,1,0.151686755836095,1
"JPN_35464",25,1.5,0.5,0.7,0.181445983561199,1,0.231445983561199,1
"JPN_35465",25,3,0.5,0.9,0.131314246316418,1,0.181314246316418,1
"JPN_35466",30,2,0.5,0.7,0.142029556068228,1,0.192029556068228,1
"JPN_35467",20,3,0.5,0.9,0.132123922102992,1,0.182123922102991,1
"JPN_35468",30,1.5,0.5,0.8,0.158816723978572,1,0.208816723978572,1
"JPN_35469",10,3,0.5,0.7,0.109547796902394,1,0.159547796902394,1
"JPN_35470",5,2.5,0.5,0.9,0.157273411551837,1,0.207273411551837,1
"KAZ",10,1.5,0.8,0.9,0.248989398100027,1,0.298989398100027,1
"KEN",15,1,0.8,0.7,0.250408942742941,0.987949703108627,0.288358645851568,1
"KEN_35617",30,1,0.7,0.8,0.687914662625725,0.975219298245614,0.713133960871339,1
"KEN_35618",30,1,0.6,0.9,1.54321075713498,0.832163229486617,1.56677811123765,1
"KEN_35619",5,1,0.6,0.7,0.193159068278608,1,0.243159068278608,1
"KEN_35620",10,1.5,0.6,0.9,0.156797623248986,1,0.206797623248986,1
"KEN_35621",30,1,0.7,0.9,0.560854612558074,1,0.610854612558074,1
"KEN_35622",30,2.5,0.9,0.99,0.650342834895925,0.949024013481253,0.650538032199674,1
"KEN_35623",30,1,0.6,0.9,1.2216342333556,0.923179311656208,1.22699837102436,1
"KEN_35624",30,1,0.9,0.7,0.172973598087357,0.987497829484285,0.210471427571643,1
"KEN_35625",30,1,0.9,0.7,0.895559307998705,0.982486173294706,0.928045481293411,1
"KEN_35626",30,1,0.8,0.9,0.741662324487913,0.980987762237762,0.772650086725675,1
"KEN_35627",5,2,0.9,0.7,0.167269835819459,1,0.217269835819459,1
"KEN_35628",30,1,0.6,0.7,0.556581397586082,0.97630755476084,0.582888952346923,1
"KEN_35629",30,1,0.6,0.9,0.907680136797661,0.890967056323061,0.919486725533049,1
"KEN_35630",30,1,0.9,0.99,0.405861888113327,0.998502353444587,0.454364241557914,1
"KEN_35631",30,1,0.9,0.9,0.435266613729487,0.968370883882149,0.453637497611636,1
"KEN_35632",5,1,0.8,0.99,0.303612110974793,1,0.353612110974793,1
"KEN_35633",25,3,0.9,0.7,0.223859965861363,0.971783674840443,0.245643640701806,1
"KEN_35634",10,1,0.9,0.7,0.271892440142817,0.994971634863332,0.316864075006148,1
"KEN_35635",20,1,0.7,0.9,0.305322148056349,0.997860504920839,0.353182652977188,1
"KEN_35636",30,1,0.6,0.7,0.740851989699538,1,0.790851989699538,1
"KEN_35637",30,1,0.7,0.9,0.484549860986112,1,0.534549860986112,1
"KEN_35638",5,1,0.9,0.9,0.52669147946814,0.986958723727526,0.563650203195666,1
"KEN_35639",20,1,0.9,0.7,0.339170607169954,1,0.389170607169953,1
"KEN_35640",30,2.5,0.8,0.8,1.32332179101692,0.973569119604488,1.3468909106214,1
"KEN_35641",30,1,0.9,0.9,0.463960492667749,0.994673768308921,0.50863426097667,1
"KEN_35642",30,1,0.7,0.8,0.5442374897155,0.986950986632718,0.581188476348218,1
"KEN_35643",20,3,0.8,0.7,0.191186978883709,1,0.241186978883709,1
"KEN_35644",5,1,0.8,0.8,0.599930258272683,0.995515695067265,0.645445953339948,1
"KEN_35645",30,1,0.8,0.8,0.366374611734641,0.912996545768566,0.373775302580928,1
"KEN_35646",30,1,0.9,0.9,0.272149679049955,0.954134231011992,0.276283910061948,1
"KEN_35647",25,1,0.6,0.7,0.400277057903265,0.984924623115578,0.435201681018843,1
"KEN_35648",30,1,0.8,0.7,0.308467172764509,0.952150797486709,0.310617970251217,1
"KEN_35649",30,1,0.8,0.9,0.559153364523218,0.960025247212287,0.569178611735505,1
"KEN_35650",30,1,0.7,0.9,0.431369012752362,0.990860321875621,0.472229334627983,1
"KEN_35651",15,1,0.9,0.99,0.344381387277811,1,0.394381387277811,1
"KEN_35652",30,1,0.7,0.7,0.274050454766602,0.966605672461116,0.290656127227718,1
"KEN_35653",30,2,0.6,0.7,0.58376252568326,1,0.63376252568326,1
"KEN_35654",20,3,0.8,0.9,0.186460054764952,1,0.236460054764952,1
"KEN_35655",30,1,0.7,0.9,0.264207672635627,0.965768078733419,0.279975751369046,1
"KEN_35656",30,1,0.9,0.8,0.452147338203809,0.912340619307832,0.459679214342242,1
"KEN_35657",5,1,0.6,0.9,0.470945950573709,0.983745231381655,0.504691181955365,1
"KEN_35658",30,1,0.8,0.9,0.482717792689048,0.892425650557621,0.494232662577524,1
"KEN_35659",30,2,0.8,0.99,0.82848547762864,0.947646103896104,0.828956256849419,1
"KEN_35660",30,1,0.6,0.99,0.374531036145684,0.969191270860077,0.393722307005761,1
"KEN_35661",25,2.5,0.9,0.7,0.331371866476042,0.992189759907434,0.373561626383476,1
"KEN_35662",30,2,0.9,0.7,1.20745132387224,1,1.25745132387224,1
"KEN_35663",30,1,0.7,0.7,0.424969023120558,0.950593364010656,0.425562387131214,1
"KEN_44793",15,1,0.8,0.7,NA,NA,NA,1
"KEN_44794",15,1,0.8,0.7,NA,NA,NA,1
"KEN_44795",15,1,0.8,0.7,NA,NA,NA,1
"KEN_44796",15,1,0.8,0.7,NA,NA,NA,1
"KEN_44797",15,1,0.8,0.7,NA,NA,NA,1
"KEN_44798",15,1,0.8,0.7,NA,NA,NA,1
"KEN_44799",15,1,0.8,0.7,NA,NA,NA,1
"KEN_44800",15,1,0.8,0.7,NA,NA,NA,1
"KGZ",30,1.5,0.7,0.9,0.274188421260008,0.995404562612834,0.319592983872842,1
"KHM",15,1,0.7,0.7,0.443339242021702,1,0.493339242021702,1
"KIR",15,3,0.8,0.9,0.210374254660316,1,0.260374254660316,1
"KOR",5,2,0.5,0.99,0.102585279211117,1,0.152585279211117,1
"KWT",15,3,0.8,0.9,0.158136920257997,1,0.208136920257997,1
"LAO",15,3,0.7,0.9,0.121399800260006,1,0.171399800260006,1
"LBN",5,1,0.8,0.7,0.26807019737726,1,0.31807019737726,1
"LBR",25,1,0.6,0.8,0.215566183251851,0.946289569278671,0.216308269396116,1
"LBY",30,1.5,0.7,0.7,0.15479920319483,1,0.20479920319483,1
"LCA",10,3,0.9,0.99,0.183796482192866,1,0.233796482192866,1
"LKA",5,1,0.6,0.99,0.173219706458656,0.980769230769231,0.203988937227886,1
"LSO",30,2,0.8,0.9,0.214067837238919,0.946740858505564,0.214719665537806,1
"LTU",20,1,0.1,0.9,0.0795160441128979,1,0.129516044112898,1
"LUX",30,1,0.3,0.99,0.308395608599885,0.990720913633119,0.349116522233004,1
"LVA",5,2.5,0.5,0.8,0.112949244536044,1,0.162949244536044,1
"MAR",30,1,0.9,0.7,1.25269969897531,1,1.30269969897531,1
"MDA",5,2,0.6,0.99,0.271630841664814,1,0.321630841664814,1
"MDG",5,1,0.5,0.99,0.155923463935769,1,0.205923463935769,1
"MDV",30,1,0.7,0.99,0.557561498719356,0.97312,0.580681498719356,1
"MEX",25,3,0.9,0.99,0.152225028753858,1,0.202225028753858,1
"MEX_4643",5,3,0.7,0.8,0.262264466480396,1,0.312264466480396,1
"MEX_4644",30,3,0.6,0.99,0.239710053184179,1,0.289710053184179,1
"MEX_4645",30,1.5,0.6,0.99,0.298901623003655,0.951727558274095,0.30062918127775,1
"MEX_4646",10,3,0.7,0.7,0.185600807368628,1,0.235600807368628,1
"MEX_4647",30,3,0.9,0.8,0.268311977382017,1,0.318311977382017,1
"MEX_4648",5,3,0.8,0.7,0.197691068023587,1,0.247691068023587,1
"MEX_4649",30,1.5,0.8,0.8,0.310744570124429,1,0.360744570124429,1
"MEX_4650",30,1,0.6,0.99,0.331923021139906,1,0.381923021139906,1
"MEX_4651",30,1.5,0.6,0.7,0.268143602453704,0.93651843279881,0.270839915893942,1
"MEX_4652",5,1,0.9,0.7,0.458312481108847,1,0.508312481108847,1
"MEX_4653",15,1,0.8,0.9,0.136763470380091,1,0.186763470380091,1
"MEX_4654",5,1,0.7,0.7,0.496482789900453,1,0.546482789900453,1
"MEX_4655",30,1,0.8,0.9,0.245533403022355,1,0.295533403022355,1
"MEX_4656",5,3,0.9,0.99,0.213172716445286,0.998181517606216,0.261354234051502,1
"MEX_4657",30,3,0.6,0.99,0.148208662082923,1,0.198208662082923,1
"MEX_4658",30,1,0.8,0.8,0.251714670568096,1,0.301714670568096,1
"MEX_4659",5,3,0.6,0.7,0.166333956601178,1,0.216333956601178,1
"MEX_4660",30,2.5,0.7,0.99,0.378757046638623,1,0.428757046638623,1
"MEX_4661",30,3,0.9,0.7,0.275820413820798,1,0.325820413820798,1
"MEX_4662",30,1,0.9,0.8,0.315074376868569,1,0.365074376868569,1
"MEX_4663",25,3,0.8,0.99,0.12860275547896,1,0.17860275547896,1
"MEX_4664",5,1,0.7,0.9,2.29766159957384,1,2.34766159957384,1
"MEX_4665",20,3,0.8,0.7,0.248438127212757,1,0.298438127212757,1
"MEX_4666",5,1,0.7,0.99,0.218039101340289,1,0.268039101340289,1
"MEX_4667",30,1,0.7,0.7,0.347930643035518,0.999834683418747,0.397765326454265,1
"MEX_4668",25,3,0.8,0.8,0.249053546430126,1,0.299053546430126,1
"MEX_4669",30,3,0.9,0.99,0.174401613548499,1,0.224401613548499,1
"MEX_4670",5,2,0.6,0.9,0.379561780652715,1,0.429561780652715,1
"MEX_4671",30,3,0.9,0.99,0.179966742695389,1,0.229966742695389,1
"MEX_4672",25,3,0.7,0.7,0.203671449348462,1,0.253671449348462,1
"MEX_4673",30,1,0.8,0.99,0.175964480523102,1,0.225964480523102,1
"MEX_4674",5,1,0.9,0.8,0.379179315022054,1,0.429179315022054,1
"MHL",5,2,0.8,0.8,0.230605265302016,1,0.280605265302016,1
"MKD",5,2,0.9,0.7,0.16751626087728,0.991119881598421,0.208636142475701,1
"MLI",30,3,0.6,0.8,0.414871466589572,0.890627911309857,0.426745884327601,1
"MLT",30,1,0.3,0.99,0.216033841051915,0.953881629515757,0.219915470567672,1
"MMR",10,1,0.8,0.9,0.0860181889631568,1,0.136018188963157,1
"MNE",10,1,0.7,0.8,0.260873961168722,0.997502081598668,0.30837604276739,1
"MNG",15,1,0.8,0.9,0.230339799302804,1,0.280339799302804,1
"MNP",5,2,0.6,0.9,0.240990832907632,1,0.290990832907632,1
"MOZ",30,1,0.6,0.9,0.15146263999033,0.978540772532189,0.180003412522519,1
"MRT",30,1,0.6,0.9,0.13702983298988,1,0.18702983298988,1
"MUS",30,3,0.8,0.99,0.186733549810073,0.940042826552463,0.188724984499581,1
"MWI",5,1,0.8,0.7,0.197309467836155,1,0.247309467836155,1
"MYS",25,1,0.9,0.99,0.122868689245945,0.994005994005994,0.166874683251939,1
"NAM",10,3,0.6,0.9,0.185100539985887,1,0.235100539985887,1
"NER",30,1.5,0.6,0.9,0.236521892045106,0.958052822371828,0.244574714416935,1
"NGA",15,1,0.6,0.8,0.377345861986621,0.935962310242541,0.380153399938113,1
"NIC",30,1.5,0.8,0.7,0.294717629627768,1,0.344717629627768,1
"NLD",30,3,0.5,0.99,0.160171732179169,1,0.210171732179169,1
"NOR",30,3,0.3,0.99,0.134216674455867,1,0.184216674455867,1
"NPL",30,1,0.8,0.8,0.277292809365999,0.997778189224218,0.325070998590217,1
"NZL",30,3,0.5,0.8,0.183193728552807,1,0.233193728552807,1
"OMN",30,1,0.6,0.8,0.757998698908792,1,0.807998698908792,1
"PAK",30,1,0.7,0.8,0.53940456025667,0.988862917640588,0.578267477897258,1
"PAN",30,3,0.6,0.9,0.277658568184826,1,0.327658568184826,1
"PER",15,2.5,0.9,0.9,0.214168370533413,1,0.264168370533413,1
"PHL",30,1,0.6,0.9,0.31124610413189,0.944665506093012,0.312313002913288,1
"PNG",20,2,0.9,0.9,0.0308859557502709,1,0.0808859557502709,1
"POL",5,3,0.6,0.9,0.107429150268615,1,0.157429150268615,1
"PRI",30,3,0.8,0.9,0.193689778518615,0.967982129560685,0.211671908079301,1
"PRK",10,3,0.6,0.99,0.319658363910995,1,0.369658363910995,1
"PRT",30,1,0.3,0.99,0.153452748946757,0.907922912205567,0.161868166505643,1
"PRY",10,1,0.7,0.99,0.244930132706265,0.990857142857143,0.285787275563408,1
"PSE",5,1,0.6,0.7,0.437475160331126,1,0.487475160331126,1
"QAT",5,1.5,0.6,0.8,0.160117232346564,0.999231360491929,0.209348592838493,1
"ROU",20,3,0.8,0.9,0.0990069449816843,1,0.149006944981684,1
"RUS",30,1.5,0.1,0.9,0.105526433032861,0.966179861644889,0.121706294677749,1
"RWA",5,1,0.9,0.99,0.12235058034809,1,0.17235058034809,1
"SAU",30,1.5,0.7,0.9,0.623825735011381,1,0.673825735011381,1
"SAU_44541",10,1,0.7,0.8,0.794178227180398,0.913549459684123,0.801468335243573,1
"SAU_44542",20,1,0.7,0.9,0.464284906599993,0.949293433083957,0.464426219983201,1
"SAU_44543",25,1,0.9,0.99,4.6135241819832,0.651754385964912,4.67317330479022,1
"SAU_44544",30,1,0.8,0.9,0.547507199923411,0.979218620116376,0.576725820039787,1
"SAU_44545",30,1,0.6,0.99,1.60563792604751,0.645885286783042,1.6664608686909,1
"SAU_44546",15,1,0.7,0.7,0.503858785073751,1,0.553858785073751,1
"SAU_44547",20,1,0.7,0.99,0.562013220382123,1,0.612013220382123,1
"SAU_44548",10,1,0.7,0.7,0.495922922857802,0.936824605153782,0.498558001827045,1
"SAU_44549",5,1,0.8,0.8,0.47921595265453,0.949293433083957,0.479357266037739,1
"SAU_44550",15,1,0.9,0.9,0.803161741982423,0.961762261014131,0.814924002996555,1
"SAU_44551",30,1,0.8,0.9,0.925948085942682,0.969243557772236,0.945191643714918,1
"SAU_44552",30,1,0.9,0.99,1.59956273418105,0.726517040731505,1.64425932603475,1
"SAU_44553",20,1,0.9,0.7,0.895549050408223,0.963424771404821,0.908973821813044,1
"SDN",10,1,0.8,0.9,0.103278557463074,1,0.153278557463074,1
"SEN",30,1,0.6,0.9,0.327742415493468,0.909875277635401,0.335767359966388,1
"SGP",25,1,0.5,0.99,0.102501338018686,1,0.152501338018686,1
"SLB",15,1,0.8,0.7,0.0593595240593367,1,0.109359524059337,1
"SLE",30,1,0.9,0.8,0.120501044428467,0.982539212784848,0.153040257213314,1
"SLV",5,1,0.7,0.99,0.382995494903709,1,0.432995494903709,1
"SOM",30,1,0.7,0.8,0.295403704638352,0.94971671388102,0.295460361862148,1
"SRB",15,1,0.6,0.7,0.395409307983454,0.942620610904939,0.396885185802467,1
"SSD",30,3,0.7,0.9,0.365373210331629,0.945772386728505,0.366218732985928,1
"STP",30,1,0.9,0.9,0.164903468899831,1,0.214903468899831,1
"SUR",30,1.5,0.8,0.8,0.252346100050327,1,0.302346100050327,1
"SVK",15,2.5,0.9,0.9,0.093393921478554,1,0.143393921478554,1
"SVN",30,1,0.6,0.7,0.111745538622168,1,0.161745538622168,1
"SWE",15,3,0.4,0.99,0.149055146813056,1,0.199055146813056,1
"SWE_4940",15,3,0.3,0.99,0.162364426664479,1,0.212364426664479,1
"SWE_4944",30,3,0.3,0.99,0.175873766780776,1,0.225873766780776,1
"SWZ",30,3,0.9,0.9,0.15965033929904,1,0.20965033929904,1
"SYC",30,3,0.8,0.9,0.344620789770281,0.938039215686274,0.347012946633026,1
"SYR",30,3,0.6,0.8,0.235918128181341,1,0.285918128181341,1
"TCD",30,1,0.7,0.9,0.0490840358705875,1,0.0990840358705875,1
"TGO",30,1,0.9,0.8,0.0775084832024422,1,0.127508483202442,1
"THA",30,1.5,0.9,0.9,0.131435339201979,1,0.181435339201979,1
"TJK",5,1,0.8,0.9,0.464447606328074,1,0.514447606328074,1
"TKM",10,1.5,0.6,0.99,0.196853475014247,1,0.246853475014247,1
"TLS",5,3,0.8,0.9,0.148660502744446,1,0.198660502744446,1
"TON",30,3,0.8,0.9,0.145303703437741,1,0.195303703437741,1
"TTO",30,3,0.6,0.8,0.258694923737747,1,0.308694923737747,1
"TUN",30,1,0.6,0.9,0.244476710539977,1,0.294476710539977,1
"TUR",5,1,0.7,0.9,0.418012941095558,1,0.468012941095558,1
"TWN",15,3,0.4,0.99,0.104176739639143,1,0.154176739639143,1
"TZA",25,1,0.8,0.7,0.0858982938632972,1,0.135898293863297,1
"UGA",30,1,0.9,0.8,0.116339685140668,0.997625643055006,0.163965328195674,1
"UKR",5,2.5,0.9,0.9,0.306180465461597,1,0.356180465461597,1
"URY",5,2.5,0.6,0.7,0.152877356048379,1,0.202877356048379,1
"USA",30,1.5,0.5,0.99,0.0521883080074018,1,0.102188308007402,1
"USA_523",30,1.5,0.3,0.99,0.0784634842268556,1,0.128463484226856,1
"USA_524",15,1,0.5,0.99,0.176709466543138,1,0.226709466543138,1
"USA_525",30,1,0.3,0.99,0.0720696825979224,1,0.122069682597922,1
"USA_526",30,1.5,0.3,0.99,0.0942319483689827,1,0.144231948368983,1
"USA_527",30,1,0.3,0.99,0.048987721400549,1,0.098987721400549,1
"USA_528",25,1,0.3,0.99,0.0683257668769423,1,0.118325766876942,1
"USA_529",30,1,0.4,0.99,0.110166505629696,1,0.160166505629696,1
"USA_530",5,1.5,0.3,0.99,0.151783548839303,1,0.201783548839303,1
"USA_531",15,1.5,0.3,0.99,0.174179913701785,1,0.224179913701785,1
"USA_532",30,1.5,0.3,0.99,0.0890318985104845,1,0.139031898510485,1
"USA_533",30,1,0.5,0.99,0.0837793493864208,1,0.133779349386421,1
"USA_534",20,1,0.3,0.99,0.142312291419737,1,0.192312291419737,1
"USA_535",25,1,0.3,0.99,0.0872786047435097,1,0.13727860474351,1
"USA_536",30,1,0.3,0.99,0.0652147302347385,1,0.115214730234738,1
"USA_537",30,1.5,0.3,0.99,0.102262898234845,1,0.152262898234845,1
"USA_538",15,1,0.3,0.99,0.134815775496341,1,0.184815775496341,1
"USA_539",30,1.5,0.3,0.99,0.105017360176628,1,0.155017360176628,1
"USA_540",30,1.5,0.3,0.99,0.108617310511902,1,0.158617310511902,1
"USA_541",30,1.5,0.3,0.99,0.0807409983712339,1,0.130740998371234,1
"USA_542",20,1,0.5,0.99,0.157697134963113,1,0.207697134963113,1
"USA_543",30,1,0.3,0.99,0.0872323613330002,1,0.137232361333,1
"USA_544",30,1,0.3,0.99,0.0626478383193743,1,0.112647838319374,1
"USA_545",30,1,0.3,0.99,0.0857812804125294,1,0.135781280412529,1
"USA_546",30,1,0.3,0.99,0.115886127428147,1,0.165886127428147,1
"USA_547",30,1.5,0.3,0.99,0.0678891251418035,1,0.117889125141803,1
"USA_548",30,1.5,0.3,0.99,0.0831035582425706,1,0.133103558242571,1
"USA_549",25,1,0.4,0.99,0.120513311694463,1,0.170513311694463,1
"USA_550",20,1,0.3,0.99,0.0875339413609839,1,0.137533941360984,1
"USA_551",25,1,0.3,0.99,0.0948095767520549,1,0.144809576752055,1
"USA_552",30,1,0.3,0.99,0.189137738082119,1,0.239137738082119,1
"USA_553",30,1,0.4,0.99,0.0695764861618531,1,0.119576486161853,1
"USA_554",20,1,0.5,0.99,0.112114034735777,1,0.162114034735777,1
"USA_555",30,1,0.3,0.99,0.0525946220462907,1,0.102594622046291,1
"USA_556",30,1,0.3,0.99,0.0931131768824558,1,0.143113176882456,1
"USA_557",30,1,0.3,0.99,0.154571373894648,1,0.204571373894648,1
"USA_558",30,1.5,0.4,0.99,0.0723858725392789,1,0.122385872539279,1
"USA_559",30,1.5,0.3,0.99,0.073906169931548,1,0.123906169931548,1
"USA_560",30,1,0.4,0.99,0.0760452971513133,1,0.126045297151313,1
