mid_point,pred5,pred_lo,pred_hi,ve,pinf,ve_lower,ve_upper
39.5,-0.957158881484611,-1.77576379297813,0.0287602076749272,0.277447394577277,0.349702655119549,0.144827008423724,0.507189556355708
39.6,-0.961727485648521,-1.78015275750843,0.0239987526458248,0.27653245681589,0.348879211134301,0.144284272658038,0.505999400222942
39.7,-0.966250174182639,-1.7844976118324,0.0192856211237589,0.275628552632698,0.348065697369429,0.143748658130516,0.504821255848977
39.8,-0.970726947086967,-1.78879835595003,0.0146208131087293,0.27473562995067,0.347262066955603,0.143220111745561,0.503655138164729
39.9,-0.975157804361503,-1.79305498986133,0.010004328600736,0.27385363698766,0.346468273288894,0.142698581064048,0.502501061289994
40,-0.979542746006247,-1.7972675135663,0.00543616759977957,0.272982522267194,0.345684270040475,0.142184014300881,0.501359038553097
40.1,-0.9838817720212,-1.80143592706493,0.000916330105858876,0.272122234628944,0.34491001116605,0.14167636032252,0.500229082510435
40.2,-0.988174882406363,-1.80556023035722,-0.00355518388102538,0.271272723238916,0.344145450915024,0.141175568644453,0.499111204965892
40.3,-0.992422077161734,-1.80963819610799,-0.00797837436087329,0.270433937599343,0.343390543839409,0.140681858692011,0.498005416990112
40.4,-0.996623356287313,-1.81367010933547,-0.012353241333685,0.2696058275583,0.34264524480247,0.140195144574876,0.496911728939654
40.5,-1.0007787197831,-1.81765795792658,-0.01667978479946,0.268788343319038,0.341909508987134,0.139715136821266,0.495830150475987
40.6,-1.0048881676491,-1.82160174188133,-0.0209580047581989,0.267981435449048,0.341183291904143,0.139241787617714,0.494760690584346
40.7,-1.0089516998853,-1.82555157043369,-0.0251879012099013,0.267185054888859,0.340466549399973,0.138769061011503,0.493703357592434
40.8,-1.01296931649172,-1.82964531810489,-0.0293694741545677,0.266399152960576,0.339759237664519,0.138280531299678,0.492658159188967
40.9,-1.01694101746834,-1.83369228007699,-0.0335027235921975,0.265623681376165,0.339061313238549,0.13779900479993,0.491625102442055
41,-1.02086680281517,-1.83769245634999,-0.0375876495227909,0.264858592245485,0.338372733020936,0.137324430329057,0.490604193817419
41.1,-1.02474667253222,-1.84164584692389,-0.0416242519463481,0.264103838084081,0.337693454275673,0.13685675741446,0.489595439196435
41.2,-1.02858062661947,-1.84555245179869,-0.045612530862869,0.263359371820737,0.337023434638664,0.136395936290848,0.488598843894008
41.3,-1.03236866507692,-1.84941227097439,-0.0495524862723535,0.262625146804799,0.336362632124319,0.135941917896924,0.487614412676261
41.4,-1.03611078790459,-1.85322530445099,-0.0534441181748017,0.261901116813261,0.335711005131935,0.13549465387205,0.486642149778051
41.5,-1.03980699510247,-1.8569915522285,-0.0572874265702134,0.261187236057648,0.335068512451883,0.1350540965529,0.485682058920288
41.6,-1.04345728667055,-1.8607110143069,-0.0610824114585889,0.260483459190661,0.334435113271595,0.134620198970091,0.484734143327081
41.7,-1.04706166260884,-1.8643836906862,-0.0648290728399282,0.259789741312624,0.333810767181361,0.134192914844809,0.483798405742676
41.8,-1.05062012291735,-1.86800958136641,-0.0685274107142311,0.259106037977721,0.333195434179949,0.133772198585433,0.482874848448215
41.9,-1.05413266759606,-1.87158868634751,-0.0721774250814975,0.258432305200031,0.332589074680028,0.133358005284139,0.481963473278286
42,-1.05759929664498,-1.87512100562952,-0.0757791159417276,0.257768499459367,0.33199164951343,0.132950290713519,0.481064281637279
42.1,-1.06102001006411,-1.87860653921242,-0.0793324832949216,0.257114577706917,0.331403119936225,0.13254901132318,0.480177274515544
42.2,-1.06439480785344,-1.88204528709623,-0.0828375271410789,0.256470497370712,0.330823447633641,0.132154124236369,0.479302452505334
42.3,-1.06772369001299,-1.88543724928094,-0.0862942474802002,0.255836216360899,0.330252594724809,0.131765587246575,0.478439815816551
42.4,-1.07100665654274,-1.88878242576655,-0.089702644312285,0.25521169307484,0.329690523767356,0.131383358814165,0.477589364292284
42.5,-1.07424370744271,-1.89208081655305,-0.0930627176373334,0.25459688640204,0.329137197761836,0.131007398063008,0.476751097424127
42.6,-1.07743484271288,-1.89533242164046,-0.0963744674553453,0.253991755728905,0.328592580156014,0.13063766477712,0.4759250143673
42.7,-1.08058006235326,-1.89853724102877,-0.0996378937663213,0.253396260943336,0.328056634849002,0.130274119397322,0.475111113955545
42.8,-1.08367936636385,-1.90169527471798,-0.102852996570261,0.252810362439163,0.327529326195247,0.129916723017905,0.47430939471581
42.9,-1.08673275474465,-1.90480652270809,-0.106019775867164,0.252234021120425,0.327010619008383,0.129565437383325,0.473519854882724
43,-1.08974022749565,-1.90787098499911,-0.109146580385643,0.251667198405496,0.326500478564946,0.129220224884903,0.472740411434035
43.1,-1.09270178461687,-1.91088866159102,-0.112236051078865,0.251109856231065,0.325998870607959,0.128881048557556,0.47197040496122
43.2,-1.09561742610829,-1.91385955248383,-0.11527751476354,0.250561957055977,0.325505761350379,0.12854787207654,0.471212493787866
43.3,-1.09848715196993,-1.91678365767754,-0.118270971439667,0.250023463864926,0.325021117478434,0.128220659754227,0.470466675185002
43.4,-1.10131096220177,-1.91966097717216,-0.121216421107248,0.249494340172024,0.324544906154822,0.127899376536901,0.469732946196948
43.5,-1.10408885680382,-1.92249151096767,-0.124113863766281,0.248974550024228,0.324077095021805,0.127583988001579,0.46901130365439
43.6,-1.10682083577608,-1.92527525906409,-0.126963299416768,0.248464058004648,0.323617652204183,0.127274460352867,0.468301744187237
43.7,-1.10950689911855,-1.9280122214614,-0.129764728058707,0.247962829235725,0.323166546312152,0.126970760419841,0.467604264237254
43.8,-1.11214704683122,-1.93070239815962,-0.1325181496921,0.247470829382293,0.322723746444064,0.126672855652958,0.466918860070488
43.9,-1.11474127891411,-1.93334578915873,-0.135223564316945,0.246988024654525,0.322289222189073,0.126380714121005,0.466245527789466
44,-1.1172895953672,-1.93594239445875,-0.137880971933243,0.246514381810759,0.321862943629683,0.126094304508072,0.465584263345172
44.1,-1.11979199619051,-1.93849221405967,-0.140490372540995,0.246049868160222,0.3214448813442,0.125813596110571,0.464935062548817
44.2,-1.12224848138402,-1.94099524796149,-0.143051766140199,0.245594451565645,0.32103500640908,0.125538558834284,0.464297921083373
44.3,-1.12465905094774,-1.94345149616421,-0.145565152730857,0.245148100445772,0.320633290401195,0.125269163191447,0.463672834514903
