mid_point,pred5,pred_lo,pred_hi,pinf,ve_lower,ve_upper
0,1.35443043113147,-0.445412672574738,3.03031668172998,0.815367705073293,0.390451996175749,0.953925093762042
0.1,1.3544304321313,-0.445412671574753,3.03010988960161,0.815367705220023,0.390451996413745,0.953916003979294
0.2,1.35443043313112,-0.445412670574768,3.02990309747325,0.815367705366753,0.39045199665174,0.953906912489938
0.3,1.35443043413095,-0.445412669574783,3.02969630534488,0.815367705513483,0.390451996889736,0.953897819293688
0.4,1.35443043513078,-0.445412668574798,3.02948951321651,0.815367705660213,0.390451997127732,0.953888724390258
0.5,1.3544304361306,-0.445412667574813,3.02928272108815,0.815367705806943,0.390451997365727,0.95387962777936
0.6,1.35443043713043,-0.445412666574827,3.02907592895978,0.815367705953674,0.390451997603723,0.95387052946071
0.7,1.35443043813026,-0.445412665574842,3.02886913683142,0.815367706100404,0.390451997841719,0.95386142943402
0.8,1.35443043913008,-0.445412664574857,3.02866234470305,0.815367706247134,0.390451998079714,0.953852327699005
0.9,1.35443044012991,-0.445412663574872,3.02845555257468,0.815367706393864,0.39045199831771,0.953843224255377
1,1.35443044112974,-0.445412662574887,3.02824876044632,0.815367706540594,0.390451998555706,0.953834119102851
1.1,1.35443044212956,-0.445412661574902,3.02804196831795,0.815367706687324,0.390451998793701,0.953825012241139
1.2,1.35443044312939,-0.445412660574917,3.02783517618959,0.815367706834054,0.390451999031697,0.953815903669955
1.3,1.35443044412922,-0.445412659574932,3.02762838406122,0.815367706980784,0.390451999269693,0.953806793389014
1.4,1.35443044512904,-0.445412658574947,3.02742159193285,0.815367707127514,0.390451999507689,0.953797681398027
1.5,1.35443044612887,-0.445412657574961,3.02721479980449,0.815367707274244,0.390451999745684,0.953788567696709
1.6,1.3544304471287,-0.445412656574976,3.02700800767612,0.815367707420974,0.39045199998368,0.953779452284772
1.7,1.35443044812852,-0.445412655574991,3.02680121554775,0.815367707567704,0.390452000221676,0.953770335161931
1.8,1.35443044912835,-0.445412654575006,3.02659442341939,0.815367707714434,0.390452000459671,0.953761216327898
1.9,1.35443045012817,-0.445412653575021,3.02638763129102,0.815367707861164,0.390452000697667,0.953752095782386
2,1.354430451128,-0.445412652575036,3.02618083916266,0.815367708007895,0.390452000935663,0.95374297352511
2.1,1.35443045212783,-0.445412651575051,3.02597404703429,0.815367708154625,0.390452001173658,0.953733849555781
2.2,1.35443045312765,-0.445412650575066,3.02576725490592,0.815367708301355,0.390452001411654,0.953724723874113
2.3,1.35443045412748,-0.445412649575081,3.02556046277756,0.815367708448085,0.39045200164965,0.953715596479819
2.4,1.35443045512731,-0.445412648575095,3.02535367064919,0.815367708594815,0.390452001887645,0.953706467372612
2.5,1.35443045612713,-0.445412647575111,3.02514687852083,0.815367708741545,0.390452002125641,0.953697336552206
2.6,1.35443045712696,-0.445412646575125,3.02494008639246,0.815367708888275,0.390452002363637,0.953688204018313
2.7,1.35443045812679,-0.44541264557514,3.02473329426409,0.815367709035005,0.390452002601633,0.953679069770645
2.8,1.35443045912661,-0.445412644575155,3.02452650213573,0.815367709181735,0.390452002839628,0.953669933808917
2.9,1.35443046012644,-0.44541264357517,3.02431971000736,0.815367709328465,0.390452003077624,0.953660796132841
3,1.35443046112627,-0.445412642575185,3.024112917879,0.815367709475195,0.39045200331562,0.95365165674213
3.1,1.35443046212609,-0.4454126415752,3.02390612575063,0.815367709621926,0.390452003553615,0.953642515636495
3.2,1.35443046312592,-0.445412640575215,3.02369933362226,0.815367709768655,0.390452003791611,0.953633372815652
3.3,1.35443046412575,-0.445483541293438,3.0234925414939,0.815367709915386,0.390435129605874,0.953624228279311
3.4,1.35443046512557,-0.44594238786012,3.02328574936553,0.815367710062116,0.390325931661513,0.953615082027186
3.5,1.3544304661254,-0.446401234426802,3.02307895723717,0.815367710208846,0.390216744707059,0.95360593405899
3.6,1.35443046712523,-0.446860080993484,3.0228721651088,0.815367710355576,0.390107568752346,0.953596784374435
3.7,1.35443046812505,-0.447318927560166,3.02266537298043,0.815367710502306,0.389998403807203,0.953587632973233
3.8,1.35443046912488,-0.447777774126848,3.02245858085207,0.815367710649036,0.389889249881454,0.953578479855098
3.9,1.35443047012471,-0.44823662069353,3.0222517887237,0.815367710795766,0.389780106984921,0.953569325019741
4,1.35443047112453,-0.448695467260212,3.02204499659533,0.815367710942496,0.38967097512742,0.953560168466876
4.1,1.35443047212436,-0.449154313826894,3.0220447981378,0.815367711089226,0.389561854318761,0.953560159678545
4.2,1.35443047312418,-0.449613160393575,3.02204479913774,0.815367711235956,0.389452744568754,0.953560159722826
4.3,1.35443047412401,-0.450072006960257,3.02204480013768,0.815367711382686,0.389343645887201,0.953560159767107
4.4,1.35443047512384,-0.450530853526939,3.02204480113763,0.815367711529416,0.389234558283901,0.953560159811387
4.5,1.35443047612366,-0.450989700093621,3.02204480213757,0.815367711676147,0.389125481768649,0.953560159855668
4.6,1.35443047712349,-0.451448546660303,3.02204480313752,0.815367711822877,0.389016416351235,0.953560159899949
4.7,1.35443047812332,-0.451907393226985,3.02204480413746,0.815367711969607,0.388907362041444,0.95356015994423
4.8,1.35443047912314,-0.452366239793667,3.0220448051374,0.815367712116337,0.38879831884906,0.95356015998851
4.9,1.35443048012297,-0.452825086360349,3.02204480613735,0.815367712263067,0.388689286783858,0.953560160032791
5,1.3544304811228,-0.453283932927031,3.02204480713729,0.815367712409797,0.388580265855612,0.953560160077071
5.1,1.35443048212262,-0.453742779493713,3.02204480813724,0.815367712556527,0.38847125607409,0.953560160121352
5.2,1.35443048312245,-0.454201626060395,3.02204480913718,0.815367712703257,0.388362257449057,0.953560160165633
5.3,1.35443048412228,-0.454660472627077,3.02204481013712,0.815367712849987,0.388253269990273,0.953560160209914
5.4,1.3544304851221,-0.455119319193759,3.02204481113707,0.815367712996717,0.388144293707493,0.953560160254194
5.5,1.35443048612193,-0.455578165760441,3.02204481213701,0.815367713143447,0.388035328610469,0.953560160298475
5.6,1.35443048712176,-0.456037012327123,3.02204481313696,0.815367713290177,0.387926374708946,0.953560160342756
5.7,1.35443048812158,-0.456495858893805,3.0220448141369,0.815367713436907,0.387817432012669,0.953560160387037
5.8,1.35443048912141,-0.456954705460487,3.02204481513684,0.815367713583637,0.387708500531374,0.953560160431317
5.9,1.35443049012124,-0.457413552027169,3.02204481613679,0.815367713730367,0.387599580274796,0.953560160475598
6,1.35443049112106,-0.457872398593851,3.02204481713673,0.815367713877098,0.387490671252665,0.953560160519879
6.1,1.35443049212089,-0.458331245160533,3.02204481813668,0.815367714023828,0.387381773474704,0.953560160564159
6.2,1.35443049312072,-0.458790091727214,3.02204481913662,0.815367714170558,0.387272886950635,0.95356016060844
6.3,1.35443049412054,-0.459248938293896,3.02204482013656,0.815367714317288,0.387164011690174,0.953560160652721
6.4,1.35443049512037,-0.459707784860578,3.02204482113651,0.815367714464018,0.387055147703034,0.953560160697002
6.5,1.35443049612019,-0.46016663142726,3.02204482213645,0.815367714610748,0.38694629499892,0.953560160741282
6.6,1.35443049712002,-0.460625477993942,3.0220448231364,0.815367714757478,0.386837453587538,0.953560160785563
6.7,1.35443049811985,-0.461084324560624,3.02204482413634,0.815367714904208,0.386728623478584,0.953560160829844
6.8,1.35443049911967,-0.461543171127306,3.02204482513628,0.815367715050938,0.386619804681755,0.953560160874124
6.9,1.3544305001195,-0.462002017693988,3.02204482613623,0.815367715197668,0.386510997206739,0.953560160918405
7,1.35443050111933,-0.46246086426067,3.02204482713617,0.815367715344398,0.386402201063222,0.953560160962686
7.1,1.35443050211915,-0.462919710827352,3.02204482813612,0.815367715491128,0.386293416260885,0.953560161006966
7.2,1.35443050311898,-0.463378557394034,3.02204482913606,0.815367715637858,0.386184642809406,0.953560161051247
7.3,1.35443050411881,-0.463837403960716,3.022044830136,0.815367715784588,0.386075880718456,0.953560161095528
7.4,1.35443050511863,-0.464296250527398,3.02204483113595,0.815367715931319,0.385967129997703,0.953560161139808
7.5,1.35443050611846,-0.46475509709408,3.02204483213589,0.815367716078048,0.385858390656811,0.953560161184089
7.6,1.35443050711829,-0.465213943660762,3.02204483313584,0.815367716224779,0.385749662705439,0.95356016122837
7.7,1.35443050811811,-0.465672790227444,3.02204483413578,0.815367716371509,0.385640946153242,0.953560161272651
7.8,1.35443050911794,-0.466131636794126,3.02204483513572,0.815367716518239,0.385532241009869,0.953560161316931
7.9,1.35443051011777,-0.466590483360807,3.02204483613567,0.815367716664969,0.385423547284967,0.953560161361212
8,1.35443051111759,-0.46704932992749,3.02204483713561,0.815367716811699,0.385314864988177,0.953560161405493
8.1,1.35443051211742,-0.467508176494171,3.02204483813555,0.815367716958429,0.385206194129136,0.953560161449773
8.2,1.35443051311725,-0.467967023060853,3.0220448391355,0.815367717105159,0.385097534717476,0.953560161494054
8.3,1.35443051411707,-0.468425869627535,3.02204484013544,0.815367717251889,0.384988886762826,0.953560161538335
8.4,1.3544305151169,-0.468884716194217,3.02204484113539,0.815367717398619,0.384880250274809,0.953560161582615
8.5,1.35443051611673,-0.469343562760899,3.02203648782777,0.815367717545349,0.384771625263044,0.953559791670191
8.6,1.35443051711655,-0.469802409327581,3.02202369844967,0.815367717692079,0.384663011737147,0.953559225308284
8.7,1.35443051811638,-0.470261255894263,3.02201090907158,0.815367717838809,0.384554409706726,0.953558658939806
8.8,1.35443051911621,-0.470720102460945,3.02199811969348,0.81536771798554,0.384445819181389,0.953558092564758
8.9,1.35443052011603,-0.471178949027627,3.02198533031538,0.81536771813227,0.384337240170737,0.953557526183138
9,1.35443052111586,-0.471637795594309,3.02197254093728,0.815367718279,0.384228672684366,0.953556959794948
9.1,1.35443052211568,-0.472096642160991,3.02195975155918,0.81536771842573,0.384120116731869,0.953556393400187
