cause_id,model_version_id,model_version_type_id,sex_id,age_start,age_end,cause_age_start,cause_age_end,is_best,decomp_step_id,is_scaled
713.0,627035.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
715.0,628568.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
715.0,627041.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
716.0,628571.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
716.0,628574.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
718.0,627047.0,3.0,1,7.0,235.0,7.0,235.0,1.0,4.0,True
718.0,628577.0,3.0,2,7.0,235.0,7.0,235.0,1.0,4.0,True
721.0,627053.0,3.0,1,7.0,235.0,7.0,235.0,1.0,4.0,True
721.0,627056.0,3.0,2,7.0,235.0,7.0,235.0,1.0,4.0,True
723.0,627059.0,3.0,1,7.0,235.0,7.0,235.0,1.0,4.0,True
723.0,627062.0,3.0,2,7.0,235.0,7.0,235.0,1.0,4.0,True
724.0,629387.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
724.0,629390.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
725.0,629393.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
725.0,623795.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
725.0,623918.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
726.0,629396.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
726.0,623858.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
726.0,623972.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
727.0,624728.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
727.0,623813.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
727.0,623930.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
729.0,626486.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
729.0,626738.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
741.0,,,2,,,,,,,
842.0,627080.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
842.0,627083.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
842.0,623861.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
842.0,623957.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
843.0,612848.0,4.0,1,2.0,235.0,2.0,235.0,1.0,7.0,False
843.0,612905.0,4.0,2,2.0,235.0,2.0,235.0,1.0,7.0,False
845.0,627692.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
845.0,,,2,,,,,,,
846.0,627698.0,3.0,1,9.0,235.0,9.0,235.0,1.0,4.0,True
846.0,627701.0,3.0,2,9.0,235.0,9.0,235.0,1.0,4.0,True
847.0,,,1,,,,,,,
847.0,,,2,,,,,,,
848.0,,,1,,,,,,,
848.0,,,2,,,,,,,
849.0,622427.0,3.0,1,9.0,235.0,9.0,235.0,1.0,4.0,True
849.0,624530.0,3.0,2,9.0,235.0,9.0,235.0,1.0,4.0,True
854.0,627086.0,3.0,1,4.0,235.0,4.0,235.0,1.0,4.0,True
854.0,627089.0,3.0,2,4.0,235.0,4.0,235.0,1.0,4.0,True
854.0,623756.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
854.0,623903.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
934.0,,,1,,,,,,,
934.0,,,2,,,,,,,
935.0,,,1,,,,,,,
935.0,,,2,,,,,,,
938.0,628763.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
938.0,628766.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
942.0,627803.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
942.0,627098.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
943.0,624365.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
943.0,,,2,,,,,,,
944.0,627101.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
944.0,,,2,,,,,,,
945.0,623828.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
945.0,623945.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
946.0,,,1,,,,,,,
946.0,,,2,,,,,,,
947.0,,,1,,,,,,,
947.0,,,2,,,,,,,
959.0,623618.0,4.0,1,3.0,235.0,3.0,235.0,1.0,4.0,True
959.0,623621.0,4.0,2,3.0,235.0,3.0,235.0,1.0,4.0,True
964.0,620486.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
964.0,627623.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
967.0,,,1,,,,,,,
967.0,,,2,,,,,,,
968.0,627104.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
968.0,627389.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
969.0,627107.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
969.0,627110.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
970.0,627113.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
970.0,627116.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
971.0,627935.0,4.0,1,5.0,235.0,8.0,235.0,1.0,4.0,True
971.0,627965.0,4.0,2,5.0,235.0,8.0,235.0,1.0,4.0,True
975.0,629318.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
975.0,629321.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
976.0,628085.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
976.0,629324.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
995.0,,,2,,,,,,,
996.0,,,1,,,,,,,
996.0,,,2,,,,,,,
997.0,627383.0,4.0,1,4.0,235.0,4.0,235.0,1.0,4.0,True
997.0,627443.0,4.0,2,4.0,235.0,4.0,235.0,1.0,4.0,True
998.0,627377.0,4.0,1,4.0,235.0,8.0,235.0,1.0,4.0,True
998.0,627434.0,4.0,2,4.0,235.0,8.0,235.0,1.0,4.0,True
1004.0,624671.0,3.0,1,2.0,235.0,2.0,235.0,1.0,7.0,False
1004.0,624668.0,3.0,2,2.0,235.0,2.0,235.0,1.0,7.0,False
1005.0,627884.0,3.0,1,2.0,7.0,2.0,7.0,1.0,7.0,False
1005.0,628493.0,3.0,2,2.0,7.0,2.0,7.0,1.0,7.0,False
1006.0,628499.0,3.0,1,5.0,235.0,5.0,235.0,1.0,7.0,False
1006.0,628502.0,3.0,2,5.0,235.0,5.0,235.0,1.0,7.0,False
1007.0,628466.0,3.0,2,5.0,235.0,5.0,235.0,1.0,7.0,False
1007.0,,,1,,,,,,,
1008.0,628187.0,3.0,2,2.0,235.0,2.0,235.0,1.0,7.0,False
1009.0,628478.0,3.0,1,2.0,8.0,2.0,8.0,1.0,7.0,False
1009.0,628481.0,3.0,2,2.0,8.0,2.0,8.0,1.0,7.0,False
1010.0,628517.0,3.0,1,5.0,235.0,5.0,235.0,1.0,7.0,False
1010.0,,,2,,,,,,,
1011.0,,,1,,,,,,,
1011.0,,,2,,,,,,,
1012.0,,,1,,,,,,,
1012.0,,,2,,,,,,,
1013.0,,,1,,,,,,,
1013.0,,,2,,,,,,,
