cause_id,model_version_id,model_version_type_id,sex_id,age_start,age_end,cause_age_start,cause_age_end,is_best,decomp_step_id,is_scaled
524.0,627962.0,4.0,2,5.0,235.0,8.0,235.0,1.0,4.0,True
525.0,627923.0,4.0,1,5.0,235.0,5.0,235.0,1.0,4.0,True
525.0,627953.0,4.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
527.0,628871.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
527.0,,,1,,,,,,,
528.0,628826.0,3.0,1,5.0,235.0,5.0,235.0,1.0,4.0,True
528.0,628823.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
529.0,628130.0,3.0,1,5.0,235.0,5.0,235.0,1.0,4.0,True
529.0,628613.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
530.0,,,1,,,,,,,
530.0,,,2,,,,,,,
531.0,628607.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
531.0,,,2,,,,,,,
532.0,628145.0,3.0,1,5.0,235.0,5.0,235.0,1.0,4.0,True
532.0,628148.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
533.0,628622.0,3.0,1,5.0,235.0,5.0,235.0,1.0,4.0,True
533.0,620999.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
534.0,629429.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
534.0,,,1,,,,,,,
535.0,628139.0,3.0,1,5.0,235.0,5.0,235.0,1.0,4.0,True
535.0,628625.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
541.0,628631.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
541.0,,,1,,,,,,,
543.0,623564.0,4.0,1,13.0,235.0,13.0,235.0,1.0,4.0,True
543.0,623570.0,4.0,2,13.0,235.0,13.0,235.0,1.0,4.0,True
544.0,627350.0,3.0,1,9.0,235.0,9.0,235.0,1.0,4.0,True
544.0,628895.0,3.0,2,9.0,235.0,9.0,235.0,1.0,4.0,True
545.0,,,1,,,,,,,
545.0,,,2,,,,,,,
546.0,,,1,,,,,,,
546.0,,,2,,,,,,,
554.0,,,1,,,,,,,
554.0,,,2,,,,,,,
557.0,,,1,,,,,,,
557.0,,,2,,,,,,,
560.0,628733.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
560.0,628787.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
561.0,628598.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
561.0,628961.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
562.0,628604.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
562.0,628964.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
563.0,628802.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
563.0,628799.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
564.0,628805.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
564.0,628808.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
566.0,628973.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
566.0,628811.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
572.0,627209.0,3.0,1,6.0,14.0,6.0,14.0,1.0,4.0,True
572.0,620456.0,3.0,2,6.0,14.0,6.0,14.0,1.0,4.0,True
573.0,627329.0,3.0,1,6.0,14.0,6.0,14.0,1.0,4.0,True
573.0,627215.0,3.0,2,6.0,14.0,6.0,14.0,1.0,4.0,True
574.0,627224.0,3.0,1,6.0,14.0,6.0,14.0,1.0,4.0,True
574.0,627221.0,3.0,2,6.0,14.0,6.0,14.0,1.0,4.0,True
587.0,628127.0,3.0,1,2.0,7.0,2.0,7.0,1.0,4.0,True
587.0,629276.0,3.0,1,8.0,235.0,8.0,235.0,1.0,4.0,True
587.0,628580.0,3.0,2,2.0,7.0,2.0,7.0,1.0,4.0,True
587.0,628583.0,3.0,2,8.0,235.0,8.0,235.0,1.0,4.0,True
588.0,628643.0,3.0,1,4.0,235.0,4.0,235.0,1.0,4.0,True
588.0,,,2,,,,,,,
589.0,620951.0,3.0,1,4.0,235.0,4.0,235.0,1.0,4.0,True
589.0,620954.0,3.0,2,4.0,235.0,4.0,235.0,1.0,4.0,True
591.0,627380.0,4.0,1,4.0,235.0,8.0,235.0,1.0,4.0,True
591.0,627431.0,4.0,2,4.0,235.0,8.0,235.0,1.0,4.0,True
592.0,627365.0,4.0,1,4.0,235.0,4.0,235.0,1.0,4.0,True
592.0,627416.0,4.0,2,4.0,235.0,4.0,235.0,1.0,4.0,True
593.0,627371.0,4.0,1,4.0,235.0,4.0,235.0,1.0,4.0,True
593.0,627419.0,4.0,2,4.0,235.0,4.0,235.0,1.0,4.0,True
595.0,,,1,,,,,,,
595.0,,,2,,,,,,,
596.0,628151.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
596.0,,,1,,,,,,,
602.0,628250.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
602.0,,,2,,,,,,,
603.0,626735.0,3.0,2,7.0,235.0,7.0,235.0,1.0,4.0,True
604.0,620462.0,3.0,2,7.0,235.0,7.0,235.0,1.0,4.0,True
607.0,628268.0,3.0,2,7.0,15.0,7.0,15.0,1.0,4.0,True
608.0,628277.0,3.0,2,7.0,235.0,7.0,235.0,1.0,4.0,True
612.0,628283.0,3.0,2,7.0,235.0,7.0,235.0,1.0,4.0,True
613.0,626879.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
614.0,,,1,,,,,,,
614.0,,,2,,,,,,,
615.0,,,1,,,,,,,
615.0,,,2,,,,,,,
616.0,,,1,,,,,,,
616.0,,,2,,,,,,,
618.0,,,1,,,,,,,
618.0,,,2,,,,,,,
619.0,,,1,,,,,,,
619.0,,,2,,,,,,,
626.0,628988.0,3.0,1,6.0,235.0,6.0,235.0,1.0,4.0,True
627.0,627809.0,3.0,1,6.0,235.0,6.0,235.0,1.0,4.0,True
627.0,626495.0,3.0,2,6.0,235.0,6.0,235.0,1.0,4.0,True
639.0,627782.0,3.0,1,6.0,235.0,6.0,235.0,1.0,4.0,True
639.0,627359.0,3.0,2,6.0,235.0,6.0,235.0,1.0,4.0,True
641.0,627422.0,3.0,1,2.0,18.0,2.0,18.0,1.0,4.0,True
641.0,622253.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
642.0,629138.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
642.0,,,1,,,,,,,
643.0,624383.0,3.0,1,2.0,18.0,2.0,18.0,1.0,4.0,True
643.0,624380.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
644.0,628340.0,3.0,1,2.0,5.0,2.0,5.0,1.0,4.0,True
644.0,628325.0,3.0,2,2.0,5.0,2.0,5.0,1.0,4.0,True
645.0,628508.0,3.0,1,2.0,18.0,2.0,18.0,1.0,4.0,True
645.0,628331.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
648.0,622244.0,3.0,1,2.0,18.0,2.0,18.0,1.0,4.0,True
648.0,622238.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
649.0,627437.0,3.0,1,2.0,18.0,2.0,18.0,1.0,4.0,True
649.0,622256.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
650.0,627143.0,3.0,1,2.0,18.0,2.0,18.0,1.0,4.0,True
650.0,627140.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
651.0,628334.0,3.0,1,2.0,18.0,2.0,18.0,1.0,4.0,True
651.0,628337.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
652.0,626903.0,3.0,1,2.0,18.0,2.0,18.0,1.0,4.0,True
652.0,627458.0,3.0,2,2.0,18.0,2.0,18.0,1.0,4.0,True
656.0,,,1,,,,,,,
656.0,,,2,,,,,,,
657.0,628889.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
657.0,628892.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
665.0,626918.0,3.0,1,5.0,235.0,5.0,235.0,1.0,4.0,True
665.0,626921.0,3.0,2,5.0,235.0,5.0,235.0,1.0,4.0,True
668.0,,,1,,,,,,,
668.0,,,2,,,,,,,
686.0,625916.0,3.0,1,3.0,4.0,3.0,4.0,1.0,4.0,True
686.0,626930.0,3.0,2,3.0,4.0,3.0,4.0,1.0,4.0,True
688.0,622424.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
688.0,626933.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
689.0,628934.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
690.0,626936.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
690.0,629372.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
691.0,,,1,,,,,,,
691.0,,,2,,,,,,,
692.0,628520.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
692.0,628523.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
693.0,628526.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
693.0,626948.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
694.0,626951.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
694.0,626954.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
695.0,628529.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
695.0,626960.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
695.0,623849.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
695.0,623954.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
697.0,628535.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
697.0,628532.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
698.0,628538.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
698.0,628541.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
699.0,626975.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
699.0,626978.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
699.0,623816.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
699.0,623936.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
700.0,628997.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
700.0,626984.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
701.0,624722.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
701.0,628544.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
703.0,626354.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
703.0,624719.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
703.0,623801.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
703.0,623927.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
704.0,628550.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
704.0,628547.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
705.0,626996.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
705.0,626999.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
707.0,628553.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
707.0,623789.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
707.0,623921.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
708.0,627008.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
708.0,624725.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
710.0,628559.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
710.0,628562.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
711.0,627023.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
711.0,623864.0,5.0,1,2.0,235.0,2.0,235.0,1.0,4.0,False
711.0,623960.0,5.0,2,2.0,235.0,2.0,235.0,1.0,4.0,False
712.0,627026.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
712.0,627029.0,3.0,2,2.0,235.0,2.0,235.0,1.0,4.0,True
713.0,628565.0,3.0,1,2.0,235.0,2.0,235.0,1.0,4.0,True
