sex_id,cause_age_end,cause_age_start,cause_id,yld_only,model_version_id,model_version_type_id,is_best,age_start,age_end,decomp_step_id
2,235.0,4.0,653.0,,631031.0,3.0,1.0,4.0,235.0,4.0
1,235.0,4.0,653.0,,631028.0,3.0,1.0,4.0,235.0,4.0
2,235.0,2.0,656.0,,629633.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,656.0,,629636.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,657.0,,631037.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,657.0,,631034.0,3.0,1.0,2.0,235.0,4.0
2,235.0,5.0,665.0,,630851.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,665.0,,630854.0,3.0,1.0,5.0,235.0,4.0
2,235.0,2.0,668.0,,630857.0,3.0,1.0,4.0,235.0,4.0
1,235.0,2.0,668.0,,630860.0,3.0,1.0,4.0,235.0,4.0
2,4.0,3.0,686.0,,626930.0,3.0,1.0,3.0,4.0,4.0
1,4.0,3.0,686.0,,625916.0,3.0,1.0,3.0,4.0,4.0
2,235.0,2.0,688.0,,626933.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,688.0,,622424.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,689.0,,628934.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,689.0,,630380.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,690.0,,629372.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,690.0,,626936.0,3.0,1.0,2.0,235.0,4.0
2,235.0,5.0,691.0,,630389.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,691.0,,630386.0,3.0,1.0,5.0,235.0,4.0
2,235.0,2.0,692.0,,628523.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,692.0,,628520.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,693.0,,626948.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,693.0,,628526.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,694.0,,626954.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,694.0,,626951.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,695.0,,626960.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,695.0,,628529.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,697.0,,628532.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,697.0,,628535.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,698.0,,628541.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,698.0,,628538.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,699.0,,626978.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,699.0,,626975.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,700.0,,626984.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,700.0,,628997.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,701.0,,628544.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,701.0,,624722.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,703.0,,624719.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,703.0,,626354.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,704.0,,628547.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,704.0,,628550.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,705.0,,626999.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,705.0,,626996.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,707.0,,629834.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,707.0,,628553.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,708.0,,624725.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,708.0,,627008.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,709.0,,629837.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,709.0,,630527.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,710.0,,628562.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,710.0,,628559.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,711.0,,627023.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,711.0,,630524.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,712.0,,627029.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,712.0,,627026.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,713.0,,627035.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,713.0,,628565.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,715.0,,627041.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,715.0,,628568.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,716.0,,628574.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,716.0,,628571.0,3.0,1.0,2.0,235.0,4.0
2,235.0,7.0,718.0,,628577.0,3.0,1.0,7.0,235.0,4.0
1,235.0,7.0,718.0,,627047.0,3.0,1.0,7.0,235.0,4.0
2,235.0,7.0,721.0,,627056.0,3.0,1.0,7.0,235.0,4.0
1,235.0,7.0,721.0,,627053.0,3.0,1.0,7.0,235.0,4.0
2,235.0,7.0,723.0,,627062.0,3.0,1.0,7.0,235.0,4.0
1,235.0,7.0,723.0,,627059.0,3.0,1.0,7.0,235.0,4.0
2,235.0,2.0,724.0,,629390.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,724.0,,629387.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,725.0,,629849.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,725.0,,629393.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,726.0,,629396.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,726.0,,629852.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,727.0,,629879.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,727.0,,630455.0,3.0,1.0,2.0,235.0,4.0
2,,,729.0,,,,,,,
1,,,729.0,,,,,,,
2,15.0,7.0,741.0,,630776.0,4.0,1.0,7.0,15.0,4.0
2,235.0,2.0,842.0,,629843.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,842.0,,629840.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,843.0,,612905.0,4.0,1.0,2.0,235.0,7.0
1,235.0,2.0,843.0,,612848.0,4.0,1.0,2.0,235.0,7.0
2,235.0,2.0,845.0,,628163.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,845.0,,627692.0,3.0,1.0,2.0,235.0,4.0
2,235.0,9.0,846.0,,627701.0,3.0,1.0,9.0,235.0,4.0
1,235.0,9.0,846.0,,627698.0,3.0,1.0,9.0,235.0,4.0
2,235.0,2.0,848.0,,628172.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,848.0,,628454.0,3.0,1.0,2.0,235.0,4.0
2,235.0,9.0,849.0,,624530.0,3.0,1.0,9.0,235.0,4.0
1,235.0,9.0,849.0,,622427.0,3.0,1.0,9.0,235.0,4.0
2,235.0,2.0,854.0,,627089.0,3.0,1.0,4.0,235.0,4.0
1,235.0,2.0,854.0,,627086.0,3.0,1.0,4.0,235.0,4.0
2,235.0,4.0,934.0,,630965.0,4.0,1.0,4.0,235.0,4.0
1,235.0,4.0,934.0,,630944.0,4.0,1.0,4.0,235.0,4.0
2,235.0,8.0,938.0,,628766.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,938.0,,628763.0,3.0,1.0,8.0,235.0,4.0
2,235.0,2.0,942.0,,627098.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,942.0,,627803.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,943.0,,628457.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,943.0,,624365.0,3.0,1.0,2.0,235.0,4.0
2,235.0,2.0,944.0,,628928.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,944.0,,627101.0,3.0,1.0,2.0,235.0,4.0
2,,,945.0,,,,,,,
1,,,945.0,,,,,,,
2,235.0,4.0,946.0,,631007.0,4.0,1.0,4.0,235.0,4.0
1,235.0,4.0,946.0,,630995.0,4.0,1.0,4.0,235.0,4.0
2,235.0,4.0,947.0,,630992.0,4.0,1.0,4.0,235.0,4.0
1,235.0,4.0,947.0,,630986.0,4.0,1.0,4.0,235.0,4.0
2,,,948.0,,,,,,,
1,,,948.0,,,,,,,
2,,,949.0,,,,,,,
1,,,949.0,,,,,,,
2,,,950.0,,,,,,,
1,,,950.0,,,,,,,
2,235.0,3.0,959.0,,623621.0,4.0,1.0,3.0,235.0,4.0
1,235.0,3.0,959.0,,623618.0,4.0,1.0,3.0,235.0,4.0
2,235.0,2.0,964.0,,627623.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,964.0,,620486.0,3.0,1.0,2.0,235.0,4.0
2,235.0,8.0,968.0,,627389.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,968.0,,627104.0,3.0,1.0,8.0,235.0,4.0
2,235.0,8.0,969.0,,627110.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,969.0,,627107.0,3.0,1.0,8.0,235.0,4.0
2,235.0,8.0,970.0,,627116.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,970.0,,627113.0,3.0,1.0,8.0,235.0,4.0
2,235.0,8.0,971.0,,630686.0,4.0,1.0,5.0,235.0,4.0
1,235.0,8.0,971.0,,630680.0,4.0,1.0,5.0,235.0,4.0
2,235.0,2.0,975.0,,629321.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,975.0,,629318.0,3.0,1.0,2.0,235.0,4.0
2,235.0,8.0,976.0,,629324.0,3.0,1.0,8.0,235.0,4.0
1,235.0,8.0,976.0,,628085.0,3.0,1.0,8.0,235.0,4.0
2,235.0,2.0,980.0,,629972.0,3.0,1.0,2.0,235.0,4.0
1,235.0,2.0,980.0,,629969.0,3.0,1.0,2.0,235.0,4.0
2,235.0,5.0,992.0,,630896.0,3.0,1.0,5.0,235.0,4.0
1,235.0,5.0,992.0,,631334.0,3.0,1.0,5.0,235.0,4.0
2,15.0,7.0,995.0,,630782.0,4.0,1.0,7.0,15.0,4.0
2,,,996.0,,,,,,,
1,,,996.0,,,,,,,
2,235.0,4.0,997.0,,631097.0,4.0,1.0,4.0,235.0,4.0
1,235.0,4.0,997.0,,631085.0,4.0,1.0,4.0,235.0,4.0
2,235.0,8.0,998.0,,631100.0,4.0,1.0,4.0,235.0,4.0
1,235.0,8.0,998.0,,631088.0,4.0,1.0,4.0,235.0,4.0
2,235.0,2.0,1004.0,,624668.0,3.0,1.0,2.0,235.0,7.0
1,235.0,2.0,1004.0,,624671.0,3.0,1.0,2.0,235.0,7.0
2,7.0,2.0,1005.0,,628493.0,3.0,1.0,2.0,7.0,7.0
1,7.0,2.0,1005.0,,627884.0,3.0,1.0,2.0,7.0,7.0
2,235.0,5.0,1006.0,,628502.0,3.0,1.0,5.0,235.0,7.0
1,235.0,5.0,1006.0,,628499.0,3.0,1.0,5.0,235.0,7.0
2,235.0,5.0,1007.0,,628466.0,3.0,1.0,5.0,235.0,7.0
1,,,1007.0,,,,,,,
2,8.0,2.0,1009.0,,628481.0,3.0,1.0,2.0,8.0,7.0
1,8.0,2.0,1009.0,,628478.0,3.0,1.0,2.0,8.0,7.0
2,,,1010.0,,,,,,,
1,235.0,5.0,1010.0,,628517.0,3.0,1.0,5.0,235.0,7.0
2,,,1011.0,,,,,,,
1,,,1011.0,,,,,,,
2,,,1012.0,,,,,,,
1,,,1012.0,,,,,,,
2,,,1013.0,,,,,,,
1,,,1013.0,,,,,,,
1,,,462.0,,624452.0,3.0,1.0,9.0,235.0,4.0
2,,,462.0,,624458.0,3.0,1.0,9.0,235.0,4.0
2,,,1008.0,,628187.0,3.0,1.0,2.0,235.0,7.0
