"modelable_entity_id","cause_id","rei_id","n_code","sequela_id","healthstate_id"
17605,701,261,"N2",-2,-2
17606,701,262,"N20",-20,-20
17607,701,263,"N21",-21,-21
17608,701,264,"N22",-22,-22
17609,701,265,"N23",-23,-23
17610,701,266,"N24",-24,-24
17611,701,267,"N25",-25,-25
17612,701,268,"N26",-26,-26
17613,701,269,"N27",-27,-27
17614,701,270,"N28",-28,-28
17615,701,272,"N3",-3,-3
17616,701,273,"N30",-30,-30
17617,701,274,"N31",-31,-31
17618,701,275,"N32",-32,-32
17619,701,276,"N33",-55,-55
17624,701,277,"N34",-56,-56
17629,701,278,"N35",-41,-41
17630,701,279,"N36",-42,-42
17631,701,280,"N37",-43,-43
17632,701,281,"N38",-44,-44
17633,701,282,"N39",-45,-45
17634,701,283,"N4",-4,-4
17635,701,284,"N40",-46,-46
17636,701,285,"N41",-47,-47
17637,701,286,"N42",-48,-48
17638,701,287,"N43",-49,-49
17639,701,288,"N44",-50,-50
17640,701,289,"N45",-51,-51
17641,701,290,"N46",-52,-52
17642,701,291,"N47",-53,-53
17643,701,292,"N48",-54,-54
17644,701,293,"N5",-5,-5
17645,701,294,"N6",-6,-6
17646,701,295,"N7",-7,-7
17647,701,296,"N8",-8,-8
17648,701,297,"N9",-9,-9
17649,703,250,"N1",-1,-1
17650,703,251,"N10",-10,-10
17651,703,252,"N11",-11,-11
17652,703,253,"N12",-12,-12
17653,703,254,"N13",-13,-13
17654,703,255,"N14",-14,-14
17655,703,256,"N15",-15,-15
17656,703,257,"N16",-16,-16
17657,703,258,"N17",-17,-17
17658,703,259,"N18",-18,-18
17659,703,260,"N19",-19,-19
17660,703,261,"N2",-2,-2
17661,703,262,"N20",-20,-20
17662,703,263,"N21",-21,-21
17663,703,264,"N22",-22,-22
17664,703,265,"N23",-23,-23
17665,703,266,"N24",-24,-24
17666,703,267,"N25",-25,-25
17667,703,268,"N26",-26,-26
17668,703,269,"N27",-27,-27
17669,703,270,"N28",-28,-28
17670,703,272,"N3",-3,-3
17671,703,273,"N30",-30,-30
17672,703,274,"N31",-31,-31
17673,703,275,"N32",-32,-32
17674,703,276,"N33",-55,-55
17679,703,277,"N34",-56,-56
17684,703,278,"N35",-41,-41
17685,703,279,"N36",-42,-42
17686,703,280,"N37",-43,-43
17687,703,281,"N38",-44,-44
17688,703,282,"N39",-45,-45
17689,703,283,"N4",-4,-4
17690,703,284,"N40",-46,-46
17691,703,285,"N41",-47,-47
17692,703,286,"N42",-48,-48
17693,703,287,"N43",-49,-49
17694,703,288,"N44",-50,-50
17695,703,289,"N45",-51,-51
17696,703,290,"N46",-52,-52
17697,703,291,"N47",-53,-53
17698,703,292,"N48",-54,-54
17699,703,293,"N5",-5,-5
17700,703,294,"N6",-6,-6
17701,703,295,"N7",-7,-7
17702,703,296,"N8",-8,-8
17703,703,297,"N9",-9,-9
17704,721,250,"N1",-1,-1
17705,721,251,"N10",-10,-10
17706,721,252,"N11",-11,-11
17707,721,253,"N12",-12,-12
17708,721,254,"N13",-13,-13
17709,721,255,"N14",-14,-14
17710,721,256,"N15",-15,-15
17711,721,257,"N16",-16,-16
17712,721,258,"N17",-17,-17
17713,721,259,"N18",-18,-18
17714,721,260,"N19",-19,-19
17715,721,261,"N2",-2,-2
17716,721,262,"N20",-20,-20
17717,721,263,"N21",-21,-21
17718,721,264,"N22",-22,-22
17719,721,265,"N23",-23,-23
17720,721,266,"N24",-24,-24
17721,721,267,"N25",-25,-25
17722,721,268,"N26",-26,-26
17723,721,269,"N27",-27,-27
17724,721,270,"N28",-28,-28
17725,721,272,"N3",-3,-3
17726,721,273,"N30",-30,-30
17727,721,274,"N31",-31,-31
17728,721,275,"N32",-32,-32
17729,721,276,"N33",-55,-55
17734,721,277,"N34",-56,-56
17739,721,278,"N35",-41,-41
17740,721,279,"N36",-42,-42
17741,721,280,"N37",-43,-43
17742,721,281,"N38",-44,-44
17743,721,282,"N39",-45,-45
17744,721,283,"N4",-4,-4
17745,721,284,"N40",-46,-46
17746,721,285,"N41",-47,-47
17747,721,286,"N42",-48,-48
17748,721,287,"N43",-49,-49
17749,721,288,"N44",-50,-50
17750,721,289,"N45",-51,-51
17751,721,290,"N46",-52,-52
17752,721,291,"N47",-53,-53
17753,721,292,"N48",-54,-54
17754,721,293,"N5",-5,-5
17755,721,294,"N6",-6,-6
17756,721,295,"N7",-7,-7
17757,721,296,"N8",-8,-8
17758,721,297,"N9",-9,-9
17759,723,250,"N1",-1,-1
17760,723,251,"N10",-10,-10
17761,723,252,"N11",-11,-11
17762,723,253,"N12",-12,-12
17763,723,254,"N13",-13,-13
17764,723,255,"N14",-14,-14
17765,723,256,"N15",-15,-15
17766,723,257,"N16",-16,-16
17767,723,258,"N17",-17,-17
17768,723,259,"N18",-18,-18
17769,723,260,"N19",-19,-19
17770,723,261,"N2",-2,-2
17771,723,262,"N20",-20,-20
17772,723,263,"N21",-21,-21
17773,723,264,"N22",-22,-22
17774,723,265,"N23",-23,-23
17775,723,266,"N24",-24,-24
17776,723,267,"N25",-25,-25
17777,723,268,"N26",-26,-26
17778,723,269,"N27",-27,-27
17779,723,270,"N28",-28,-28
17780,723,272,"N3",-3,-3
17781,723,273,"N30",-30,-30
17782,723,274,"N31",-31,-31
17783,723,275,"N32",-32,-32
17784,723,276,"N33",-55,-55
17789,723,277,"N34",-56,-56
17794,723,278,"N35",-41,-41
17795,723,279,"N36",-42,-42
17796,723,280,"N37",-43,-43
17797,723,281,"N38",-44,-44
17798,723,282,"N39",-45,-45
17799,723,283,"N4",-4,-4
17800,723,284,"N40",-46,-46
17801,723,285,"N41",-47,-47
17802,723,286,"N42",-48,-48
17803,723,287,"N43",-49,-49
17804,723,288,"N44",-50,-50
17805,723,289,"N45",-51,-51
17806,723,290,"N46",-52,-52
17807,723,291,"N47",-53,-53
17808,723,292,"N48",-54,-54
17809,723,293,"N5",-5,-5
17810,723,294,"N6",-6,-6
17811,723,295,"N7",-7,-7
17812,723,296,"N8",-8,-8
17813,723,297,"N9",-9,-9
17814,695,250,"N1",-1,-1
17815,695,251,"N10",-10,-10
17816,695,252,"N11",-11,-11
17817,695,253,"N12",-12,-12
17818,695,254,"N13",-13,-13
17819,695,255,"N14",-14,-14
17820,695,256,"N15",-15,-15
17821,695,257,"N16",-16,-16
17822,695,258,"N17",-17,-17
17823,695,259,"N18",-18,-18
17824,695,260,"N19",-19,-19
17825,695,261,"N2",-2,-2
17826,695,262,"N20",-20,-20
17827,695,263,"N21",-21,-21
17828,695,264,"N22",-22,-22
17829,695,265,"N23",-23,-23
17830,695,266,"N24",-24,-24
17831,695,267,"N25",-25,-25
17832,695,268,"N26",-26,-26
17833,695,269,"N27",-27,-27
17834,695,270,"N28",-28,-28
17835,695,272,"N3",-3,-3
17836,695,273,"N30",-30,-30
17837,695,274,"N31",-31,-31
17838,695,275,"N32",-32,-32
17839,695,276,"N33",-55,-55
17844,695,277,"N34",-56,-56
17849,695,278,"N35",-41,-41
17850,695,279,"N36",-42,-42
17851,695,280,"N37",-43,-43
17852,695,281,"N38",-44,-44
17853,695,282,"N39",-45,-45
17854,695,283,"N4",-4,-4
17855,695,284,"N40",-46,-46
17856,695,285,"N41",-47,-47
17857,695,286,"N42",-48,-48
17858,695,287,"N43",-49,-49
17859,695,288,"N44",-50,-50
17860,695,289,"N45",-51,-51
17861,695,290,"N46",-52,-52
17862,695,291,"N47",-53,-53
17863,695,292,"N48",-54,-54
17864,695,293,"N5",-5,-5
17865,695,294,"N6",-6,-6
17866,695,295,"N7",-7,-7
17867,695,296,"N8",-8,-8
17868,695,297,"N9",-9,-9
17869,692,250,"N1",-1,-1
17870,692,251,"N10",-10,-10
17871,692,252,"N11",-11,-11
17872,692,253,"N12",-12,-12
17873,692,254,"N13",-13,-13
17874,692,255,"N14",-14,-14
17875,692,256,"N15",-15,-15
17876,692,257,"N16",-16,-16
17877,692,258,"N17",-17,-17
17878,692,259,"N18",-18,-18
17879,692,260,"N19",-19,-19
17880,692,261,"N2",-2,-2
17881,692,262,"N20",-20,-20
17882,692,263,"N21",-21,-21
17883,692,264,"N22",-22,-22
17884,692,265,"N23",-23,-23
17885,692,266,"N24",-24,-24
17886,692,267,"N25",-25,-25
17887,692,268,"N26",-26,-26
17888,692,269,"N27",-27,-27
17889,692,270,"N28",-28,-28
17890,692,272,"N3",-3,-3
17891,692,273,"N30",-30,-30
17892,692,274,"N31",-31,-31
17893,692,275,"N32",-32,-32
17894,692,276,"N33",-55,-55
17899,692,277,"N34",-56,-56
17904,692,278,"N35",-41,-41
17905,692,279,"N36",-42,-42
17906,692,280,"N37",-43,-43
17907,692,281,"N38",-44,-44
17908,692,282,"N39",-45,-45
17909,692,283,"N4",-4,-4
17910,692,284,"N40",-46,-46
17911,692,285,"N41",-47,-47
17912,692,286,"N42",-48,-48
17913,692,287,"N43",-49,-49
17914,692,288,"N44",-50,-50
17915,692,289,"N45",-51,-51
17916,692,290,"N46",-52,-52
17917,692,291,"N47",-53,-53
17918,692,292,"N48",-54,-54
17919,692,293,"N5",-5,-5
17920,692,294,"N6",-6,-6
17921,692,295,"N7",-7,-7
17922,692,296,"N8",-8,-8
17923,692,297,"N9",-9,-9
17924,693,250,"N1",-1,-1
17925,693,251,"N10",-10,-10
17926,693,252,"N11",-11,-11
17927,693,253,"N12",-12,-12
17928,693,254,"N13",-13,-13
17929,693,255,"N14",-14,-14
17930,693,256,"N15",-15,-15
17931,693,257,"N16",-16,-16
17932,693,258,"N17",-17,-17
17933,693,259,"N18",-18,-18
17934,693,260,"N19",-19,-19
17935,693,261,"N2",-2,-2
17936,693,262,"N20",-20,-20
17937,693,263,"N21",-21,-21
17938,693,264,"N22",-22,-22
17939,693,265,"N23",-23,-23
17940,693,266,"N24",-24,-24
17941,693,267,"N25",-25,-25
17942,693,268,"N26",-26,-26
17943,693,269,"N27",-27,-27
17944,693,270,"N28",-28,-28
17945,693,272,"N3",-3,-3
17946,693,273,"N30",-30,-30
17947,693,274,"N31",-31,-31
17948,693,275,"N32",-32,-32
17949,693,276,"N33",-55,-55
17954,693,277,"N34",-56,-56
17959,693,278,"N35",-41,-41
17960,693,279,"N36",-42,-42
17961,693,280,"N37",-43,-43
17962,693,281,"N38",-44,-44
17963,693,282,"N39",-45,-45
17964,693,283,"N4",-4,-4
17965,693,284,"N40",-46,-46
17966,693,285,"N41",-47,-47
17967,693,286,"N42",-48,-48
17968,693,287,"N43",-49,-49
17969,693,288,"N44",-50,-50
17970,693,289,"N45",-51,-51
17971,693,290,"N46",-52,-52
17972,693,291,"N47",-53,-53
17973,693,292,"N48",-54,-54
17974,693,293,"N5",-5,-5
17975,693,294,"N6",-6,-6
17976,693,295,"N7",-7,-7
17977,693,296,"N8",-8,-8
17978,693,297,"N9",-9,-9
17979,694,250,"N1",-1,-1
17980,694,251,"N10",-10,-10
17981,694,252,"N11",-11,-11
17982,694,253,"N12",-12,-12
17983,694,254,"N13",-13,-13
17984,694,255,"N14",-14,-14
17985,694,256,"N15",-15,-15
17986,694,257,"N16",-16,-16
17987,694,258,"N17",-17,-17
17988,694,259,"N18",-18,-18
17989,694,260,"N19",-19,-19
17990,694,261,"N2",-2,-2
17991,694,262,"N20",-20,-20
17992,694,263,"N21",-21,-21
17993,694,264,"N22",-22,-22
17994,694,265,"N23",-23,-23
17995,694,266,"N24",-24,-24
17996,694,267,"N25",-25,-25
17997,694,268,"N26",-26,-26
17998,694,269,"N27",-27,-27
17999,694,270,"N28",-28,-28
18000,694,272,"N3",-3,-3
18001,694,273,"N30",-30,-30
18002,694,274,"N31",-31,-31
18003,694,275,"N32",-32,-32
18004,694,276,"N33",-55,-55
18009,694,277,"N34",-56,-56
18014,694,278,"N35",-41,-41
18015,694,279,"N36",-42,-42
18016,694,280,"N37",-43,-43
18017,694,281,"N38",-44,-44
18018,694,282,"N39",-45,-45
18019,694,283,"N4",-4,-4
18020,694,284,"N40",-46,-46
18021,694,285,"N41",-47,-47
18022,694,286,"N42",-48,-48
18023,694,287,"N43",-49,-49
18024,694,288,"N44",-50,-50
18025,694,289,"N45",-51,-51
18026,694,290,"N46",-52,-52
18027,694,291,"N47",-53,-53
18028,694,292,"N48",-54,-54
18029,694,293,"N5",-5,-5
18030,694,294,"N6",-6,-6
18031,694,295,"N7",-7,-7
18032,694,296,"N8",-8,-8
18033,694,297,"N9",-9,-9
18034,691,250,"N1",-1,-1
18035,691,251,"N10",-10,-10
18036,691,252,"N11",-11,-11
18037,691,253,"N12",-12,-12
18038,691,254,"N13",-13,-13
18039,691,255,"N14",-14,-14
18040,691,256,"N15",-15,-15
18041,691,257,"N16",-16,-16
18042,691,258,"N17",-17,-17
18043,691,259,"N18",-18,-18
18044,691,260,"N19",-19,-19
18045,691,261,"N2",-2,-2
18046,691,262,"N20",-20,-20
18047,691,263,"N21",-21,-21
18048,691,264,"N22",-22,-22
18049,691,265,"N23",-23,-23
18050,691,266,"N24",-24,-24
18051,691,267,"N25",-25,-25
18052,691,268,"N26",-26,-26
18053,691,269,"N27",-27,-27
18054,691,270,"N28",-28,-28
18055,691,272,"N3",-3,-3
18056,691,273,"N30",-30,-30
18057,691,274,"N31",-31,-31
18058,691,275,"N32",-32,-32
18059,691,276,"N33",-55,-55
18064,691,277,"N34",-56,-56
18069,691,278,"N35",-41,-41
18070,691,279,"N36",-42,-42
18071,691,280,"N37",-43,-43
18072,691,281,"N38",-44,-44
18073,691,282,"N39",-45,-45
18074,691,283,"N4",-4,-4
18075,691,284,"N40",-46,-46
18076,691,285,"N41",-47,-47
18077,691,286,"N42",-48,-48
18078,691,287,"N43",-49,-49
18079,691,288,"N44",-50,-50
18080,691,289,"N45",-51,-51
18081,691,290,"N46",-52,-52
18082,691,291,"N47",-53,-53
18083,691,292,"N48",-54,-54
18084,691,293,"N5",-5,-5
18085,691,294,"N6",-6,-6
18086,691,295,"N7",-7,-7
18087,691,296,"N8",-8,-8
18088,691,297,"N9",-9,-9
18089,690,250,"N1",-1,-1
18090,690,251,"N10",-10,-10
18091,690,252,"N11",-11,-11
18092,690,253,"N12",-12,-12
18093,690,254,"N13",-13,-13
18094,690,255,"N14",-14,-14
18095,690,256,"N15",-15,-15
18096,690,257,"N16",-16,-16
18097,690,258,"N17",-17,-17
18098,690,259,"N18",-18,-18
18099,690,260,"N19",-19,-19
18100,690,261,"N2",-2,-2
18101,690,262,"N20",-20,-20
18102,690,263,"N21",-21,-21
18103,690,264,"N22",-22,-22
18104,690,265,"N23",-23,-23
18105,690,266,"N24",-24,-24
18106,690,267,"N25",-25,-25
18107,690,268,"N26",-26,-26
18108,690,269,"N27",-27,-27
18109,690,270,"N28",-28,-28
18110,690,272,"N3",-3,-3
18111,690,273,"N30",-30,-30
18112,690,274,"N31",-31,-31
18113,690,275,"N32",-32,-32
18114,690,276,"N33",-55,-55
18119,690,277,"N34",-56,-56
18124,690,278,"N35",-41,-41
18125,690,279,"N36",-42,-42
18126,690,280,"N37",-43,-43
18127,690,281,"N38",-44,-44
18128,690,282,"N39",-45,-45
18129,690,283,"N4",-4,-4
18130,690,284,"N40",-46,-46
18131,690,285,"N41",-47,-47
18132,690,286,"N42",-48,-48
18133,690,287,"N43",-49,-49
18134,690,288,"N44",-50,-50
18135,690,289,"N45",-51,-51
18136,690,290,"N46",-52,-52
18137,690,291,"N47",-53,-53
18138,690,292,"N48",-54,-54
18139,690,293,"N5",-5,-5
18140,690,294,"N6",-6,-6
18141,690,295,"N7",-7,-7
18142,690,296,"N8",-8,-8
18143,690,297,"N9",-9,-9
18144,854,250,"N1",-1,-1
18145,854,251,"N10",-10,-10
18146,854,252,"N11",-11,-11
18147,854,253,"N12",-12,-12
18148,854,254,"N13",-13,-13
18149,854,255,"N14",-14,-14
18150,854,256,"N15",-15,-15
18151,854,257,"N16",-16,-16
18152,854,258,"N17",-17,-17
18153,854,259,"N18",-18,-18
18154,854,260,"N19",-19,-19
18155,854,261,"N2",-2,-2
18156,854,262,"N20",-20,-20
18157,854,263,"N21",-21,-21
18158,854,264,"N22",-22,-22
18159,854,265,"N23",-23,-23
18160,854,266,"N24",-24,-24
18161,854,267,"N25",-25,-25
18162,854,268,"N26",-26,-26
18163,854,269,"N27",-27,-27
18164,854,270,"N28",-28,-28
18165,854,272,"N3",-3,-3
18166,854,273,"N30",-30,-30
18167,854,274,"N31",-31,-31
18168,854,275,"N32",-32,-32
18169,854,276,"N33",-55,-55
18174,854,277,"N34",-56,-56
18179,854,278,"N35",-41,-41
18180,854,279,"N36",-42,-42
18181,854,280,"N37",-43,-43
18182,854,281,"N38",-44,-44
18183,854,282,"N39",-45,-45
18184,854,283,"N4",-4,-4
18185,854,284,"N40",-46,-46
18186,854,285,"N41",-47,-47
18187,854,286,"N42",-48,-48
18188,854,287,"N43",-49,-49
18189,854,288,"N44",-50,-50
18190,854,289,"N45",-51,-51
18191,854,290,"N46",-52,-52
18192,854,291,"N47",-53,-53
18193,854,292,"N48",-54,-54
18194,854,293,"N5",-5,-5
18195,854,294,"N6",-6,-6
18196,854,295,"N7",-7,-7
18197,854,296,"N8",-8,-8
18198,854,297,"N9",-9,-9
18199,945,250,"N1",-1,-1
18200,945,251,"N10",-10,-10
18201,945,252,"N11",-11,-11
18202,945,253,"N12",-12,-12
18203,945,254,"N13",-13,-13
18204,945,255,"N14",-14,-14
18205,945,256,"N15",-15,-15
18206,945,257,"N16",-16,-16
18207,945,258,"N17",-17,-17
18208,945,259,"N18",-18,-18
18209,945,260,"N19",-19,-19
18210,945,261,"N2",-2,-2
18211,945,262,"N20",-20,-20
18212,945,263,"N21",-21,-21
18213,945,264,"N22",-22,-22
18214,945,265,"N23",-23,-23
18215,945,266,"N24",-24,-24
18216,945,267,"N25",-25,-25
18217,945,268,"N26",-26,-26
18218,945,269,"N27",-27,-27
18219,945,270,"N28",-28,-28
18220,945,272,"N3",-3,-3
18221,945,273,"N30",-30,-30
18222,945,274,"N31",-31,-31
18223,945,275,"N32",-32,-32
18224,945,276,"N33",-55,-55
18229,945,277,"N34",-56,-56
18234,945,278,"N35",-41,-41
18235,945,279,"N36",-42,-42
18236,945,280,"N37",-43,-43
18237,945,281,"N38",-44,-44
18238,945,282,"N39",-45,-45
18239,945,283,"N4",-4,-4
18240,945,284,"N40",-46,-46
18241,945,285,"N41",-47,-47
18242,945,286,"N42",-48,-48
18243,945,287,"N43",-49,-49
18244,945,288,"N44",-50,-50
18245,945,289,"N45",-51,-51
18246,945,290,"N46",-52,-52
18247,945,291,"N47",-53,-53
18248,945,292,"N48",-54,-54
18249,945,293,"N5",-5,-5
18250,945,294,"N6",-6,-6
18251,945,295,"N7",-7,-7
18252,945,296,"N8",-8,-8
18253,945,297,"N9",-9,-9
