"mid_point","pred5","pred_lo","pred_hi","pinf","pinf_lower","pinf_upper"
0,7.7476520348486,4.32816116374756,11.1549104819744,0.999568431234705,0.986979974616736,0.999985695334093
0.1,7.68581533232489,4.29990692528782,11.065259496934,0.999540914698462,0.986611852813012,0.999984353685178
0.2,7.62422763400995,4.27179895608825,10.9712392483979,0.999511766111455,0.986235453846361,0.999982811266834
0.3,7.56288893990378,4.24248428253962,10.8776253500063,0.999480896969788,0.985831779711178,0.999981124470792
0.4,7.5017992500064,4.20671412391859,10.7942435672204,0.999448214507518,0.985323379761424,0.999979483150535
0.5,7.44095856431779,4.17105681577944,10.7050877871776,0.999413621524817,0.984798707657055,0.99997756997775
0.6,7.38036688283795,4.14269196206232,10.6145287405255,0.999377016211236,0.984368188443394,0.999975443974522
0.7,7.32002420556689,4.11463565920283,10.5243657073292,0.999338291964056,0.983930554708723,0.999973127109848
0.8,7.2599305325046,4.08843428147757,10.4345986875886,0.999297337201724,0.983510982989616,0.999970603298527
0.9,7.20008586365109,4.06453537111012,10.3452276813037,0.999254035172391,0.983118899252222,0.999967855198856
1,7.14049019900636,4.03997111824691,10.2561562284005,0.99920826375756,0.982706352603756,0.999964860734175
1.1,7.0811435385704,4.01696660200255,10.1670758405638,0.999159895270889,0.982311028160336,0.999961586986184
1.2,7.02204588234321,3.99305189323894,10.0784933075096,0.999108796252191,0.981890655777929,0.999958029152139
1.3,6.9631972303248,3.9675241638766,10.0033717443194,0.999054827256693,0.981431108922223,0.999954754936623
1.4,6.90459758251516,3.94017669610662,9.92859477400574,0.998997842639628,0.980926108963581,0.999951242110274
1.5,6.8462469389143,3.91290319390673,9.85416239656859,0.998937690336267,0.980409069903961,0.999947474664472
1.6,6.78814529952222,3.88570365727693,9.77118219830582,0.998874211637477,0.979879761194896,0.999942930416387
1.7,6.73029266433891,3.85857808621722,9.67930499716472,0.998807240960964,0.979337949765212,0.99993743894263
1.8,6.67268903336438,3.8315264807276,9.58785235441438,0.99873660561833,0.978783400062128,0.999931448200992
1.9,6.61533440659862,3.80454884080807,9.50414333528517,0.998662125578114,0.978215874095587,0.999925463220873
2,6.55822878404163,3.77796459467421,9.42484763783721,0.998583613225026,0.977642114616504,0.999919312616119
2.1,6.50137216569343,3.75148901032682,9.34563688424826,0.998500873115569,0.977056033761344,0.999912661940343
2.2,6.44476455155399,3.7250853156286,9.26680094111403,0.998413701730299,0.976456612348611,0.999905498556365
2.3,6.38840594162333,3.70075368698284,9.18833980843452,0.998321887222985,0.975890717710053,0.999897786012713
2.4,6.33229633590145,3.68692396444749,9.11025348620974,0.998225209166964,0.975563181215032,0.999889485520213
2.5,6.27643573438834,3.6598143338109,9.03254197443968,0.998123438299005,0.974908496495508,0.999880555822037
2.6,6.22082413708401,3.63265846019405,8.95520527312435,0.998016336261029,0.97423557466818,0.999870953058009
2.7,6.16546154398845,3.60576885948464,8.87824338226374,0.997903655340075,0.973551952665624,0.999860630623055
2.8,6.11034795510167,3.57894966982759,8.80165630185785,0.997785138206912,0.972852556868464,0.999849539019649
2.9,6.05548337042366,3.55219428774221,8.71959312119626,0.997660517653745,0.97213692390075,0.999836673037518
3,6.00086778995443,3.5255027132285,8.63666426058976,0.997529516331494,0.971404753155402,0.999822553556756
3.1,5.94650121369398,3.49887170981965,8.55414430096319,0.99739184648716,0.97065564892639,0.999807292493128
3.2,5.8923836416423,3.47217924126879,8.47348849733345,0.997247209701826,0.969885733698376,0.999791108882421
3.3,5.83851507379939,3.43994136404658,8.4002829235358,0.997095296629886,0.968929750660003,0.999775246812432
3.4,5.78489551016526,3.41081183381724,8.32742793253853,0.996935786740125,0.968040728470601,0.999758265295724
3.5,5.7315249507399,3.38522434349954,8.25492352434163,0.996768348059324,0.967239554720025,0.999740092163804
3.6,5.67840339552332,3.36474570557786,8.18276969894511,0.996592636919093,0.966584398131528,0.999720651118737
