"mid_point","pred5","pred_lo","pred_hi","pinf","pinf_lower","pinf_upper"
0,1.74301554954111,0.0145497323614746,3.46491535281864,0.851069691373872,0.503637368922948,0.969672848740349
0.1,1.74301555054049,0.0145497333614433,3.46376378100522,0.851069691500543,0.503637369172927,0.969638965667628
0.2,1.74301555153987,0.014549734361412,3.46262038834645,0.851069691627214,0.503637369422906,0.969605286973354
0.3,1.74301555253925,0.0145497353613811,3.46148517484232,0.851069691753886,0.503637369672885,0.96957181339746
0.4,1.74301555353864,0.0145497363613505,3.46048655774649,0.851069691880559,0.503637369922864,0.969542338065072
0.5,1.74301555453803,0.01454973736132,3.46053917351955,0.851069692007232,0.503637370172843,0.969543891770084
0.6,1.74301555553743,0.0145497383612896,3.46058996288876,0.851069692133905,0.503637370422822,0.96954539146992
0.7,1.74301555653683,0.0145497393612596,3.46063892585413,0.851069692260579,0.503637370672802,0.969546837172298
0.8,1.74301555753623,0.0145497403612296,3.46068606241566,0.851069692387253,0.503637370922781,0.969548228884662
0.9,1.74301555853564,0.0145497413612001,3.46073137257334,0.851069692513928,0.50363737117276,0.969549566614173
1,1.74301555953505,0.0145497423611705,3.46076914848214,0.851069692640604,0.50363737142274,0.969550681860271
1.1,1.74301556053446,0.0145497433611412,3.46078524400623,0.85106969276728,0.503637371672719,0.969551157031272
1.2,1.74301556153388,0.0145497443611123,3.46079969993108,0.851069692893956,0.503637371922699,0.96955158379201
1.3,1.7430155625333,0.0145497453610834,3.46081251625669,0.851069693020633,0.503637372172678,0.969551962144456
1.4,1.74301556353273,0.0145497463610548,3.46082369298307,0.85106969314731,0.503637372422658,0.96955229209036
1.5,1.74301556453216,0.0145497473610263,3.46083323011021,0.851069693273988,0.503637372672637,0.969552573631243
1.6,1.74301556553159,0.0145497483609981,3.46084112763812,0.851069693400666,0.503637372922617,0.969552806768408
1.7,1.74301556653103,0.0145497493609701,3.46084738556679,0.851069693527345,0.503637373172597,0.969552991502932
1.8,1.74301556753047,0.0145497503609424,3.46085200389622,0.851069693654024,0.503637373422577,0.969553127835666
1.9,1.74301556852992,0.0145497513609148,3.46085498262642,0.851069693780704,0.503637373672557,0.969553215767242
2,1.74301556952936,0.0145497523608875,3.46085632175738,0.851069693907384,0.503637373922536,0.969553255298065
2.1,1.74301557052882,0.0145497533608601,3.46085602128911,0.851069694034065,0.503637374172516,0.969553246428319
