sequela_id,rei_id,healthstate_id,fake_id
1303,224,453,30510
1304,223,452,30511
1305,222,451,30512
1306,236,450,30513
1307,225,454,30514
1308,224,453,30515
1309,223,452,30516
1310,222,451,30517
1311,236,450,30518
1312,225,454,30519
1313,224,453,30520
1314,223,452,30521
1315,222,451,30522
1316,236,450,30523
1317,225,454,30524
1318,224,453,30525
1319,223,452,30526
1320,222,451,30527
1321,236,450,30528
1322,225,454,30529
1323,224,453,30530
1324,223,452,30531
1325,222,451,30532
1326,236,450,30533
1328,236,450,30534
1329,222,451,30535
1330,223,452,30536
1331,224,453,30537
1332,225,454,30538
1373,205,2456,30539
1376,206,2459,30540
1379,207,2462,30541
1385,205,2456,30542
1388,206,2459,30543
1391,207,2462,30544
1397,205,2456,30545
1400,206,2459,30546
1403,207,2462,30547
1421,205,835,30548
1424,206,836,30549
1427,207,837,30550
1433,205,835,30551
1436,206,836,30552
1439,207,837,30553
1445,205,835,30554
1448,206,836,30555
1451,207,837,30556
1514,194,540,30557
1517,193,772,30558
1517,224,453,30559
1523,217,381,30560
1526,218,382,30561
1529,219,383,30562
1532,217,381,30563
1535,218,382,30564
1538,219,383,30565
1541,217,381,30566
1544,218,382,30567
1547,219,383,30568
1613,222,451,30569
1622,222,451,30570
1631,222,451,30571
1637,222,451,30572
1643,222,451,30573
1646,222,451,30574
1715,220,400,30575
1727,220,400,30576
1733,220,400,30577
1739,220,400,30578
1748,220,400,30579
1751,220,400,30580
1898,224,453,30581
1910,236,450,30582
1928,236,450,30583
1952,236,450,30584
1955,236,450,30585
1958,236,450,30586
1964,222,451,30587
1970,223,452,30588
1973,223,452,30589
1979,224,453,30590
1982,224,453,30591
1988,236,450,30592
1991,236,450,30593
1994,236,450,30594
1997,222,451,30595
2000,222,451,30596
2006,223,452,30597
2009,223,452,30598
2015,224,453,30599
2018,224,453,30600
2060,225,454,30601
2063,225,454,30602
2066,225,454,30603
2069,225,454,30604
2072,225,454,30605
2096,236,450,30606
2099,236,450,30607
2102,236,450,30608
2108,222,451,30609
2114,223,452,30610
2123,224,453,30611
2126,224,453,30612
2132,225,454,30613
2135,225,454,30614
2141,236,450,30615
2144,236,450,30616
2147,236,450,30617
2150,222,451,30618
2153,222,451,30619
2159,223,452,30620
2162,223,452,30621
2168,224,453,30622
2171,224,453,30623
2177,225,454,30624
4643,236,450,30625
4646,222,451,30626
4649,223,452,30627
4652,224,453,30628
4655,225,454,30629
4661,236,450,30630
4664,222,451,30631
4667,223,452,30632
4670,224,453,30633
4673,225,454,30634
4676,217,381,30635
4679,217,381,30636
4679,236,450,30637
4682,217,381,30638
4682,222,451,30639
4685,217,381,30640
4685,223,452,30641
4688,217,381,30642
4688,224,453,30643
4691,217,381,30644
4691,225,454,30645
4694,218,382,30646
4697,218,382,30647
4697,236,450,30648
4700,218,382,30649
4700,222,451,30650
4703,218,382,30651
4703,223,452,30652
4706,218,382,30653
4706,224,453,30654
4709,218,382,30655
4709,225,454,30656
4712,219,383,30657
4715,219,383,30658
4715,236,450,30659
4718,219,383,30660
4718,222,451,30661
4721,219,383,30662
4721,223,452,30663
4724,219,383,30664
4724,224,453,30665
4727,219,383,30666
4727,225,454,30667
4733,236,450,30668
4736,222,451,30669
4739,223,452,30670
4742,224,453,30671
4745,225,454,30672
4748,217,381,30673
4751,217,381,30674
4751,236,450,30675
4754,217,381,30676
4754,222,451,30677
4757,217,381,30678
4757,223,452,30679
4760,217,381,30680
4760,224,453,30681
4763,217,381,30682
4763,225,454,30683
4766,218,382,30684
4769,218,382,30685
4769,236,450,30686
4772,218,382,30687
4772,222,451,30688
4775,218,382,30689
4775,223,452,30690
4778,218,382,30691
4778,224,453,30692
4781,218,382,30693
4781,225,454,30694
4784,219,383,30695
4787,219,383,30696
4787,236,450,30697
4790,219,383,30698
4790,222,451,30699
4793,219,383,30700
4793,223,452,30701
4796,219,383,30702
4796,224,453,30703
4799,219,383,30704
4799,225,454,30705
4805,236,450,30706
4808,222,451,30707
4811,223,452,30708
4814,224,453,30709
4817,225,454,30710
4820,217,381,30711
4823,217,381,30712
4823,236,450,30713
4826,217,381,30714
4826,222,451,30715
4829,217,381,30716
4829,223,452,30717
4832,217,381,30718
4832,224,453,30719
4835,217,381,30720
4835,225,454,30721
4838,218,382,30722
4841,218,382,30723
4841,236,450,30724
4844,218,382,30725
4844,222,451,30726
4847,218,382,30727
4847,223,452,30728
4850,218,382,30729
4850,224,453,30730
4853,218,382,30731
4853,225,454,30732
4856,219,383,30733
4859,219,383,30734
4859,236,450,30735
4862,219,383,30736
4862,222,451,30737
4865,219,383,30738
4865,223,452,30739
4868,219,383,30740
4868,224,453,30741
4871,219,383,30742
4871,225,454,30743
4877,236,450,30744
4880,222,451,30745
4883,223,452,30746
4886,224,453,30747
4889,225,454,30748
4892,217,381,30749
4895,217,381,30750
4895,236,450,30751
4898,217,381,30752
4898,222,451,30753
4901,217,381,30754
4901,223,452,30755
4904,217,381,30756
4904,224,453,30757
4907,217,381,30758
4907,225,454,30759
4910,218,382,30760
4913,218,382,30761
4913,236,450,30762
4916,218,382,30763
4916,222,451,30764
4919,218,382,30765
4919,223,452,30766
4922,218,382,30767
4922,224,453,30768
4925,218,382,30769
4925,225,454,30770
4928,219,383,30771
4931,219,383,30772
4931,236,450,30773
4934,219,383,30774
4934,222,451,30775
4937,219,383,30776
4937,223,452,30777
4940,219,383,30778
4940,224,453,30779
4943,219,383,30780
4943,225,454,30781
4952,205,865,30782
4955,205,2465,30783
4958,206,866,30784
4961,206,2468,30785
4964,207,867,30786
4967,207,867,30787
4976,205,547,30788
4979,206,548,30789
4982,207,549,30790
4985,205,865,30791
4988,205,2465,30792
4991,206,866,30793
4994,206,2468,30794
4997,207,867,30795
5000,207,2471,30796
5009,205,547,30797
5012,206,548,30798
5015,207,549,30799
5018,205,2474,30800
5021,206,2477,30801
5024,207,2480,30802
5027,205,2483,30803
5030,206,2486,30804
5033,207,2489,30805
5036,205,2492,30806
5039,206,2495,30807
5042,207,2498,30808
5051,205,860,30809
5054,206,861,30810
5057,207,862,30811
5063,205,2534,30812
5066,206,2537,30813
5069,207,2540,30814
5075,205,2543,30815
5078,206,2546,30816
5081,207,2549,30817
5087,205,2552,30818
5090,206,2555,30819
5093,207,2558,30820
5099,205,2561,30821
5102,206,2564,30822
5105,207,2567,30823
5111,205,2561,30824
5114,206,2564,30825
5117,207,2567,30826
5123,205,2561,30827
5126,206,2564,30828
5129,207,2567,30829
5213,207,549,30830
5216,207,549,30831
5219,206,548,30832
5222,206,548,30833
5225,205,547,30834
5228,205,547,30835
5237,207,837,30836
5240,207,837,30837
5243,206,836,30838
5246,206,836,30839
5249,205,835,30840
5252,205,835,30841
5261,207,2462,30842
5264,207,2462,30843
5267,206,2459,30844
5270,206,2459,30845
5273,205,2456,30846
5276,205,2456,30847
5291,217,381,30848
5294,218,382,30849
5297,219,383,30850
5306,217,381,30851
5309,218,382,30852
5312,219,383,30853
5321,217,381,30854
5324,218,382,30855
5327,219,383,30856
5393,205,547,30857
5396,206,548,30858
5399,207,549,30859
5444,229,466,30860
5447,230,467,30861
5450,231,468,30862
5468,229,466,30863
5471,230,467,30864
5474,231,468,30865
5483,233,469,30866
5567,205,2731,30867
5570,206,2732,30868
5573,207,2733,30869
5579,205,2731,30870
5582,206,2732,30871
5585,207,2733,30872
5606,205,547,30873
5609,206,548,30874
5612,207,549,30875
5627,205,2648,30876
5630,206,2651,30877
5633,207,2654,30878
5678,205,2648,30879
5681,206,2651,30880
5684,207,2654,30881
5726,379,559,30882
5729,379,559,30883
5732,379,559,30884
5735,379,559,30885
5738,379,559,30886
5741,379,559,30887
5747,379,559,30889
5750,379,559,30890
5753,379,559,30891
5756,379,559,30892
5759,379,559,30893
5762,379,559,30894
5765,379,559,30895
5768,379,559,30896
5771,379,559,30897
5774,379,559,30898
5777,379,559,30899
5780,379,559,30900
5783,379,559,30901
5786,379,559,30902
5789,379,559,30903
5792,379,559,30904
5795,379,559,30905
5798,379,559,30906
5801,379,559,30907
5804,236,450,30908
5804,379,559,30909
5807,236,450,30910
5807,379,559,30911
5810,236,450,30912
5810,379,559,30913
5813,236,450,30914
5813,379,559,30915
5816,222,451,30916
5816,379,559,30917
5819,222,451,30918
5819,379,559,30919
5822,222,451,30920
5822,379,559,30921
5825,222,451,30922
5825,379,559,30923
5828,223,452,30924
5828,379,559,30925
5831,223,452,30926
5831,379,559,30927
5834,223,452,30928
5834,379,559,30929
5837,223,452,30930
5837,379,559,30931
5840,225,454,30932
5840,379,559,30933
5843,225,454,30934
5843,379,559,30935
5846,225,454,30936
5846,379,559,30937
5849,225,454,30938
5849,379,559,30939
5852,224,453,30940
5852,379,559,30941
5855,224,453,30942
5855,379,559,30943
5858,224,453,30944
5858,379,559,30945
5861,224,453,30946
5861,379,559,30947
7202,205,2684,30948
7205,206,2690,30949
7208,207,2693,30950
7214,205,2684,30951
7217,206,2690,30952
7220,207,2693,30953
22857,222,451,30954
22858,213,575,30955
22859,215,463,30956
22861,231,468,30957
22862,212,461,30958
22863,215,458,30959
22864,222,451,30960
22865,193,772,30961
22866,212,456,30962
22867,214,462,30963
22868,236,450,30964
22870,224,453,30965
22871,211,460,30966
22874,214,457,30967
22875,216,464,30968
22876,223,452,30969
22877,211,455,30970
22879,213,576,30971
22880,216,459,30972
22882,229,466,30973
22883,230,467,30974
22932,379,559,30975
22933,217,381,30976
22934,218,382,30977
22935,219,383,30978
22989,205,2694,30979
22990,205,2694,30980
22991,205,2694,30981
22992,205,2694,30982
22993,205,2694,30983
22999,206,2724,30984
23000,206,2724,30985
23001,206,2724,30986
23002,206,2724,30987
23003,206,2724,30988
23009,207,2725,30989
23010,207,2725,30990
23011,207,2725,30991
23012,207,2725,30992
23013,207,2725,30993
23030,205,2720,30994
23031,206,2721,30995
23032,207,2722,30996
23034,205,2720,30997
23035,206,2721,30998
23036,207,2722,30999
23038,205,2720,31000
23039,206,2721,31001
23040,207,2722,31002
23042,205,2720,31003
23043,206,2721,31004
23044,207,2722,31005
23046,205,2720,31006
23047,206,2721,31007
23048,207,2722,31008
23120,205,547,31009
23121,206,548,31010
23122,207,549,31011
23125,205,547,31012
23126,206,548,31013
23127,207,549,31014
23130,205,547,31015
23131,206,548,31016
23132,207,549,31017
23155,205,547,31018
23156,206,548,31019
23157,207,549,31020
23162,205,547,31021
23163,206,548,31022
23164,207,549,31023
23179,205,547,31024
23180,206,548,31025
23181,207,549,31026
23187,205,547,31027
23188,206,548,31028
23189,207,549,31029
23269,205,547,31030
23087,379,2744,31031
23088,217,2745,31032
23089,218,2746,31033
23090,219,2747,31034
23092,379,2744,31035
23093,217,2745,31036
23094,218,2746,31037
23095,219,2747,31038
23097,379,2744,31039
23098,217,2745,31040
23099,218,2746,31041
23100,219,2747,31042
23102,379,2744,31043
23103,217,2745,31044
23104,218,2746,31045
23105,219,2747,31046
23107,379,2740,31047
23108,217,2741,31048
23109,218,2742,31049
23110,219,2743,31050
23111,379,2740,31051
23112,217,2741,31052
23113,218,2742,31053
23114,219,2743,31054
23115,379,2740,31055
23116,217,2741,31056
23117,218,2742,31057
23118,219,2743,31058
23158,217,381,31059
23159,218,382,31060
23160,219,383,31061
23166,379,2744,31062
23167,217,2745,31063
23168,218,2746,31064
23169,219,2747,31065
23171,379,2740,31066
23172,217,2741,31067
23173,218,2742,31068
23174,219,2743,31069
23175,379,2740,31070
23176,217,2741,31071
23177,218,2742,31072
23178,219,2743,31073
23182,217,381,31074
23183,218,382,31075
23184,219,383,31076
23185,379,559,31077
23190,217,381,31078
23191,218,382,31079
23192,219,383,31080
23193,379,559,31081
23195,379,560,31082
23196,217,381,31083
23197,218,382,31084
23198,219,383,31085
23199,379,560,31086
23200,217,381,31087
23201,218,382,31088
23202,219,383,31089
23203,379,560,31090
23204,217,381,31091
23205,218,382,31092
23206,219,383,31093
23207,379,560,31094
23208,217,381,31095
23209,218,382,31096
23210,219,383,31097
23211,379,560,31098
23212,217,381,31099
23213,218,382,31100
23214,219,383,31101
23215,379,560,31102
23216,217,381,31103
23217,218,382,31104
23218,219,383,31105
23219,379,560,31106
23220,217,381,31107
23221,218,382,31108
23222,219,383,31109
23223,379,560,31110
23224,217,381,31111
23225,218,382,31112
23226,219,383,31113
23227,379,560,31114
23228,217,381,31115
23229,218,382,31116
23230,219,383,31117
23231,379,560,31118
23232,217,381,31119
23233,218,382,31120
23234,219,383,31121
23235,379,560,31122
23236,217,381,31123
23237,218,382,31124
23238,219,383,31125
23239,379,560,31126
23240,217,381,31127
23241,218,382,31128
23242,219,383,31129
23243,379,560,31130
23244,379,560,31131
23245,217,381,31132
23246,217,381,31133
23247,218,382,31134
23248,218,382,31135
23250,219,383,31136
23251,219,383,31137
23252,217,381,31138
23253,218,382,31139
23254,379,560,31140
23255,219,383,31141
23278,379,2749,31142
23279,217,2750,31143
23280,218,2751,31144
23281,219,2752,31145
23283,379,815,31146
23284,217,2753,31147
23285,218,2754,31148
23286,219,2755,31149
23288,379,2756,31150
23289,217,2757,31151
23290,218,2758,31152
23291,219,2759,31153
23294,379,2760,31154
23295,217,2761,31155
23296,218,2762,31156
23297,219,2763,31157
23298,379,2749,31158
23299,217,2750,31159
23300,218,2751,31160
23301,219,2752,31161
23303,379,815,31162
23304,217,2753,31163
23305,218,2754,31164
23306,219,2755,31165
23308,379,2756,31166
23309,217,2757,31167
23310,218,2758,31168
23311,219,2759,31169
23313,379,2760,31170
23314,217,2761,31171
23315,218,2762,31172
23316,219,2763,31173
23318,379,2749,31174
23319,217,2750,31175
23320,218,2751,31176
23321,219,2752,31177
23323,379,815,31178
23324,217,2753,31179
23325,218,2754,31180
23326,219,2755,31181
23328,379,2756,31182
23329,217,2757,31183
23330,218,2758,31184
23331,219,2759,31185
23333,379,2760,31186
23334,217,2761,31187
23335,218,2762,31188
23336,219,2763,31189
23338,379,2764,31190
23339,217,2765,31191
23340,218,2766,31192
23341,219,2767,31193
23344,379,2768,31194
23345,217,2769,31195
23346,218,2770,31196
23347,219,2771,31197
23348,379,2764,31198
23349,217,2765,31199
23350,218,2766,31200
23351,219,2767,31201
23353,379,2768,31202
23354,217,2769,31203
23355,218,2770,31204
23356,219,2771,31205
23358,379,2764,31206
23359,217,2765,31207
23360,218,2766,31208
23361,219,2767,31209
23363,379,2768,31210
23364,217,2769,31211
23365,218,2770,31212
23366,219,2771,31213
23368,379,2772,31214
23369,217,2773,31215
23370,218,2774,31216
23371,219,2775,31217
23374,379,2776,31218
23375,217,2777,31219
23376,218,2778,31220
23377,219,2779,31221
23378,379,2772,31222
23379,217,2773,31223
23380,218,2774,31224
23381,219,2775,31225
23383,379,2776,31226
23384,217,2777,31227
23385,218,2778,31228
23386,219,2779,31229
23388,379,2772,31230
23389,217,2773,31231
23390,218,2774,31232
23391,219,2775,31233
23393,379,2776,31234
23394,217,2777,31235
23395,218,2778,31236
23396,219,2779,31237
23398,379,2780,31238
23399,217,2781,31239
23400,218,2782,31240
23401,219,2783,31241
23404,379,2784,31242
23405,217,2785,31243
23406,218,2786,31244
23407,219,2787,31245
23408,379,2780,31246
23409,217,2781,31247
23410,218,2782,31248
23411,219,2783,31249
23413,379,2784,31250
23414,217,2785,31251
23415,218,2786,31252
23416,219,2787,31253
23418,379,2780,31254
23419,217,2781,31255
23420,218,2782,31256
23421,219,2783,31257
23423,379,2784,31258
23424,217,2785,31259
23425,218,2786,31260
23426,219,2787,31261
23456,194,540,31262
