mid_point,pred5,pred_lo,pred_hi,pinf,pinf_lower,pinf_upper
0,0.832656434983872,0.818367329278049,0.865477066878587,0.727224693288206,0.693889659566167,0.703803698962997
0.1,0.832656435983862,0.818367330278018,0.865404931076743,0.727224693478306,0.693889659778567,0.703788661020355
0.2,0.832656436983852,0.818367331277986,0.865314973042709,0.727224693668405,0.693889659990967,0.703769907108868
0.3,0.832656437983842,0.818367332277955,0.865127404357795,0.727224693858505,0.693889660203368,0.70373080170288
0.4,0.832656438983832,0.818367333277924,0.86493858284077,0.727224694048605,0.693889660415768,0.70369143208036
0.5,0.832656439983822,0.818367334277892,0.864749761323744,0.727224694238704,0.693889660628168,0.703652059429309
0.6,0.832656440983813,0.818367335277861,0.864560939806719,0.727224694428804,0.693889660840568,0.703612683750077
0.7,0.832656441983803,0.81836733627783,0.864372118289694,0.727224694618904,0.693889661052968,0.703573305043019
0.8,0.832656442983793,0.818367337277799,0.864183296772669,0.727224694809003,0.693889661265368,0.703533923308486
0.9,0.832656443983783,0.818367338277767,0.863994475255644,0.727224694999103,0.693889661477769,0.703494538546832
1,0.832656444983773,0.818367339277736,0.863805653738619,0.727224695189203,0.693889661690169,0.70345515075841
1.1,0.832656445983763,0.818367340277705,0.863674222255827,0.727224695379302,0.693889661902569,0.703427732629164
1.2,0.832656446983753,0.818367341277673,0.863515834945249,0.727224695569402,0.693889662114969,0.703394689254031
1.3,0.832656447983743,0.818367342277642,0.863249153558525,0.727224695759502,0.693889662327369,0.703339048338486
1.4,0.832656448983734,0.818367343277611,0.863194408989562,0.727224695949601,0.693889662539769,0.703327625580117
1.5,0.832656449983723,0.81836734427758,0.863177678574877,0.727224696139701,0.69388966275217,0.703324134635438
1.6,0.832656450983714,0.818367345277548,0.863057146849296,0.727224696329801,0.69388966296457,0.703298983954062
1.7,0.832656451983704,0.818367346277517,0.862881381875078,0.7272246965199,0.69388966317697,0.703262305850192
1.8,0.832656452983694,0.818367347277486,0.862678703724927,0.72722469671,0.69388966338937,0.703220008332558
1.9,0.832656453983684,0.818367348277455,0.862476025574776,0.7272246969001,0.69388966360177,0.703177707330458
2,0.832656454983674,0.818367349277424,0.862392017407003,0.727224697090199,0.69388966381417,0.703160172945597
2.1,0.832656455983664,0.818366723362842,0.86222599950926,0.727224697280299,0.693889530865642,0.70312551953443
2.2,0.832656456983654,0.818342318736835,0.862059572330555,0.727224697470399,0.693884347131383,0.7030907783469
2.3,0.832656457983644,0.818341441315591,0.861893145151851,0.727224697660499,0.693884160759305,0.703056034810799
2.4,0.832656458983635,0.818341232899448,0.861725151220403,0.727224697850598,0.693884116489853,0.703020961815936
2.5,0.832656459983624,0.818341233899421,0.86155046842156,0.727224698040698,0.693884116702256,0.702984489813037
2.6,0.832656460983615,0.818341234899393,0.861375785622717,0.727224698230798,0.693884116914659,0.702948015223605
2.7,0.832656461983605,0.818341235899366,0.861228347402828,0.727224698420897,0.693884117127062,0.702917227417644
2.8,0.832656462983595,0.818341236899338,0.861097810766941,0.727224698610997,0.693884117339465,0.702889967434997
2.9,0.832656463983585,0.818341237899311,0.861061360313526,0.727224698801097,0.693884117551868,0.702882355224165
3,0.832656464983575,0.818341238899284,0.860873868642285,0.727224698991196,0.693884117764271,0.70284319820855
3.1,0.832656465983565,0.818341239899256,0.860700474192508,0.727224699181296,0.693884117976675,0.702806982700017
3.2,0.832656466983555,0.818341240899229,0.860685094458723,0.727224699371396,0.693884118189078,0.702803770335341
3.3,0.832656467983545,0.818341241899202,0.860487910405393,0.727224699561495,0.693884118401481,0.702762582730805
3.4,0.832656468983535,0.818341242899174,0.860281943324681,0.727224699751595,0.693884118613884,0.702719557019503
3.5,0.832656469983526,0.818341243899147,0.860218910237332,0.727224699941695,0.693884118826287,0.702706388937924
3.6,0.832656470983516,0.81834124489912,0.860177585149149,0.727224700131794,0.69388411903869,0.702697755636478
3.7,0.832656471983506,0.818341245899092,0.860087933079592,0.727224700321894,0.693884119251093,0.702679025757747
3.8,0.832656472983496,0.818341246899065,0.859824605847255,0.727224700511994,0.693884119463496,0.702624008177058
3.9,0.832656473983486,0.818341247899037,0.859728026976065,0.727224700702093,0.6938841196759,0.702603828253704
4,0.832656474983476,0.81834124889901,0.859722496377458,0.727224700892193,0.693884119888303,0.702602672624491
4.1,0.832656475983466,0.818341249898982,0.859565875353866,0.727224701082293,0.693884120100706,0.70256994528534
4.2,0.832656476983456,0.818341250898955,0.859350144026607,0.727224701272393,0.693884120313109,0.702524862928567
4.3,0.832656477983447,0.818341251898928,0.859277895635193,0.727224701462492,0.693884120525512,0.70250976397294
4.4,0.832656478983436,0.8183412528989,0.85927789663516,0.727224701652592,0.693884120737915,0.702509764181923
4.5,0.832656479983427,0.818341253898873,0.859277680393825,0.727224701842692,0.693884120950318,0.702509718989689
4.6,0.832656480983417,0.818341254898846,0.859273778542061,0.727224702032791,0.693884121162721,0.702508903541771
4.7,0.832656481983407,0.818341255898818,0.859269876690296,0.727224702222891,0.693884121375125,0.702508088092564
4.8,0.832656482983397,0.818341256898791,0.859244482565395,0.727224702412991,0.693884121587528,0.702502780935066
4.9,0.832656483983387,0.818341257898764,0.85909227234735,0.72722470260309,0.693884121799931,0.702470969141768
5,0.832656484983377,0.818341258898736,0.858940062129306,0.72722470279319,0.693884122012334,0.702439155387648
5.1,0.832656485983367,0.818341259898709,0.858784232754454,0.72722470298329,0.693884122224737,0.7024065831554
5.2,0.832656486983357,0.818341260898681,0.858626594362342,0.727224703173389,0.69388412243714,0.702373630702654
5.3,0.832656487983348,0.818341261898654,0.858565144821725,0.727224703363489,0.693884122649543,0.702360784829001
5.4,0.832656488983338,0.818341262898627,0.85849300638845,0.727224703553589,0.693884122861947,0.702345704061247
5.5,0.832656489983328,0.818341263898599,0.858492940866696,0.727224703743688,0.69388412307435,0.702345690363518
5.6,0.832656490983318,0.818341264898572,0.858486412961782,0.727224703933788,0.693884123286753,0.702344325662579
5.7,0.832656491983308,0.818341265898545,0.858484099336549,0.727224704123888,0.693884123499156,0.702343841983325
5.8,0.832656492983298,0.818341266898517,0.858484100336515,0.727224704313987,0.693884123711559,0.702343842192375
5.9,0.832656493983288,0.81834126789849,0.858484101336482,0.727224704504087,0.693884123923962,0.702343842401425
6,0.832656494983278,0.818341268898462,0.858484102336449,0.727224704694187,0.693884124136365,0.702343842610475
6.1,0.832656495983268,0.818341269898435,0.858484103336415,0.727224704884286,0.693884124348768,0.702343842819525
6.2,0.832656496983258,0.818341270898408,0.858484104336382,0.727224705074386,0.693884124561172,0.702343843028575
6.3,0.832656497983249,0.81834127189838,0.858484105336349,0.727224705264486,0.693884124773575,0.702343843237625
6.4,0.832656498983239,0.818341272898353,0.858467263350448,0.727224705454585,0.693884124985978,0.7023403222911
6.5,0.832656499983229,0.818341273898325,0.858289736770707,0.727224705644685,0.693884125198381,0.702303207536358
6.6,0.832656500983219,0.818341274898298,0.858069239692698,0.727224705834785,0.693884125410784,0.70225710540357
6.7,0.832656501983209,0.818341275898271,0.857831789377693,0.727224706024884,0.693884125623187,0.702207454042948
6.8,0.832656502983199,0.818341276898243,0.857673401631234,0.727224706214984,0.69388412583559,0.702174332180729
6.9,0.832656503983189,0.818341277898216,0.857472408926189,0.727224706405084,0.693884126047994,0.702132297764919
7,0.832656504983179,0.818341278898189,0.857377087625677,0.727224706595184,0.693884126260397,0.702112361642463
7.1,0.832656505983169,0.818341279898161,0.857377088625596,0.727224706785283,0.6938841264728,0.702112361851596
7.2,0.832656506983159,0.818341280898134,0.857377089625515,0.727224706975383,0.693884126685203,0.70211236206073
7.3,0.83265650798315,0.818341281898107,0.857377090625435,0.727224707165482,0.693884126897606,0.702112362269864
7.4,0.83265650898314,0.818341282898079,0.857377091625354,0.727224707355582,0.693884127110009,0.702112362478997
7.5,0.83265650998313,0.818341283898052,0.857374044631656,0.727224707545682,0.693884127322412,0.702111725198066
7.6,0.83265651098312,0.818341284898024,0.857368298300331,0.727224707735782,0.693884127534815,0.702110523346586
7.7,0.83265651198311,0.818341285897997,0.857195555569598,0.727224707925881,0.693884127747219,0.702074392712265
7.8,0.8326565129831,0.81834128689797,0.856971410651064,0.727224708115981,0.693884127959622,0.702027507106288
7.9,0.83265651398309,0.818341287897942,0.85674726573253,0.727224708306081,0.693884128172025,0.701980617253836
8,0.83265651498308,0.818341288897915,0.856523120813996,0.72722470849618,0.693884128384428,0.70193372315551
8.1,0.83265651598307,0.818341289897887,0.85649503712677,0.72722470868628,0.693884128596831,0.701927847375315
8.2,0.832656516983061,0.81834129089786,0.856495038126368,0.72722470887638,0.693884128809234,0.701927847584456
8.3,0.832656517983051,0.818341291897833,0.856495039125967,0.727224709066479,0.693884129021637,0.701927847793597
