study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,study_id2,e_mean,se,mean_logit,sd_logit,in_var
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 18-64,"",Moderna,Delta,severe,hosp,,18,64,0.849,0.754,0.908,0,0,,2,17,severe,9.5,9.5,Non_Omicron,558&Hungary delta hosp 18-64&Delta&hosp&18&64,0.749,0.0392857142857143,1.09328604438544,0.20896767687974,0.504524979109513
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 18-64,"",Moderna,Delta,severe,hosp,,18,64,0.815,0.782,0.843,0,0,,18,25,severe,21.5,21.5,Non_Omicron,558&Hungary delta hosp 18-64&Delta&hosp&18&64,0.715,0.0155612244897959,0.919793362425357,0.0763647380188733,0.801637668039416
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 18-64,"",Moderna,Delta,severe,hosp,,18,64,0.816,0.779,0.847,0,0,,26,34,severe,30,30,Non_Omicron,558&Hungary delta hosp 18-64&Delta&hosp&18&64,0.716,0.0173469387755102,0.924705928799439,0.0853083384585244,0.759256602365297
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 18-64,"",Moderna,Delta,severe,hosp,,18,64,0.425,-0.04,0.682,0,0,,35,42,severe,38.5,38.5,Non_Omicron,558&Hungary delta hosp 18-64&Delta&hosp&18&64,0.325,0.184183673469388,-0.730887508542792,0.839583696726554,0.233009932854512
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",Moderna,Delta,severe,death,,18,64,0.777,0.307,0.928,0,0,,2,17,severe,9.5,9.5,Non_Omicron,558&Hungary delta death 18-64&Delta&death&18&64,0.677,0.158418367346939,0.740018949689619,0.724459884241344,0.251244887627144
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",Moderna,Delta,severe,death,,18,64,0.841,0.75,0.899,0,0,,18,25,severe,21.5,21.5,Non_Omicron,558&Hungary delta death 18-64&Delta&death&18&64,0.741,0.0380102040816327,1.05117256359655,0.198053366689242,0.512920313813118
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",Moderna,Delta,severe,death,,18,64,0.833,0.746,0.89,0,0,,26,34,severe,30,30,Non_Omicron,558&Hungary delta death 18-64&Delta&death&18&64,0.733,0.036734693877551,1.0098970434864,0.187698667308179,0.521749194749951
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",Moderna,Delta,severe,death,,18,64,0.797,-0.443,0.971,0,0,,35,42,severe,38.5,38.5,Non_Omicron,558&Hungary delta death 18-64&Delta&death&18&64,0.697,0.360714285714286,0.833052605251155,1.70800027328004,0.166501568392696
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 65-100,"",Moderna,Delta,severe,hosp,,65,100,0.838,0.735,0.901,0,0,,2,17,severe,9.5,9.5,Non_Omicron,558&Hungary delta hosp 65-100&Delta&hosp&65&100,0.738,0.0423469387755102,1.03559932083938,0.219010213158683,0.485947094150436
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 65-100,"",Moderna,Delta,severe,hosp,,65,100,0.786,0.747,0.82,0,0,,18,25,severe,21.5,21.5,Non_Omicron,558&Hungary delta hosp 65-100&Delta&hosp&65&100,0.686,0.0186224489795918,0.781484641817632,0.0864535894393411,0.732793491626299
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 65-100,"",Moderna,Delta,severe,hosp,,65,100,0.766,0.733,0.795,0,0,,26,34,severe,30,30,Non_Omicron,558&Hungary delta hosp 65-100&Delta&hosp&65&100,0.666,0.0158163265306123,0.690148677563689,0.0711025090836897,0.79514656794589
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 65-100,"",Moderna,Delta,severe,hosp,,65,100,0.693,0.609,0.759,0,0,,35,42,severe,38.5,38.5,Non_Omicron,558&Hungary delta hosp 65-100&Delta&hosp&65&100,0.593,0.038265306122449,0.37638121355513,0.158546292008108,0.511207720338155
558,Voko Z,0,48,48,Hungary,Hungary delta death 65-100,"",Moderna,Delta,severe,death,,65,100,0.932,0.726,0.983,0,0,,2,17,severe,9.5,9.5,Non_Omicron,558&Hungary delta death 65-100&Delta&death&65&100,0.832,0.0655612244897959,1.59986846141795,0.469044932533453,0.390549846856169
558,Voko Z,0,48,48,Hungary,Hungary delta death 65-100,"",Moderna,Delta,severe,death,,65,100,0.864,0.804,0.906,0,0,,18,25,severe,21.5,21.5,Non_Omicron,558&Hungary delta death 65-100&Delta&death&65&100,0.764,0.0260204081632653,1.17473598414091,0.144314092661645,0.619930419878067
558,Voko Z,0,48,48,Hungary,Hungary delta death 65-100,"",Moderna,Delta,severe,death,,65,100,0.817,0.767,0.856,0,0,,26,34,severe,30,30,Non_Omicron,558&Hungary delta death 65-100&Delta&death&65&100,0.717,0.0227040816326531,0.929628942956383,0.111891822684098,0.663663648395968
558,Voko Z,0,48,48,Hungary,Hungary delta death 65-100,"",Moderna,Delta,severe,death,,65,100,0.719,0.607,0.799,0,0,,35,42,severe,38.5,38.5,Non_Omicron,558&Hungary delta death 65-100&Delta&death&65&100,0.619,0.0489795918367347,0.485305897557895,0.207682324962092,0.451848057057532
564,Grannis SJ,0,102,102,United States,US delta hosp,"",Moderna,Delta,severe,Hosp,,18,75,0.95,0.92,0.97,0,1,14,,,severe,,14,Non_Omicron,564&US delta hosp&Delta&Hosp&18&75,0.85,0.0127551020408163,1.73460105538811,0.100040016006402,0.885437744847147
