study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,study_id2,e_mean,se,mean_logit,sd_logit,in_var
531,Berec L,0,47,47,Czechia,Czech delta,"",Johnson & Johnson,Delta,infection,infection,,12,65,0.695,0.68,0.71,0,0,,12,20,infection,16,16,Non_Omicron,531&Czech delta&Delta&infection&12&65,0.595,0.00765306122448978,0.384674338439091,0.0317587352401277,1.14309521329882
531,Berec L,0,47,47,Czechia,Czech delta,"",Johnson & Johnson,Delta,infection,infection,,12,65,0.67,0.65,0.69,0,0,,21,28,infection,24.5,24.5,Non_Omicron,531&Czech delta&Delta&infection&12&65,0.57,0.010204081632653,0.281851152140988,0.0416323200026644,0.989949493661168
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",Johnson & Johnson,Delta,infection,infection,,18,64,0.393,0.361,0.424,0,0,,2,17,infection,9.5,9.5,Non_Omicron,558&Hungary delta 18-64&Delta&infection&18&64,0.293,0.0160714285714286,-0.880858056879506,0.0775831570758943,0.788810637746616
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",Johnson & Johnson,Delta,infection,infection,,18,64,0.457,0.43,0.482,0,0,,18,25,infection,21.5,21.5,Non_Omicron,558&Hungary delta 18-64&Delta&infection&18&64,0.357,0.013265306122449,-0.58840894245798,0.0577880563467333,0.868243142124459
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",Johnson & Johnson,Delta,infection,infection,,18,64,0.359,0.325,0.392,0,0,,26,34,infection,30,30,Non_Omicron,558&Hungary delta 18-64&Delta&infection&18&64,0.259,0.0170918367346939,-1.05117256359655,0.0890575541488538,0.764901710591414
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",Johnson & Johnson,Delta,infection,infection,,65,100,0.178,0.034,0.301,0,0,,2,17,infection,9.5,9.5,Non_Omicron,558&Hungary delta 65-100&Delta&infection&65&100,0.078,0.0681122448979592,-2.469836396867,0.947108361115179,0.383166386052781
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",Johnson & Johnson,Delta,infection,infection,,65,100,0.491,0.386,0.577,0,0,,18,25,infection,21.5,21.5,Non_Omicron,558&Hungary delta 65-100&Delta&infection&65&100,0.391,0.0487244897959184,-0.443110707724531,0.204622435823762,0.453029361183402
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",Johnson & Johnson,Delta,infection,infection,,65,100,0.421,0.299,0.522,0,0,,26,34,infection,30,30,Non_Omicron,558&Hungary delta 65-100&Delta&infection&65&100,0.321,0.0568877551020408,-0.74918000442868,0.26100209260476,0.419266923764836
563,Braeye T,0,78,78,Belgium,Belgium females delta,"",Johnson & Johnson,Delta,infection,infection,,45,64,0.33,0.28,0.37,0,0,,0,7,infection,3.5,3.5,Non_Omicron,563&Belgium females delta&Delta&infection&45&64,0.23,0.0229591836734694,-1.20831120592453,0.129639659364593,0.659966329107444
563,Braeye T,0,78,78,Belgium,Belgium females delta,"",Johnson & Johnson,Delta,infection,infection,,45,64,0.22,0.18,0.24,0,0,,21,28,infection,24.5,24.5,Non_Omicron,563&Belgium females delta&Delta&infection&45&64,0.12,0.0153061224489796,-1.99243016469021,0.144944341372913,0.808290376865476
