study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,study_id2,e_mean,se,mean_logit,sd_logit,in_var
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,Delta,severe,hosp,,18,80,0.84,0.51,0.95,0,0,,4,7,severe,5.5,5.5,Non_Omicron,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.74,0.112244897959184,1.04596855518269,0.583393440536298,0.298481002897855
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,Delta,severe,hosp,,18,80,0.93,0.84,0.97,0,0,,8,11,severe,9.5,9.5,Non_Omicron,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.83,0.0331632653061225,1.58562726374038,0.235033772545163,0.549125178386915
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,Delta,severe,hosp,,18,80,0.92,0.81,0.97,0,0,,12,15,severe,13.5,13.5,Non_Omicron,1001&Canada(British Columbia/Delta) hosp&Delta&hosp&18&80,0.82,0.0408163265306122,1.51634748936809,0.276533377578674,0.494974746830583
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",AstraZeneca,Delta,severe,hosp,,12,49,0.96,0.85,0.99,0,0,,5,9,severe,7,7,Non_Omicron,519&Netherlands delta 12-49 hosp&Delta&hosp&12&49,0.86,0.0357142857142857,1.81528996663825,0.296630280018984,0.529150262212918
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",AstraZeneca,Delta,severe,hosp,,12,49,0.91,0.76,0.97,0,0,,10,14,severe,12,12,Non_Omicron,519&Netherlands delta 12-49 hosp&Delta&hosp&12&49,0.81,0.0535714285714286,1.450010175506,0.348092453355611,0.432049379893857
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",AstraZeneca,Delta,severe,hosp,,12,49,0.96,0.74,0.99,0,0,,15,19,severe,17,17,Non_Omicron,519&Netherlands delta 12-49 hosp&Delta&hosp&12&49,0.86,0.0637755102040816,1.81528996663825,0.529696928605329,0.395979797464467
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",AstraZeneca,Delta,severe,hosp,,12,49,0.68,-0.3,0.92,0,0,,20,24,severe,22,22,Non_Omicron,519&Netherlands delta 12-49 hosp&Delta&hosp&12&49,0.58,0.311224489795918,0.322773392263051,1.27760463791428,0.179251631906054
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,Delta,severe,hosp,,50,69,0.97,0.95,0.98,0,0,,0,4,severe,2,2,Non_Omicron,519&Netherlands delta 50-69 hosp&Delta&hosp&50&69,0.87,0.0076530612244898,1.90095876119305,0.0676663238239594,1.14309521329882
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,Delta,severe,hosp,,50,69,0.95,0.93,0.96,0,0,,5,9,severe,7,7,Non_Omicron,519&Netherlands delta 50-69 hosp&Delta&hosp&50&69,0.85,0.00765306122448978,1.73460105538811,0.0600240096038414,1.14309521329882
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,Delta,severe,hosp,,50,69,0.93,0.91,0.95,0,0,,10,14,severe,12,12,Non_Omicron,519&Netherlands delta 50-69 hosp&Delta&hosp&50&69,0.83,0.010204081632653,1.58562726374038,0.0723180838600499,0.989949493661168
