study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,study_id2,e_mean,se,mean_logit,sd_logit,in_var
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,infection,infection,,18,85,0.909,0.71,0.982,0,0,,9,12,infection,10.5,10.5,Non_Omicron,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.809,0.0693877551020408,1.44352548901186,0.449056459736607,0.379628301182648
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,infection,infection,,18,85,0.915,0.82,0.967,0,0,,13,16,infection,14.5,14.5,Non_Omicron,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.815,0.0375,1.48283228816254,0.248714972641353,0.516397779494322
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,infection,infection,,18,85,0.931,0.83,0.978,0,0,,17,20,infection,18.5,18.5,Non_Omicron,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.831,0.0377551020408163,1.59273107993237,0.268836306444907,0.514650235465665
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Alpha,infection,infection,,18,85,0.62,0.12,0.85,0,0,,21,24,infection,22.5,22.5,Non_Omicron,505&USA Mayo Clinic mixed&Alpha&infection&18&85,0.52,0.186224489795918,0.0800427076735366,0.746091705913135,0.231729648808663
505,Puranik A,0,102,102,United States,USA Mayo Clinic mixed,"",Moderna,Delta,infection,infection,,18,85,0.76,0.68,0.87,0,0,,25,28,infection,26.5,26.5,Non_Omicron,505&USA Mayo Clinic mixed&Delta&infection&18&85,0.66,0.048469387755102,0.663294217410264,0.215995489104733,0.454219979166135
511,Cohn B,0,102,102,United States,US  veterans delta,"",Moderna,Delta,infection,infection,619755,18,65,0.927,0.923,0.931,0,0,,0,4,infection,2,2,Non_Omicron,511&US  veterans delta&Delta&infection&18&65,0.827,0.00204081632653061,1.56451310052591,0.0142643605379889,2.21359436211786
511,Cohn B,0,102,102,United States,US  veterans delta,"",Moderna,Delta,infection,infection,619755,18,65,0.9,0.896,0.904,0,0,,5,8,infection,6.5,6.5,Non_Omicron,511&US  veterans delta&Delta&infection&18&65,0.8,0.00204081632653061,1.38629436111989,0.0127551020408163,2.21359436211786
511,Cohn B,0,102,102,United States,US  veterans delta,"",Moderna,Delta,infection,infection,619755,18,65,0.862,0.857,0.867,0,0,,9,12,infection,10.5,10.5,Non_Omicron,511&US  veterans delta&Delta&infection&18&65,0.762,0.00255102040816327,1.16367588201517,0.014066368954781,1.97989898732233
511,Cohn B,0,102,102,United States,US  veterans delta,"",Moderna,Delta,infection,infection,619755,18,65,0.811,0.804,0.817,0,0,,13,16,infection,14.5,14.5,Non_Omicron,511&US  veterans delta&Delta&infection&18&65,0.711,0.00331632653061222,0.900245741690809,0.0161394912891936,1.73648628424893
511,Cohn B,0,102,102,United States,US  veterans delta,"",Moderna,Delta,infection,infection,619755,18,65,0.74,0.729,0.75,0,0,,17,20,infection,18.5,18.5,Non_Omicron,511&US  veterans delta&Delta&infection&18&65,0.64,0.00535714285714286,0.575364144903562,0.0232514880952381,1.36626010212795
511,Cohn B,0,102,102,United States,US  veterans delta,"",Moderna,Delta,infection,infection,619755,18,65,0.642,0.623,0.661,0,0,,21,24,infection,22.5,22.5,Non_Omicron,511&US  veterans delta&Delta&infection&18&65,0.542,0.00969387755102042,0.168396817325461,0.0390510544442402,1.01566675015402
512,Robles-Fontan M,0,385,385,Puerto Rico,Puerto Rico(delta),"",Moderna,Delta,infection,infection,,18,85,0.847,0.83,0.86,0,0,,0,7,infection,3.5,3.5,Non_Omicron,512&Puerto Rico(delta)&Delta&infection&18&85,0.747,0.0076530612244898,1.0826756964053,0.0404943157319121,1.14309521329882
512,Robles-Fontan M,0,385,385,Puerto Rico,Puerto Rico(delta),"",Moderna,Delta,infection,infection,,18,85,0.75,0.735,0.765,0,0,,8,14,infection,11,11,Non_Omicron,512&Puerto Rico(delta)&Delta&infection&18&85,0.65,0.0076530612244898,0.619039208406224,0.0336398295581969,1.14309521329882
