study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,vaccine_type,study_id2,e_mean,se,mean_logit,sd_logit,in_var
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",AstraZeneca,Delta,severe,death,,18,64,0.836,0.787,0.874,0,0,,18,25,severe,21.5,21.5,Non_Omicron,non_mRNA,558&Hungary delta death 18-64&Delta&death&18&64,0.817777777777778,0.0273998488284202,1.50136369090468,0.183870273984461,0.604123759871584
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",AstraZeneca,Delta,severe,death,,18,64,0.65,0.533,0.737,0,0,,26,34,severe,30,30,Non_Omicron,non_mRNA,558&Hungary delta death 18-64&Delta&death&18&64,0.611111111111111,0.0642479213907785,0.451985123743057,0.270341902994964,0.394521303383644
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",AstraZeneca,Delta,severe,death,,18,64,0.571,0.352,0.716,0,0,,35,42,severe,38.5,38.5,Non_Omicron,non_mRNA,558&Hungary delta death 18-64&Delta&death&18&64,0.523333333333333,0.114638447971781,0.0934011750883994,0.459554599681988,0.295348555491252
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 18-64,"",Johnson & Johnson,Delta,severe,hosp,,18,64,0.432,0.329,0.52,0,0,,2,17,severe,9.5,9.5,Non_Omicron,non_mRNA,558&Hungary delta hosp 18-64&Delta&hosp&18&64,0.368888888888889,0.0601536911060721,-0.536986449804662,0.258381182101213,0.407726425065061
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 18-64,"",Johnson & Johnson,Delta,severe,hosp,,18,64,0.582,0.499,0.651,0,0,,18,25,severe,21.5,21.5,Non_Omicron,non_mRNA,558&Hungary delta hosp 18-64&Delta&hosp&18&64,0.535555555555556,0.0478710002519526,0.142462681525846,0.192457216760714,0.457050037569307
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 18-64,"",Johnson & Johnson,Delta,severe,hosp,,18,64,0.594,0.501,0.67,0,0,,26,34,severe,30,30,Non_Omicron,non_mRNA,558&Hungary delta hosp 18-64&Delta&hosp&18&64,0.548888888888889,0.0532249937011842,0.19618235758619,0.214955051245284,0.433453177176882
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",Johnson & Johnson,Delta,severe,death,,18,64,0.598,0.352,0.751,0,0,,2,17,severe,9.5,9.5,Non_Omicron,non_mRNA,558&Hungary delta death 18-64&Delta&death&18&64,0.553333333333333,0.125661375661376,0.214147988405631,0.508430309725041,0.282097407588976
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",Johnson & Johnson,Delta,severe,death,,18,64,0.671,0.432,0.81,0,0,,18,25,severe,21.5,21.5,Non_Omicron,non_mRNA,558&Hungary delta death 18-64&Delta&death&18&64,0.634444444444444,0.119047619047619,0.551331458890637,0.513302910313434,0.289827534923789
558,Voko Z,0,48,48,Hungary,Hungary delta death 18-64,"",Johnson & Johnson,Delta,severe,death,,18,64,0.761,0.567,0.868,0,0,,26,34,severe,30,30,Non_Omicron,non_mRNA,558&Hungary delta death 18-64&Delta&death&18&64,0.734444444444444,0.0947971781305115,1.01729028792017,0.486050135054116,0.324789735202674
558,Voko Z,0,48,48,Hungary,Hungary delta hosp 65-100,"",AstraZeneca,Delta,severe,hosp,,65,100,0.738,0.664,0.797,0,0,,2,17,severe,9.5,9.5,Non_Omicron,non_mRNA,558&Hungary delta hosp 65-100&Delta&hosp&65&100,0.708888888888889,0.0418871252204586,0.889993779583694,0.202975492525374,0.488607042627573
