study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,group_analysis,vaccine_type,study_id2,e_mean,se,mean_logit,sd_logit,in_var
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,18,80,0.74,0.405,0.887,0,0,,2,4,severe,3,3,Omicron,mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.711111111111111,0.151801461325271,0.900786545338189,0.73893740188383,0.256662265773914
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,18,80,0.72,0.5,0.85,0,0,,5,9,severe,7,7,Omicron,mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.688888888888889,0.110229276895944,0.794929874869888,0.514318630678078,0.301197609552267
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,18,80,0.54,0.36,0.68,0,0,,10,14,severe,12,12,Omicron,mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.488888888888889,0.100781053162006,-0.0444517625708336,0.403323384689844,0.315
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,18,80,0.6,0.49,0.69,0,0,,15,19,severe,17,17,Omicron,mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.555555555555556,0.0629881582262535,0.223143551314212,0.255102040816327,0.398446985181216
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,18,80,0.57,0.43,0.68,0,0,,20,24,severe,22,22,Omicron,mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.522222222222222,0.0787351977828168,0.0889474860164955,0.315564127679771,0.35638181771802
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,18,80,0.35,0.18,0.49,0,0,,25,29,severe,27,27,Omicron,mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.277777777777778,0.0976316452506929,-0.955511445027435,0.486656200941915,0.32004032004048
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",AstraZeneca,Omicron,severe,hosp,,18,80,0.56,0.34,0.7,0,0,,20,24,severe,22,22,Omicron,non_mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.511111111111111,0.113378684807256,0.0444517625708332,0.453738807776075,0.29698484809835
525,UK HSA,0,95,95,United Kingdom,UK Omicron hosp,"",AstraZeneca,Omicron,severe,hosp,,18,80,0.32,0.2,0.44,0,0,,25,29,severe,27,27,Omicron,non_mRNA,525&UK Omicron hosp&Omicron&hosp&18&80,0.244444444444444,0.0755857898715042,-1.12846525181779,0.409254610935284,0.363730669589464
540,Dorabawila V,0,102,102,United States,US Omicron hosp 5-11,"",Pfizer & BioNTech,Omicron,severe,hosp,,5,11,0.99,-1.89,0.99,0,0,,0,1,severe,0.5,0.5,Omicron,mRNA,540&US Omicron hosp 5-11&Omicron&hosp&5&11,0.988888888888889,0.90702947845805,4.48863636973215,82.5498738821382,0.105
540,Dorabawila V,0,102,102,United States,US Omicron hosp 5-11,"",Pfizer & BioNTech,Omicron,severe,hosp,,5,11,0.73,-0.07,0.97,0,0,,2,3,severe,2.5,2.5,Omicron,mRNA,540&US Omicron hosp 5-11&Omicron&hosp&5&11,0.7,0.327538422776518,0.847297860387203,1.55970677512628,0.174730561810947
540,Dorabawila V,0,102,102,United States,US Omicron hosp 5-11,"",Pfizer & BioNTech,Omicron,severe,hosp,,5,11,0.82,0.45,0.96,0,0,,4,5,severe,4.5,4.5,Omicron,mRNA,540&US Omicron hosp 5-11&Omicron&hosp&5&11,0.8,0.160619803476946,1.38629436111989,1.00387377173091,0.249517180830122
540,Dorabawila V,0,102,102,United States,US Omicron hosp 5-11,"",Pfizer & BioNTech,Omicron,severe,hosp,,5,11,0.74,0.36,0.96,0,0,,6,7,severe,6.5,6.5,Omicron,mRNA,540&US Omicron hosp 5-11&Omicron&hosp&5&11,0.711111111111111,0.18896447467876,0.900786545338189,0.919839089481946,0.23004347415217
540,Dorabawila V,0,102,102,United States,US Omicron hosp 5-11,"",Pfizer & BioNTech,Omicron,severe,hosp,,5,11,0.68,0.28,0.91,0,0,,8,9,severe,8.5,8.5,Omicron,mRNA,540&US Omicron hosp 5-11&Omicron&hosp&5&11,0.644444444444444,0.198412698412698,0.594707107746691,0.865917487684729,0.224499443206437
540,Dorabawila V,0,102,102,United States,US Omicron hosp 5-11,"",Pfizer & BioNTech,Omicron,severe,hosp,,5,11,0.46,-0.15,0.77,0,0,,10,11,severe,10.5,10.5,Omicron,mRNA,540&US Omicron hosp 5-11&Omicron&hosp&5&11,0.4,0.289745527840766,-0.405465108108164,1.20727303266986,0.18577686475517
540,Dorabawila V,0,102,102,United States,US Omicron hosp 5-11,"",Pfizer & BioNTech,Omicron,severe,hosp,,5,11,0.48,-0.12,0.75,0,0,,12,13,severe,12.5,12.5,Omicron,mRNA,540&US Omicron hosp 5-11&Omicron&hosp&5&11,0.422222222222222,0.273998488284203,-0.313657558855042,1.12317194084111,0.191040706981884
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.94,0.76,0.99,0,0,,0,1,severe,0.5,0.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.933333333333333,0.0724363819601915,2.63905732961525,1.16415613864593,0.371553729510341
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.95,0.64,0.99,0,0,,2,3,severe,2.5,2.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.944444444444444,0.110229276895944,2.83321334405621,2.10084033613444,0.301197609552267
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.85,0.63,0.95,0,0,,4,5,severe,4.5,4.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.833333333333333,0.100781053162006,1.6094379124341,0.725623582766439,0.315
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.78,0.63,0.88,0,0,,6,7,severe,6.5,6.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.755555555555556,0.0787351977828168,1.12846525181779,0.426306886390921,0.35638181771802
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.74,0.61,0.84,0,0,,8,9,severe,8.5,8.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.711111111111111,0.0724363819601915,0.900786545338189,0.352604984301413,0.371553729510341
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.74,0.63,0.82,0,0,,10,11,severe,10.5,10.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.711111111111111,0.0598387503149408,0.900786545338189,0.29128237833595,0.408797981249522
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.75,0.64,0.86,0,0,,12,13,severe,12.5,12.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.722222222222222,0.0692869740488788,0.955511445027435,0.345368916797488,0.379904294167982
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.75,0.61,0.83,0,0,,14,15,severe,14.5,14.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.722222222222222,0.0692869740488788,0.955511445027435,0.345368916797488,0.379904294167982
540,Dorabawila V,0,102,102,United States,US Omicron hosp 12-17,"",Pfizer & BioNTech,Omicron,severe,hosp,,12,17,0.73,0.53,0.87,0,0,,16,17,severe,16.5,16.5,Omicron,mRNA,540&US Omicron hosp 12-17&Omicron&hosp&12&17,0.7,0.107079868984631,0.847297860387203,0.509904138022052,0.30559488754578
545,Baum U,0,79,79,Finland,Finland Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,70,115,0.91,0.797,0.96,0,0,,2,12,severe,7,7,Omicron,mRNA,545&Finland Omicron hosp&Omicron&hosp&70&115,0.9,0.0513353489543965,2.19722457733622,0.570392766159962,0.441358749785557
545,Baum U,0,79,79,Finland,Finland Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,70,115,0.759,0.56,0.86,0,0,,13,25,severe,19,19,Omicron,mRNA,545&Finland Omicron hosp&Omicron&hosp&70&115,0.732222222222222,0.0944822373393802,1.00592660101185,0.481873152739269,0.325330601081423
545,Baum U,0,79,79,Finland,Finland Omicron hosp,"",Pfizer & BioNTech,Omicron,severe,hosp,,70,115,0.612,0.48,0.709,0,0,,26,38,severe,32,32,Omicron,mRNA,545&Finland Omicron hosp&Omicron&hosp&70&115,0.568888888888889,0.0721214411690602,0.277319285416235,0.294067973516726,0.372364098476291
1008,Price A,0,102,102,United States,US Omicron,"",Pfizer & BioNTech,Omicron,severe,severe,,12,18,0.43,-0.01,0.68,0,0,,2,22,severe,12,12,Omicron,mRNA,1008&US Omicron&Omicron&severe&12&18,0.366666666666667,0.217309145880574,-0.546543706368069,0.935781010968981,0.214516645751205
1008,Price A,0,102,102,United States,US Omicron,"",Pfizer & BioNTech,Omicron,severe,severe,,12,18,0.38,-0.03,0.62,0,0,,23,44,severe,33.5,33.5,Omicron,mRNA,1008&US Omicron&Omicron&severe&12&18,0.311111111111111,0.204711514235324,-0.794929874869888,0.955163171259287,0.221018620865371
