"gbdregion","region.re","region.re.var","group"
"Latin America and the Caribbean",0.0260893357745328,0.000305791989868747,"t.7"
"North Africa / Middle East",-0.0101177174519075,0.000388063954541353,"t.7"
"Sub-Saharan Africa, West/Central",-0.000878621963987323,0.000264260853670951,"t.7"
"Sub-Saharan Africa, South/East",0.00209723372840252,0.00025802370440805,"t.7"
"Asia",-0.0468532491914358,0.000383998613034422,"t.8"
"Latin America and the Caribbean",0.064320234391675,0.00041682150214869,"t.8"
"North Africa / Middle East",-0.0536789907531399,0.000711478183133346,"t.8"
"Sub-Saharan Africa, West/Central",0.0320245594521148,0.000324900003921755,"t.8"
"Sub-Saharan Africa, South/East",0.00418744610080563,0.000300587774892326,"t.8"
"Asia",-0.0566817551633751,0.000344877799415384,"t.9"
"Latin America and the Caribbean",0.0324852531809534,0.000367855581438039,"t.9"
"North Africa / Middle East",0.0179390800816002,0.000581784952014155,"t.9"
"Sub-Saharan Africa, West/Central",-0.0199336248417084,0.000297805164053179,"t.9"
"Sub-Saharan Africa, South/East",0.0261910467425399,0.000271864760331619,"t.9"
"Asia",-0.0277478841828247,0.000361808557746897,"t.10"
"Latin America and the Caribbean",0.0114951527738076,0.000378884394143613,"t.10"
"North Africa / Middle East",-0.0706901984308754,0.000632701551070411,"t.10"
"Sub-Saharan Africa, West/Central",0.0840775295540674,0.000312512645552028,"t.10"
"Sub-Saharan Africa, South/East",0.00286540028577914,0.000270406864162642,"t.10"
"Asia",-0.0300747527471539,0.000373554528996152,"t.11"
"Latin America and the Caribbean",0.0503948908390842,0.000390765085231899,"t.11"
"North Africa / Middle East",0.0619406375615116,0.000642299496994624,"t.11"
"Sub-Saharan Africa, West/Central",-0.0578127374192286,0.000323661662223932,"t.11"
"Sub-Saharan Africa, South/East",-0.0244480382342059,0.000280799615262354,"t.11"
"Asia",-0.0178849097013037,0.000366508007866922,"t.12"
"Latin America and the Caribbean",0.036941633083843,0.000383418661679048,"t.12"
"North Africa / Middle East",-0.0447619417838776,0.000577801306246026,"t.12"
"Sub-Saharan Africa, West/Central",0.0337253720801218,0.000322330352276705,"t.12"
"Sub-Saharan Africa, South/East",-0.0080201536787588,0.000287592783489755,"t.12"
"Asia",-0.0614043198851582,0.000392354751397199,"t.13"
"Latin America and the Caribbean",0.063699154903352,0.000409188489282869,"t.13"
"North Africa / Middle East",-0.000945688033655134,0.00064407409404765,"t.13"
"Sub-Saharan Africa, West/Central",-0.000724254215786345,0.000342971147235677,"t.13"
"Sub-Saharan Africa, South/East",-0.000624892768763095,0.000299840488574928,"t.13"
"Asia",-0.00296187682322109,4.72163602765756e-05,"t.14"
"Latin America and the Caribbean",0.00174734573577954,4.74528079956026e-05,"t.14"
"North Africa / Middle East",-0.0025127627727792,4.95624781642085e-05,"t.14"
"Sub-Saharan Africa, West/Central",0.00221645064958612,4.64070313846881e-05,"t.14"
"Sub-Saharan Africa, South/East",0.0015108432106344,4.55154050294996e-05,"t.14"
"Asia",-0.0103005340573312,0.000287519228199345,"t.15"
"Latin America and the Caribbean",-0.00562867742259947,0.000296378517666695,"t.15"
"North Africa / Middle East",0.0279138621682234,0.000401547558604824,"t.15"
"Sub-Saharan Africa, West/Central",0.0161118015214215,0.000260287595183992,"t.15"
"Sub-Saharan Africa, South/East",-0.0280964522097116,0.000234865150064795,"t.15"
"Asia",-0.0075054361334655,0.000190472146510092,"t.16"
"Latin America and the Caribbean",0.0207617133508741,0.000195420942228512,"t.16"
"North Africa / Middle East",-0.00483150304015457,0.000236404400205623,"t.16"
"Sub-Saharan Africa, West/Central",-0.000378904484332755,0.00017741453296194,"t.16"
"Sub-Saharan Africa, South/East",-0.0080458696929245,0.000166963204372855,"t.16"
"Asia",-0.0255567000855521,0.000260156330096495,"t.17"
"Latin America and the Caribbean",0.0225749040737991,0.000269804621775206,"t.17"
"North Africa / Middle East",0.00243653566032986,0.000347879433979209,"t.17"
"Sub-Saharan Africa, West/Central",-0.00362662840694069,0.000237216840724035,"t.17"
"Sub-Saharan Africa, South/East",0.00417188875837093,0.000221449192484761,"t.17"
"Asia",-0.00105309029173228,0.00040458502162231,"t.18"
"Latin America and the Caribbean",0.00203077831342225,0.000428512590112097,"t.18"
"North Africa / Middle East",-0.0454563812871031,0.000605125697070498,"t.18"
"Sub-Saharan Africa, West/Central",0.0246738342112824,0.000357840330086458,"t.18"
"Sub-Saharan Africa, South/East",0.019804859054137,0.000336391015361384,"t.18"
"Asia",-0.0382217741397191,0.000493297230579447,"t.19"
"Latin America and the Caribbean",0.0423928118465121,0.00052655839404098,"t.19"
"North Africa / Middle East",0.0240586766797147,0.000783274559050166,"t.19"
"Sub-Saharan Africa, West/Central",-0.0346468604049937,0.000430362256006109,"t.19"
"Sub-Saharan Africa, South/East",0.00641714601850615,0.000403094477429015,"t.19"
"Asia",-0.0238479503610443,0.000697675444146491,"t.20"
"Latin America and the Caribbean",-0.0272009374383805,0.0007663561490006,"t.20"
"North Africa / Middle East",-0.0484374979502282,0.00130193842351906,"t.20"
"Sub-Saharan Africa, West/Central",0.105894063193994,0.000587618658378926,"t.20"
"Sub-Saharan Africa, South/East",-0.00640767744418178,0.000563331015334725,"t.20"
"Asia",0,1.37342520935699e-17,"t.21"
"Latin America and the Caribbean",0,1.37342520935699e-17,"t.21"
"North Africa / Middle East",0,1.37342520935699e-17,"t.21"
"Sub-Saharan Africa, West/Central",0,1.37342520935699e-17,"t.21"
"Sub-Saharan Africa, South/East",0,1.37342520935699e-17,"t.21"
"Asia",-0.0100534180769529,0.000305212291994568,"t.22"
"Latin America and the Caribbean",-0.00346434858100046,0.000319579762346037,"t.22"
"North Africa / Middle East",-0.0111874149320086,0.000369520339348887,"t.22"
"Sub-Saharan Africa, West/Central",0.0182072869667717,0.000285075083704733,"t.22"
"Sub-Saharan Africa, South/East",0.0064978946231916,0.00028847760825895,"t.22"
"Asia",-0.0467053419995947,0.000706996503589315,"t.23"
"Latin America and the Caribbean",0.00606443079165274,0.000749376396295594,"t.23"
"North Africa / Middle East",-0.00477147238852576,0.000986962989269065,"t.23"
"Sub-Saharan Africa, West/Central",0.00739415552098978,0.000607426987619571,"t.23"
"Sub-Saharan Africa, South/East",0.0380182280754984,0.000623155709741981,"t.23"
"Asia",-0.0689479048710099,0.0011375723780705,"t.24"
"Latin America and the Caribbean",-0.0312482486510587,0.00121087141794779,"t.24"
"North Africa / Middle East",-0.0106878384619493,0.0018031833119336,"t.24"
"Sub-Saharan Africa, West/Central",0.0620956077399834,0.000939240059930113,"t.24"
"Sub-Saharan Africa, South/East",0.0487883842440678,0.00097389654283407,"t.24"
