"gbdregion","region.re","region.re.var","group"
"Asia",-0.00962213793859138,0.000609234154528444,"t.0"
"Latin America and the Caribbean",-0.00486309244409246,0.000621199689910347,"t.0"
"North Africa / Middle East",0.00826759026908657,0.000664117280287613,"t.0"
"Sub-Saharan Africa, West/Central",0.0164875323967733,0.000587688020201095,"t.0"
"Sub-Saharan Africa, South/East",-0.0102698922831733,0.00057252665348181,"t.0"
"Asia",-8.08836445834837e-15,1.13059310521415e-21,"t.1"
"Latin America and the Caribbean",1.17460150306321e-14,1.13059311588142e-21,"t.1"
"North Africa / Middle East",6.39397062737502e-15,1.13059316079696e-21,"t.1"
"Sub-Saharan Africa, West/Central",-9.52633444836533e-15,1.13059308280791e-21,"t.1"
"Sub-Saharan Africa, South/East",-5.25286751289344e-16,1.13059307633259e-21,"t.1"
"Asia",-0.0548951920019177,0.000624166390377872,"t.2"
"Latin America and the Caribbean",0.0317268565790929,0.0006741253013451,"t.2"
"North Africa / Middle East",0.0469354346901051,0.00102478753027731,"t.2"
"Sub-Saharan Africa, West/Central",-0.0228821533050107,0.00053935092354968,"t.2"
"Sub-Saharan Africa, South/East",-0.00088494596231956,0.000516935758628502,"t.2"
"Asia",-0.0697514563708853,0.000893932884688182,"t.3"
"Latin America and the Caribbean",0.11191862464952,0.000991069093475672,"t.3"
"North Africa / Middle East",0.0580954378291915,0.00177671787641573,"t.3"
"Sub-Saharan Africa, West/Central",-0.0792321606587619,0.000744181938490299,"t.3"
"Sub-Saharan Africa, South/East",-0.0210304454489895,0.000718466577180443,"t.3"
"Asia",-0.07001045468213,0.000535104712043938,"t.4"
"Latin America and the Caribbean",0.0342218188331271,0.0005824107588723,"t.4"
"North Africa / Middle East",0.0480891064566295,0.000944875084701676,"t.4"
"Sub-Saharan Africa, West/Central",-0.0181271908213379,0.000455763969479366,"t.4"
"Sub-Saharan Africa, South/East",0.00582672021366497,0.000433454230144363,"t.4"
"Asia",-0.0272985281764884,0.00068769133350533,"t.5"
"Latin America and the Caribbean",0.112031169437976,0.000764611206881815,"t.5"
"North Africa / Middle East",0.0921068427558263,0.00144151428123943,"t.5"
"Sub-Saharan Africa, West/Central",-0.11388459157767,0.000567921912668015,"t.5"
"Sub-Saharan Africa, South/East",-0.0629548924395786,0.000541249904462482,"t.5"
"Asia",-0.0378546743082668,0.000344938186200765,"t.6"
"Latin America and the Caribbean",0.00796221990671316,0.000367567625331426,"t.6"
"North Africa / Middle East",-0.00769890187603743,0.000514371710306058,"t.6"
"Sub-Saharan Africa, West/Central",0.0252355000105738,0.000304668192795212,"t.6"
"Sub-Saharan Africa, South/East",0.0123558562670222,0.000292647680156102,"t.6"
"Asia",-0.0171902300870268,0.000290961645675653,"t.7"
