mid_point,pred5,pred_lo,pred_hi,ve,pinf,ve_lower,ve_upper
36.5,-0.480279684287555,-1.43092989914717,0.477716452000959,0.382186084034326,0.482186084034326,0.192953836523771,0.617208503368955
36.6,-0.485931977212511,-1.43614977988721,0.472201111372794,0.380852357005075,0.480852357005075,0.192142285395702,0.615904597443904
36.7,-0.491584270137467,-1.44136966062724,0.466685770744628,0.379520425178672,0.479520425178672,0.191333338370741,0.61459902340431
36.8,-0.497236563062423,-1.44658954136727,0.461170430116463,0.378190306166391,0.478190306166391,0.190526993902632,0.613291797942055
36.9,-0.502888855987379,-1.45180942210731,0.455655089488298,0.376862017473764,0.476862017473764,0.189723250384368,0.611982937841569
37,-0.508541148912335,-1.45702930284734,0.450139748860133,0.375535576499783,0.475535576499783,0.188922106148653,0.610672459979071
37.1,-0.514193441837291,-1.46224918358737,0.444624408231967,0.37421100053612,0.47421100053612,0.188123559468363,0.609360381321795
37.2,-0.519845734762247,-1.46746906432741,0.439109067603802,0.372888306766356,0.472888306766356,0.187327608557011,0.608046718927207
37.3,-0.525498027687203,-1.47268894506744,0.433593726975637,0.371567512265226,0.471567512265226,0.186534251569208,0.606731489942207
37.4,-0.531150320612159,-1.47790882580747,0.428078386347472,0.370248633997876,0.470248633997876,0.185743486601125,0.605414711602326
37.5,-0.536802613537114,-1.48312870654751,0.422563045719306,0.368931688819126,0.468931688819126,0.184955311690961,0.604096401230912
37.6,-0.542454906462071,-1.48923213492973,0.417047705091141,0.367616693472761,0.467616693472761,0.184037007736451,0.602776576238303
37.7,-0.548107199387027,-1.49548339451513,0.411532364462976,0.366303664590817,0.466303664590817,0.18310012596444,0.60145525412099
37.8,-0.553759492311983,-1.50173465410053,0.40601702383481,0.364992618692897,0.464992618692897,0.182166948810808,0.600132452460773
37.9,-0.559411785236938,-1.50705230012668,0.400501683206645,0.363683572185486,0.463683572185486,0.181376053039894,0.598808188923904
38,-0.565064078161894,-1.51232727368436,0.39498634257848,0.362376541361288,0.462376541361288,0.1805941473869,0.597482481260221
38.1,-0.57071637108685,-1.51760224724205,0.389471001950315,0.361071542398572,0.461071542398572,0.179814872095116,0.596155347302271
38.2,-0.576368664011806,-1.52287722079973,0.383955661322149,0.359768591360535,0.459768591360535,0.179038224700995,0.594826804964425
38.3,-0.582020956936763,-1.52815219435741,0.378440320693984,0.358467704194672,0.458467704194672,0.178264202684702,0.593496872241985
38.4,-0.587673249861719,-1.53342716791509,0.372924980065819,0.357168896732166,0.457168896732165,0.177492803470605,0.592165567210274
